county,precinct,office,district,party,candidate,election_day,mail,canvass,votes
Sonoma,7305,Registered Voters,,,,,,,636
Sonoma,7306,Registered Voters,,,,,,,656
Sonoma,7307,Registered Voters,,,,,,,2198
Sonoma,7308 MB,Registered Voters,,,,,,,236
Sonoma,7309 MB,Registered Voters,,,,,,,46
Sonoma,7310 MB,Registered Voters,,,,,,,255
Sonoma,7311 MB,Registered Voters,,,,,,,5
Sonoma,7312 MB,Registered Voters,,,,,,,249
Sonoma,7313,Registered Voters,,,,,,,901
Sonoma,7314,Registered Voters,,,,,,,695
Sonoma,7315 MB,Registered Voters,,,,,,,87
Sonoma,7316,Registered Voters,,,,,,,878
Sonoma,7317 MB,Registered Voters,,,,,,,29
Sonoma,7318,Registered Voters,,,,,,,1747
Sonoma,7319,Registered Voters,,,,,,,1238
Sonoma,7401 MB,Registered Voters,,,,,,,149
Sonoma,7402 MB,Registered Voters,,,,,,,3
Sonoma,7403 MB,Registered Voters,,,,,,,35
Sonoma,7404 MB,Registered Voters,,,,,,,18
Sonoma,7405 MB,Registered Voters,,,,,,,0
Sonoma,7406 MB,Registered Voters,,,,,,,120
Sonoma,7407,Registered Voters,,,,,,,1382
Sonoma,7408 MB,Registered Voters,,,,,,,6
Sonoma,7409 MB,Registered Voters,,,,,,,154
Sonoma,7410,Registered Voters,,,,,,,473
Sonoma,7411 MB,Registered Voters,,,,,,,208
Sonoma,7412,Registered Voters,,,,,,,298
Sonoma,7413,Registered Voters,,,,,,,747
Sonoma,7414,Registered Voters,,,,,,,573
Sonoma,7415 MB,Registered Voters,,,,,,,159
Sonoma,7416 MB,Registered Voters,,,,,,,52
Sonoma,7417 MB,Registered Voters,,,,,,,33
Sonoma,7418 MB,Registered Voters,,,,,,,141
Sonoma,7419 MB,Registered Voters,,,,,,,1
Sonoma,7420 MB,Registered Voters,,,,,,,66
Sonoma,7421 MB,Registered Voters,,,,,,,173
Sonoma,7422 MB,Registered Voters,,,,,,,215
Sonoma,7423,Registered Voters,,,,,,,257
Sonoma,7424 MB,Registered Voters,,,,,,,92
Sonoma,7425,Registered Voters,,,,,,,301
Sonoma,7426,Registered Voters,,,,,,,282
Sonoma,7427 MB,Registered Voters,,,,,,,181
Sonoma,7429,Registered Voters,,,,,,,760
Sonoma,7430 MB,Registered Voters,,,,,,,27
Sonoma,7431,Registered Voters,,,,,,,810
Sonoma,7432,Registered Voters,,,,,,,1246
Sonoma,7433 MB,Registered Voters,,,,,,,114
Sonoma,7434 MB,Registered Voters,,,,,,,11
Sonoma,7435 MB,Registered Voters,,,,,,,18
Sonoma,7436 MB,Registered Voters,,,,,,,11
Sonoma,7437,Registered Voters,,,,,,,1271
Sonoma,7438,Registered Voters,,,,,,,751
Sonoma,7439,Registered Voters,,,,,,,1872
Sonoma,7440 MB,Registered Voters,,,,,,,0
Sonoma,7441 MB,Registered Voters,,,,,,,65
Sonoma,7442 MB,Registered Voters,,,,,,,9
Sonoma,7443 MB,Registered Voters,,,,,,,43
Sonoma,7444,Registered Voters,,,,,,,954
Sonoma,7445,Registered Voters,,,,,,,1603
Sonoma,7446 MB,Registered Voters,,,,,,,1
Sonoma,7447 MB,Registered Voters,,,,,,,15
Sonoma,7448 MB,Registered Voters,,,,,,,33
Sonoma,7449,Registered Voters,,,,,,,1798
Sonoma,7450,Registered Voters,,,,,,,340
Sonoma,7451,Registered Voters,,,,,,,753
Sonoma,7452 MB,Registered Voters,,,,,,,4
Sonoma,7453 MB,Registered Voters,,,,,,,0
Sonoma,7501 MB,Registered Voters,,,,,,,7
Sonoma,7502 MB,Registered Voters,,,,,,,21
Sonoma,7503 MB,Registered Voters,,,,,,,44
Sonoma,7504 MB,Registered Voters,,,,,,,108
Sonoma,7505,Registered Voters,,,,,,,668
Sonoma,7506,Registered Voters,,,,,,,1399
Sonoma,7507,Registered Voters,,,,,,,659
Sonoma,7508,Registered Voters,,,,,,,978
Sonoma,7509 MB,Registered Voters,,,,,,,21
Sonoma,7510 MB,Registered Voters,,,,,,,99
Sonoma,7511,Registered Voters,,,,,,,1640
Sonoma,7512,Registered Voters,,,,,,,610
Sonoma,7513 MB,Registered Voters,,,,,,,2
Sonoma,7514 MB,Registered Voters,,,,,,,201
Sonoma,7515 MB,Registered Voters,,,,,,,37
Sonoma,7516,Registered Voters,,,,,,,1186
Sonoma,7517,Registered Voters,,,,,,,335
Sonoma,7518 MB,Registered Voters,,,,,,,10
Sonoma,7519,Registered Voters,,,,,,,1207
Sonoma,7520 MB,Registered Voters,,,,,,,146
Sonoma,7521,Registered Voters,,,,,,,805
Sonoma,7522,Registered Voters,,,,,,,1035
Sonoma,7523,Registered Voters,,,,,,,1471
Sonoma,7524,Registered Voters,,,,,,,1849
Sonoma,7525,Registered Voters,,,,,,,1828
Sonoma,7526,Registered Voters,,,,,,,717
Sonoma,7527,Registered Voters,,,,,,,762
Sonoma,7528,Registered Voters,,,,,,,264
Sonoma,7529,Registered Voters,,,,,,,1547
Sonoma,7530,Registered Voters,,,,,,,400
Sonoma,7531,Registered Voters,,,,,,,390
Sonoma,7532,Registered Voters,,,,,,,1022
Sonoma,7533,Registered Voters,,,,,,,360
Sonoma,7534,Registered Voters,,,,,,,268
Sonoma,7535,Registered Voters,,,,,,,320
Sonoma,7536 MB,Registered Voters,,,,,,,50
Sonoma,7537 MB,Registered Voters,,,,,,,240
Sonoma,7538 MB,Registered Voters,,,,,,,68
Sonoma,7539 MB,Registered Voters,,,,,,,30
Sonoma,7540,Registered Voters,,,,,,,2122
Sonoma,7541,Registered Voters,,,,,,,824
Sonoma,7542 MB,Registered Voters,,,,,,,3
Sonoma,7543,Registered Voters,,,,,,,1046
Sonoma,7544 MB,Registered Voters,,,,,,,60
Sonoma,7545 MB,Registered Voters,,,,,,,220
Sonoma,7546 MB,Registered Voters,,,,,,,244
Sonoma,7547,Registered Voters,,,,,,,1733
Sonoma,7548,Registered Voters,,,,,,,766
Sonoma,7549 MB,Registered Voters,,,,,,,26
Sonoma,7550,Registered Voters,,,,,,,483
Sonoma,7551 MB,Registered Voters,,,,,,,40
Sonoma,7552,Registered Voters,,,,,,,961
Sonoma,7553 MB,Registered Voters,,,,,,,166
Sonoma,7554 MB,Registered Voters,,,,,,,0
Sonoma,7555,Registered Voters,,,,,,,1326
Sonoma,7556,Registered Voters,,,,,,,1445
Sonoma,7558,Registered Voters,,,,,,,2738
Sonoma,7559,Registered Voters,,,,,,,757
Sonoma,7560 MB,Registered Voters,,,,,,,216
Sonoma,7561 MB,Registered Voters,,,,,,,242
Sonoma,7562,Registered Voters,,,,,,,1736
Sonoma,7563,Registered Voters,,,,,,,1814
Sonoma,7564,Registered Voters,,,,,,,2045
Sonoma,7565 MB,Registered Voters,,,,,,,11
Sonoma,7566 MB,Registered Voters,,,,,,,24
Sonoma,SONOMA CO CA,Registered Voters,,,,,,,300586
Sonoma,1002 MB,Ballot Cast,,,,,,,36
Sonoma,1003 MB,Ballot Cast,,,,,,,1
Sonoma,1005 MB,Ballot Cast,,,,,,,103
Sonoma,1006 MB,Ballot Cast,,,,,,,0
Sonoma,1007 MB,Ballot Cast,,,,,,,57
Sonoma,1008 MB,Ballot Cast,,,,,,,128
Sonoma,1009 MB,Ballot Cast,,,,,,,130
Sonoma,1012 MB,Ballot Cast,,,,,,,20
Sonoma,1017,Ballot Cast,,,,,,,733
Sonoma,1018 MB,Ballot Cast,,,,,,,13
Sonoma,1022 MB,Ballot Cast,,,,,,,42
Sonoma,1023,Ballot Cast,,,,,,,472
Sonoma,1024 MB,Ballot Cast,,,,,,,32
Sonoma,1027 MB,Ballot Cast,,,,,,,2
Sonoma,1029 MB,Ballot Cast,,,,,,,0
Sonoma,1031 MB,Ballot Cast,,,,,,,151
Sonoma,1032 MB,Ballot Cast,,,,,,,178
Sonoma,1033 MB,Ballot Cast,,,,,,,60
Sonoma,1039 MB,Ballot Cast,,,,,,,1
Sonoma,1040 MB,Ballot Cast,,,,,,,53
Sonoma,1041 MB,Ballot Cast,,,,,,,16
Sonoma,1043 MB,Ballot Cast,,,,,,,12
Sonoma,1044 MB,Ballot Cast,,,,,,,2
Sonoma,1045 MB,Ballot Cast,,,,,,,58
Sonoma,1046 MB,Ballot Cast,,,,,,,0
Sonoma,1047 MB,Ballot Cast,,,,,,,182
Sonoma,1048 MB,Ballot Cast,,,,,,,147
Sonoma,1049 MB,Ballot Cast,,,,,,,88
Sonoma,1052 MB,Ballot Cast,,,,,,,109
Sonoma,1053 MB,Ballot Cast,,,,,,,151
Sonoma,1054 MB,Ballot Cast,,,,,,,17
Sonoma,1055 MB,Ballot Cast,,,,,,,174
Sonoma,1056 MB,Ballot Cast,,,,,,,220
Sonoma,1057 MB,Ballot Cast,,,,,,,21
Sonoma,1058 MB,Ballot Cast,,,,,,,11
Sonoma,1059 MB,Ballot Cast,,,,,,,0
Sonoma,1061 MB,Ballot Cast,,,,,,,27
Sonoma,1062 MB,Ballot Cast,,,,,,,10
Sonoma,1063 MB,Ballot Cast,,,,,,,42
Sonoma,1064 MB,Ballot Cast,,,,,,,44
Sonoma,1065 MB,Ballot Cast,,,,,,,67
Sonoma,1067 MB,Ballot Cast,,,,,,,42
Sonoma,1069 MB,Ballot Cast,,,,,,,7
Sonoma,1070 MB,Ballot Cast,,,,,,,19
Sonoma,1071 MB,Ballot Cast,,,,,,,239
Sonoma,1073 MB,Ballot Cast,,,,,,,16
Sonoma,1074 MB,Ballot Cast,,,,,,,192
Sonoma,1075 MB,Ballot Cast,,,,,,,104
Sonoma,1076 MB,Ballot Cast,,,,,,,95
Sonoma,1077,Ballot Cast,,,,,,,372
Sonoma,1078 MB,Ballot Cast,,,,,,,28
Sonoma,1079 MB,Ballot Cast,,,,,,,3
Sonoma,1080 MB,Ballot Cast,,,,,,,120
Sonoma,1083 MB,Ballot Cast,,,,,,,0
Sonoma,1084 MB,Ballot Cast,,,,,,,99
Sonoma,1085 MB,Ballot Cast,,,,,,,17
Sonoma,1086 MB,Ballot Cast,,,,,,,34
Sonoma,1088 MB,Ballot Cast,,,,,,,53
Sonoma,1089 MB,Ballot Cast,,,,,,,0
Sonoma,1090 MB,Ballot Cast,,,,,,,0
Sonoma,1091 MB,Ballot Cast,,,,,,,0
Sonoma,1092 MB,Ballot Cast,,,,,,,32
Sonoma,1093 MB,Ballot Cast,,,,,,,76
Sonoma,1094 MB,Ballot Cast,,,,,,,173
Sonoma,1095 MB,Ballot Cast,,,,,,,209
Sonoma,1096 MB,Ballot Cast,,,,,,,157
Sonoma,1097,Ballot Cast,,,,,,,554
Sonoma,1098,Ballot Cast,,,,,,,751
Sonoma,1099,Ballot Cast,,,,,,,443
Sonoma,1103,Ballot Cast,,,,,,,864
Sonoma,1104,Ballot Cast,,,,,,,873
Sonoma,1105,Ballot Cast,,,,,,,558
Sonoma,1106,Ballot Cast,,,,,,,456
Sonoma,1109 MB,Ballot Cast,,,,,,,162
Sonoma,1110,Ballot Cast,,,,,,,1489
Sonoma,1111,Ballot Cast,,,,,,,1061
Sonoma,1112,Ballot Cast,,,,,,,335
Sonoma,1114 MB,Ballot Cast,,,,,,,82
Sonoma,1115 MB,Ballot Cast,,,,,,,120
Sonoma,1116,Ballot Cast,,,,,,,1912
Sonoma,1117,Ballot Cast,,,,,,,546
Sonoma,1118,Ballot Cast,,,,,,,952
Sonoma,1119 MB,Ballot Cast,,,,,,,47
Sonoma,1120 MB,Ballot Cast,,,,,,,10
Sonoma,1121,Ballot Cast,,,,,,,1821
Sonoma,1122,Ballot Cast,,,,,,,765
Sonoma,1124,Ballot Cast,,,,,,,1479
Sonoma,1125 MB,Ballot Cast,,,,,,,166
Sonoma,1126 MB,Ballot Cast,,,,,,,11
Sonoma,1127,Ballot Cast,,,,,,,409
Sonoma,1128,Ballot Cast,,,,,,,1306
Sonoma,1129 MB,Ballot Cast,,,,,,,12
Sonoma,1130 MB,Ballot Cast,,,,,,,169
Sonoma,1132,Ballot Cast,,,,,,,926
Sonoma,1133 MB,Ballot Cast,,,,,,,156
Sonoma,1134 MB,Ballot Cast,,,,,,,102
Sonoma,1135 MB,Ballot Cast,,,,,,,3
Sonoma,1136,Ballot Cast,,,,,,,1040
Sonoma,1137,Ballot Cast,,,,,,,1175
Sonoma,1144 MB,Ballot Cast,,,,,,,4
Sonoma,1145 MB,Ballot Cast,,,,,,,181
Sonoma,1146 MB,Ballot Cast,,,,,,,140
Sonoma,1147 MB,Ballot Cast,,,,,,,34
Sonoma,1148 MB,Ballot Cast,,,,,,,155
Sonoma,1802,Ballot Cast,,,,,,,537
Sonoma,1806,Ballot Cast,,,,,,,728
Sonoma,1807 MB,Ballot Cast,,,,,,,161
Sonoma,1808 MB,Ballot Cast,,,,,,,218
Sonoma,1809 MB,Ballot Cast,,,,,,,113
Sonoma,1810,Ballot Cast,,,,,,,424
Sonoma,1811 MB,Ballot Cast,,,,,,,118
Sonoma,1812 MB,Ballot Cast,,,,,,,0
Sonoma,1813,Ballot Cast,,,,,,,273
Sonoma,1814 MB,Ballot Cast,,,,,,,0
Sonoma,1815 MB,Ballot Cast,,,,,,,219
Sonoma,1816,Ballot Cast,,,,,,,474
Sonoma,1817,Ballot Cast,,,,,,,497
Sonoma,1818,Ballot Cast,,,,,,,413
Sonoma,2007 MB,Ballot Cast,,,,,,,17
Sonoma,2012 MB,Ballot Cast,,,,,,,0
Sonoma,2014 MB,Ballot Cast,,,,,,,0
Sonoma,2015 MB,Ballot Cast,,,,,,,192
Sonoma,2016 MB,Ballot Cast,,,,,,,188
Sonoma,2020 MB,Ballot Cast,,,,,,,214
Sonoma,2022 MB,Ballot Cast,,,,,,,115
Sonoma,2023 MB,Ballot Cast,,,,,,,205
Sonoma,2026 MB,Ballot Cast,,,,,,,10
Sonoma,2027 MB,Ballot Cast,,,,,,,8
Sonoma,2028 MB,Ballot Cast,,,,,,,7
Sonoma,2029 MB,Ballot Cast,,,,,,,8
Sonoma,2032 MB,Ballot Cast,,,,,,,11
Sonoma,2034 MB,Ballot Cast,,,,,,,12
Sonoma,2036 MB,Ballot Cast,,,,,,,14
Sonoma,2037 MB,Ballot Cast,,,,,,,0
Sonoma,2038 MB,Ballot Cast,,,,,,,16
Sonoma,2039 MB,Ballot Cast,,,,,,,9
Sonoma,2041 MB,Ballot Cast,,,,,,,12
Sonoma,2042 MB,Ballot Cast,,,,,,,20
Sonoma,2301,Ballot Cast,,,,,,,782
Sonoma,2304 MB,Ballot Cast,,,,,,,9
Sonoma,2305 MB,Ballot Cast,,,,,,,11
Sonoma,2306 MB,Ballot Cast,,,,,,,12
Sonoma,2307,Ballot Cast,,,,,,,414
Sonoma,2308,Ballot Cast,,,,,,,469
Sonoma,2309,Ballot Cast,,,,,,,393
Sonoma,2310,Ballot Cast,,,,,,,736
Sonoma,2311 MB,Ballot Cast,,,,,,,156
Sonoma,2312,Ballot Cast,,,,,,,361
Sonoma,2502,Ballot Cast,,,,,,,1964
Sonoma,2503,Ballot Cast,,,,,,,980
Sonoma,2504,Ballot Cast,,,,,,,2022
Sonoma,2505 MB,Ballot Cast,,,,,,,158
Sonoma,2506 MB,Ballot Cast,,,,,,,4
Sonoma,2508,Ballot Cast,,,,,,,1496
Sonoma,2509,Ballot Cast,,,,,,,1544
Sonoma,2511 MB,Ballot Cast,,,,,,,164
Sonoma,2512 MB,Ballot Cast,,,,,,,35
Sonoma,2513 MB,Ballot Cast,,,,,,,78
Sonoma,2514,Ballot Cast,,,,,,,2333
Sonoma,2515,Ballot Cast,,,,,,,895
Sonoma,2517 MB,Ballot Cast,,,,,,,245
Sonoma,2519,Ballot Cast,,,,,,,2293
Sonoma,2520,Ballot Cast,,,,,,,2171
Sonoma,2523,Ballot Cast,,,,,,,1976
Sonoma,2530,Ballot Cast,,,,,,,1901
Sonoma,2531,Ballot Cast,,,,,,,1563
Sonoma,2536,Ballot Cast,,,,,,,860
Sonoma,2540,Ballot Cast,,,,,,,2757
Sonoma,2601,Ballot Cast,,,,,,,723
Sonoma,2602 MB,Ballot Cast,,,,,,,180
Sonoma,2603 MB,Ballot Cast,,,,,,,0
Sonoma,2604 MB,Ballot Cast,,,,,,,20
Sonoma,2605 MB,Ballot Cast,,,,,,,136
Sonoma,2606,Ballot Cast,,,,,,,819
Sonoma,2607 MB,Ballot Cast,,,,,,,226
Sonoma,2608 MB,Ballot Cast,,,,,,,178
Sonoma,2609 MB,Ballot Cast,,,,,,,216
Sonoma,2610 MB,Ballot Cast,,,,,,,178
Sonoma,2611 MB,Ballot Cast,,,,,,,163
Sonoma,2612 MB,Ballot Cast,,,,,,,134
Sonoma,2613 MB,Ballot Cast,,,,,,,125
Sonoma,2614,Ballot Cast,,,,,,,262
Sonoma,2615,Ballot Cast,,,,,,,639
Sonoma,2616,Ballot Cast,,,,,,,450
Sonoma,2617,Ballot Cast,,,,,,,333
Sonoma,2618,Ballot Cast,,,,,,,378
Sonoma,2619,Ballot Cast,,,,,,,474
Sonoma,3001 MB,Ballot Cast,,,,,,,7
Sonoma,3002 MB,Ballot Cast,,,,,,,3
Sonoma,3003 MB,Ballot Cast,,,,,,,150
Sonoma,3005 MB,Ballot Cast,,,,,,,147
Sonoma,3006 MB,Ballot Cast,,,,,,,25
Sonoma,3011,Ballot Cast,,,,,,,937
Sonoma,3016 MB,Ballot Cast,,,,,,,61
Sonoma,3017 MB,Ballot Cast,,,,,,,82
Sonoma,3021 MB,Ballot Cast,,,,,,,87
Sonoma,3024 MB,Ballot Cast,,,,,,,28
Sonoma,3102 MB,Ballot Cast,,,,,,,96
Sonoma,3103,Ballot Cast,,,,,,,2008
Sonoma,3104 MB,Ballot Cast,,,,,,,50
Sonoma,3105 MB,Ballot Cast,,,,,,,219
Sonoma,3106,Ballot Cast,,,,,,,404
Sonoma,3107,Ballot Cast,,,,,,,382
Sonoma,3108,Ballot Cast,,,,,,,982
Sonoma,3110,Ballot Cast,,,,,,,1222
Sonoma,3111 MB,Ballot Cast,,,,,,,37
Sonoma,3113,Ballot Cast,,,,,,,890
Sonoma,3114 MB,Ballot Cast,,,,,,,0
Sonoma,3117 MB,Ballot Cast,,,,,,,178
Sonoma,3118 MB,Ballot Cast,,,,,,,12
Sonoma,3119 MB,Ballot Cast,,,,,,,205
Sonoma,3121 MB,Ballot Cast,,,,,,,86
Sonoma,3122,Ballot Cast,,,,,,,461
Sonoma,3123,Ballot Cast,,,,,,,480
Sonoma,3124,Ballot Cast,,,,,,,1124
Sonoma,3125 MB,Ballot Cast,,,,,,,211
Sonoma,3126 MB,Ballot Cast,,,,,,,221
Sonoma,3127 MB,Ballot Cast,,,,,,,109
Sonoma,3128,Ballot Cast,,,,,,,2046
Sonoma,3129,Ballot Cast,,,,,,,841
Sonoma,3130 MB,Ballot Cast,,,,,,,19
Sonoma,3131,Ballot Cast,,,,,,,442
Sonoma,3132,Ballot Cast,,,,,,,478
Sonoma,3133 MB,Ballot Cast,,,,,,,201
Sonoma,3134,Ballot Cast,,,,,,,330
Sonoma,3135,Ballot Cast,,,,,,,733
Sonoma,3136,Ballot Cast,,,,,,,932
Sonoma,3137 MB,Ballot Cast,,,,,,,0
Sonoma,3138 MB,Ballot Cast,,,,,,,0
Sonoma,3139 MB,Ballot Cast,,,,,,,155
Sonoma,3140 MB,Ballot Cast,,,,,,,152
Sonoma,3141 MB,Ballot Cast,,,,,,,256
Sonoma,3142,Ballot Cast,,,,,,,1752
Sonoma,3143 MB,Ballot Cast,,,,,,,131
Sonoma,3145,Ballot Cast,,,,,,,272
Sonoma,3146 MB,Ballot Cast,,,,,,,227
Sonoma,3147 MB,Ballot Cast,,,,,,,202
Sonoma,3148 MB,Ballot Cast,,,,,,,246
Sonoma,3149 MB,Ballot Cast,,,,,,,141
Sonoma,3150 MB,Ballot Cast,,,,,,,147
Sonoma,3151 MB,Ballot Cast,,,,,,,142
Sonoma,3152 MB,Ballot Cast,,,,,,,145
Sonoma,3153 MB,Ballot Cast,,,,,,,194
Sonoma,3154 MB,Ballot Cast,,,,,,,9
Sonoma,3155 MB,Ballot Cast,,,,,,,3
Sonoma,3156 MB,Ballot Cast,,,,,,,11
Sonoma,3157 MB,Ballot Cast,,,,,,,147
Sonoma,3158 MB,Ballot Cast,,,,,,,7
Sonoma,3601 MB,Ballot Cast,,,,,,,198
Sonoma,3602,Ballot Cast,,,,,,,929
Sonoma,3603,Ballot Cast,,,,,,,859
Sonoma,3604,Ballot Cast,,,,,,,693
Sonoma,3605,Ballot Cast,,,,,,,664
Sonoma,3606,Ballot Cast,,,,,,,378
Sonoma,3607,Ballot Cast,,,,,,,290
Sonoma,3608,Ballot Cast,,,,,,,398
Sonoma,3609,Ballot Cast,,,,,,,844
Sonoma,3610,Ballot Cast,,,,,,,599
Sonoma,3611,Ballot Cast,,,,,,,378
Sonoma,3612,Ballot Cast,,,,,,,570
Sonoma,3613,Ballot Cast,,,,,,,361
Sonoma,3614,Ballot Cast,,,,,,,311
Sonoma,3615,Ballot Cast,,,,,,,337
Sonoma,3616,Ballot Cast,,,,,,,480
Sonoma,3617 MB,Ballot Cast,,,,,,,14
Sonoma,3618,Ballot Cast,,,,,,,915
Sonoma,3619,Ballot Cast,,,,,,,906
Sonoma,3621 MB,Ballot Cast,,,,,,,0
Sonoma,3622,Ballot Cast,,,,,,,840
Sonoma,3623,Ballot Cast,,,,,,,664
Sonoma,3624 MB,Ballot Cast,,,,,,,110
Sonoma,3625,Ballot Cast,,,,,,,358
Sonoma,3626,Ballot Cast,,,,,,,296
Sonoma,3627 MB,Ballot Cast,,,,,,,33
Sonoma,3628,Ballot Cast,,,,,,,506
Sonoma,3629,Ballot Cast,,,,,,,328
Sonoma,3630,Ballot Cast,,,,,,,536
Sonoma,3631,Ballot Cast,,,,,,,788
Sonoma,3632,Ballot Cast,,,,,,,279
Sonoma,3633 MB,Ballot Cast,,,,,,,235
Sonoma,3634,Ballot Cast,,,,,,,505
Sonoma,3635,Ballot Cast,,,,,,,230
Sonoma,3636,Ballot Cast,,,,,,,587
Sonoma,3637,Ballot Cast,,,,,,,294
Sonoma,4005 MB,Ballot Cast,,,,,,,116
Sonoma,4012 MB,Ballot Cast,,,,,,,14
Sonoma,4013 MB,Ballot Cast,,,,,,,115
Sonoma,4015,Ballot Cast,,,,,,,290
Sonoma,4017 MB,Ballot Cast,,,,,,,76
Sonoma,4018 MB,Ballot Cast,,,,,,,11
Sonoma,4019 MB,Ballot Cast,,,,,,,3
Sonoma,4021 MB,Ballot Cast,,,,,,,153
Sonoma,4023 MB,Ballot Cast,,,,,,,1
Sonoma,4027 MB,Ballot Cast,,,,,,,156
Sonoma,4030 MB,Ballot Cast,,,,,,,2
Sonoma,4037 MB,Ballot Cast,,,,,,,81
Sonoma,4039 MB,Ballot Cast,,,,,,,30
Sonoma,4051,Ballot Cast,,,,,,,252
Sonoma,4052 MB,Ballot Cast,,,,,,,6
Sonoma,4054 MB,Ballot Cast,,,,,,,0
Sonoma,4064 MB,Ballot Cast,,,,,,,51
Sonoma,4065 MB,Ballot Cast,,,,,,,10
Sonoma,4066 MB,Ballot Cast,,,,,,,7
Sonoma,4067 MB,Ballot Cast,,,,,,,48
Sonoma,4070 MB,Ballot Cast,,,,,,,4
Sonoma,4072 MB,Ballot Cast,,,,,,,2
Sonoma,4073 MB,Ballot Cast,,,,,,,0
Sonoma,4074 MB,Ballot Cast,,,,,,,149
Sonoma,4101 MB,Ballot Cast,,,,,,,0
Sonoma,4102 MB,Ballot Cast,,,,,,,47
Sonoma,4103,Ballot Cast,,,,,,,1374
Sonoma,4104 MB,Ballot Cast,,,,,,,181
Sonoma,4105,Ballot Cast,,,,,,,755
Sonoma,4106 MB,Ballot Cast,,,,,,,101
Sonoma,4107,Ballot Cast,,,,,,,1108
Sonoma,4108,Ballot Cast,,,,,,,1142
Sonoma,4109,Ballot Cast,,,,,,,928
Sonoma,4110,Ballot Cast,,,,,,,1847
Sonoma,4111,Ballot Cast,,,,,,,738
Sonoma,4112,Ballot Cast,,,,,,,757
Sonoma,4113 MB,Ballot Cast,,,,,,,118
Sonoma,4127,Ballot Cast,,,,,,,1421
Sonoma,4128 MB,Ballot Cast,,,,,,,105
Sonoma,4129 MB,Ballot Cast,,,,,,,79
Sonoma,4201,Ballot Cast,,,,,,,1893
Sonoma,4203,Ballot Cast,,,,,,,1066
Sonoma,4204,Ballot Cast,,,,,,,1785
Sonoma,4401,Ballot Cast,,,,,,,1745
Sonoma,4402,Ballot Cast,,,,,,,2001
Sonoma,4406,Ballot Cast,,,,,,,1479
Sonoma,4407 MB,Ballot Cast,,,,,,,0
Sonoma,4902,Ballot Cast,,,,,,,886
Sonoma,4903,Ballot Cast,,,,,,,721
Sonoma,4904,Ballot Cast,,,,,,,779
Sonoma,4905 MB,Ballot Cast,,,,,,,157
Sonoma,4906,Ballot Cast,,,,,,,886
Sonoma,4907,Ballot Cast,,,,,,,720
Sonoma,4908,Ballot Cast,,,,,,,703
Sonoma,4910,Ballot Cast,,,,,,,881
Sonoma,4912 MB,Ballot Cast,,,,,,,14
Sonoma,4913,Ballot Cast,,,,,,,390
Sonoma,4914,Ballot Cast,,,,,,,248
Sonoma,4915,Ballot Cast,,,,,,,271
Sonoma,4916,Ballot Cast,,,,,,,369
Sonoma,4917,Ballot Cast,,,,,,,830
Sonoma,4918,Ballot Cast,,,,,,,556
Sonoma,4919 MB,Ballot Cast,,,,,,,32
Sonoma,4920,Ballot Cast,,,,,,,927
Sonoma,4921,Ballot Cast,,,,,,,300
Sonoma,4922,Ballot Cast,,,,,,,350
Sonoma,4923,Ballot Cast,,,,,,,811
Sonoma,4924,Ballot Cast,,,,,,,473
Sonoma,4925,Ballot Cast,,,,,,,934
Sonoma,4926 MB,Ballot Cast,,,,,,,6
Sonoma,4927 MB,Ballot Cast,,,,,,,1
Sonoma,4928,Ballot Cast,,,,,,,506
Sonoma,4929 MB,Ballot Cast,,,,,,,240
Sonoma,4930 MB,Ballot Cast,,,,,,,178
Sonoma,4931 MB,Ballot Cast,,,,,,,219
Sonoma,4932 MB,Ballot Cast,,,,,,,6
Sonoma,4933,Ballot Cast,,,,,,,482
Sonoma,4934,Ballot Cast,,,,,,,281
Sonoma,5002 MB,Ballot Cast,,,,,,,191
Sonoma,5005 MB,Ballot Cast,,,,,,,211
Sonoma,5007 MB,Ballot Cast,,,,,,,40
Sonoma,5009 MB,Ballot Cast,,,,,,,21
Sonoma,5011 MB,Ballot Cast,,,,,,,0
Sonoma,5012 MB,Ballot Cast,,,,,,,3
Sonoma,5013 MB,Ballot Cast,,,,,,,17
Sonoma,5014 MB,Ballot Cast,,,,,,,92
Sonoma,5015 MB,Ballot Cast,,,,,,,80
Sonoma,5017 MB,Ballot Cast,,,,,,,0
Sonoma,5019 MB,Ballot Cast,,,,,,,0
Sonoma,5024 MB,Ballot Cast,,,,,,,8
Sonoma,5025 MB,Ballot Cast,,,,,,,0
Sonoma,5026 MB,Ballot Cast,,,,,,,3
Sonoma,5029 MB,Ballot Cast,,,,,,,63
Sonoma,5031,Ballot Cast,,,,,,,540
Sonoma,5033 MB,Ballot Cast,,,,,,,66
Sonoma,5037 MB,Ballot Cast,,,,,,,2
Sonoma,5038 MB,Ballot Cast,,,,,,,2
Sonoma,5039 MB,Ballot Cast,,,,,,,5
Sonoma,5040 MB,Ballot Cast,,,,,,,21
Sonoma,5043 MB,Ballot Cast,,,,,,,60
Sonoma,5046 MB,Ballot Cast,,,,,,,182
Sonoma,5048 MB,Ballot Cast,,,,,,,108
Sonoma,5050 MB,Ballot Cast,,,,,,,1
Sonoma,5052 MB,Ballot Cast,,,,,,,160
Sonoma,5054 MB,Ballot Cast,,,,,,,3
Sonoma,5056 MB,Ballot Cast,,,,,,,204
Sonoma,5057 MB,Ballot Cast,,,,,,,79
