county,precinct,office,district,party,candidate,election_day,mail,canvass,votes
Sonoma,3632,President,,REP,Donald Trump,6,46,22,74
Sonoma,3633 MB,President,,REP,Donald Trump,7,23,29,59
Sonoma,3634,President,,REP,Donald Trump,16,49,24,89
Sonoma,3635,President,,REP,Donald Trump,9,21,25,55
Sonoma,3636,President,,REP,Donald Trump,18,85,49,152
Sonoma,3637,President,,REP,Donald Trump,13,18,22,53
Sonoma,4005 MB,President,,REP,Donald Trump,1,41,8,50
Sonoma,4012 MB,President,,REP,Donald Trump,0,0,2,2
Sonoma,4013 MB,President,,REP,Donald Trump,0,25,11,36
Sonoma,4015,President,,REP,Donald Trump,12,45,32,89
Sonoma,4017 MB,President,,REP,Donald Trump,0,18,9,27
Sonoma,4018 MB,President,,REP,Donald Trump,0,6,0,6
Sonoma,4019 MB,President,,REP,Donald Trump,0,1,0,1
Sonoma,4021 MB,President,,REP,Donald Trump,1,42,9,52
Sonoma,4023 MB,President,,REP,Donald Trump,0,1,0,1
Sonoma,4027 MB,President,,REP,Donald Trump,3,32,18,53
Sonoma,4030 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,4037 MB,President,,REP,Donald Trump,0,19,9,28
Sonoma,4039 MB,President,,REP,Donald Trump,0,6,3,9
Sonoma,4051,President,,REP,Donald Trump,3,33,12,48
Sonoma,4052 MB,President,,REP,Donald Trump,0,2,0,2
Sonoma,4054 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,4064 MB,President,,REP,Donald Trump,0,16,1,17
Sonoma,4065 MB,President,,REP,Donald Trump,0,3,1,4
Sonoma,4066 MB,President,,REP,Donald Trump,0,1,3,4
Sonoma,4067 MB,President,,REP,Donald Trump,1,10,3,14
Sonoma,4070 MB,President,,REP,Donald Trump,0,4,0,4
Sonoma,4072 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,4073 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,4074 MB,President,,REP,Donald Trump,1,9,6,16
Sonoma,4101 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,4102 MB,President,,REP,Donald Trump,2,8,4,14
Sonoma,4103,President,,REP,Donald Trump,29,212,113,354
Sonoma,4104 MB,President,,REP,Donald Trump,2,36,7,45
Sonoma,4105,President,,REP,Donald Trump,27,64,44,135
Sonoma,4106 MB,President,,REP,Donald Trump,2,14,2,18
Sonoma,4107,President,,REP,Donald Trump,38,151,95,284
Sonoma,4108,President,,REP,Donald Trump,22,93,102,217
Sonoma,4109,President,,REP,Donald Trump,25,157,74,256
Sonoma,4110,President,,REP,Donald Trump,54,244,151,449
Sonoma,4111,President,,REP,Donald Trump,20,132,76,228
Sonoma,4112,President,,REP,Donald Trump,11,114,52,177
Sonoma,4113 MB,President,,REP,Donald Trump,3,19,17,39
Sonoma,4127,President,,REP,Donald Trump,36,174,131,341
Sonoma,4128 MB,President,,REP,Donald Trump,2,11,9,22
Sonoma,4129 MB,President,,REP,Donald Trump,1,24,9,34
Sonoma,4201,President,,REP,Donald Trump,86,258,176,520
Sonoma,4203,President,,REP,Donald Trump,40,156,114,310
Sonoma,4204,President,,REP,Donald Trump,59,312,171,542
Sonoma,4401,President,,REP,Donald Trump,69,193,129,391
Sonoma,4402,President,,REP,Donald Trump,71,232,125,428
Sonoma,4406,President,,REP,Donald Trump,46,164,78,288
Sonoma,4407 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,4902,President,,REP,Donald Trump,26,165,70,261
Sonoma,4903,President,,REP,Donald Trump,22,149,72,243
Sonoma,4904,President,,REP,Donald Trump,25,145,44,214
Sonoma,4905 MB,President,,REP,Donald Trump,2,24,17,43
Sonoma,4906,President,,REP,Donald Trump,32,148,81,261
Sonoma,4907,President,,REP,Donald Trump,25,93,56,174
Sonoma,4908,President,,REP,Donald Trump,27,79,69,175
Sonoma,4910,President,,REP,Donald Trump,26,118,61,205
Sonoma,4912 MB,President,,REP,Donald Trump,0,5,1,6
Sonoma,4913,President,,REP,Donald Trump,11,48,38,97
Sonoma,4914,President,,REP,Donald Trump,12,28,25,65
Sonoma,4915,President,,REP,Donald Trump,3,33,20,56
Sonoma,4916,President,,REP,Donald Trump,10,64,27,101
Sonoma,4917,President,,REP,Donald Trump,31,160,101,292
Sonoma,4918,President,,REP,Donald Trump,28,123,35,186
Sonoma,4919 MB,President,,REP,Donald Trump,0,14,0,14
Sonoma,4920,President,,REP,Donald Trump,31,150,68,249
Sonoma,4921,President,,REP,Donald Trump,9,42,33,84
Sonoma,4922,President,,REP,Donald Trump,11,50,25,86
Sonoma,4923,President,,REP,Donald Trump,19,138,103,260
Sonoma,4924,President,,REP,Donald Trump,16,56,51,123
Sonoma,4925,President,,REP,Donald Trump,18,144,93,255
Sonoma,4926 MB,President,,REP,Donald Trump,0,5,0,5
Sonoma,4927 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,4928,President,,REP,Donald Trump,15,97,44,156
Sonoma,4929 MB,President,,REP,Donald Trump,16,54,16,86
Sonoma,4930 MB,President,,REP,Donald Trump,8,25,17,50
Sonoma,4931 MB,President,,REP,Donald Trump,7,24,19,50
Sonoma,4932 MB,President,,REP,Donald Trump,2,0,0,2
Sonoma,4933,President,,REP,Donald Trump,24,91,54,169
Sonoma,4934,President,,REP,Donald Trump,2,64,26,92
Sonoma,5002 MB,President,,REP,Donald Trump,5,12,5,22
Sonoma,5005 MB,President,,REP,Donald Trump,4,19,16,39
Sonoma,5007 MB,President,,REP,Donald Trump,0,4,3,7
Sonoma,5009 MB,President,,REP,Donald Trump,0,1,0,1
Sonoma,5011 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,5012 MB,President,,REP,Donald Trump,0,2,1,3
Sonoma,5013 MB,President,,REP,Donald Trump,0,2,0,2
Sonoma,5014 MB,President,,REP,Donald Trump,2,7,1,10
Sonoma,5015 MB,President,,REP,Donald Trump,1,6,5,12
Sonoma,5017 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,5019 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,5024 MB,President,,REP,Donald Trump,0,0,2,2
Sonoma,5025 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,5026 MB,President,,REP,Donald Trump,0,2,1,3
Sonoma,5029 MB,President,,REP,Donald Trump,0,16,8,24
Sonoma,5031,President,,REP,Donald Trump,14,39,30,83
Sonoma,5033 MB,President,,REP,Donald Trump,5,2,9,16
Sonoma,5037 MB,President,,REP,Donald Trump,0,2,0,2
Sonoma,5038 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,5039 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,5040 MB,President,,REP,Donald Trump,1,2,8,11
Sonoma,5043 MB,President,,REP,Donald Trump,1,5,4,10
Sonoma,5046 MB,President,,REP,Donald Trump,2,12,18,32
Sonoma,5048 MB,President,,REP,Donald Trump,5,12,1,18
Sonoma,5050 MB,President,,REP,Donald Trump,0,1,0,1
Sonoma,5052 MB,President,,REP,Donald Trump,1,25,4,30
Sonoma,5054 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,5056 MB,President,,REP,Donald Trump,2,24,21,47
Sonoma,5057 MB,President,,REP,Donald Trump,0,9,1,10
Sonoma,5058 MB,President,,REP,Donald Trump,1,10,3,14
Sonoma,5059 MB,President,,REP,Donald Trump,0,4,1,5
Sonoma,5060 MB,President,,REP,Donald Trump,1,3,2,6
Sonoma,5062 MB,President,,REP,Donald Trump,1,4,2,7
Sonoma,5063 MB,President,,REP,Donald Trump,2,28,8,38
Sonoma,5064 MB,President,,REP,Donald Trump,0,10,5,15
Sonoma,5065 MB,President,,REP,Donald Trump,0,2,1,3
Sonoma,5067 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,5068 MB,President,,REP,Donald Trump,0,0,1,1
Sonoma,5069 MB,President,,REP,Donald Trump,1,5,1,7
Sonoma,5070 MB,President,,REP,Donald Trump,0,9,2,11
Sonoma,5071 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,5074 MB,President,,REP,Donald Trump,0,1,0,1
Sonoma,5075 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,5076 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,5077,President,,REP,Donald Trump,11,55,28,94
Sonoma,5078 MB,President,,REP,Donald Trump,4,11,4,19
Sonoma,5079 MB,President,,REP,Donald Trump,4,13,7,24
Sonoma,5080 MB,President,,REP,Donald Trump,4,12,7,23
Sonoma,5081 MB,President,,REP,Donald Trump,4,8,15,27
Sonoma,5101,President,,REP,Donald Trump,24,96,51,171
Sonoma,5104,President,,REP,Donald Trump,76,178,161,415
Sonoma,5105,President,,REP,Donald Trump,19,65,60,144
Sonoma,5107 MB,President,,REP,Donald Trump,1,3,5,9
Sonoma,5108 MB,President,,REP,Donald Trump,3,11,9,23
Sonoma,5110 MB,President,,REP,Donald Trump,1,4,2,7
Sonoma,5112,President,,REP,Donald Trump,6,13,11,30
Sonoma,5113,President,,REP,Donald Trump,27,125,103,255
Sonoma,5114 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,5115,President,,REP,Donald Trump,18,74,57,149
Sonoma,5116 MB,President,,REP,Donald Trump,0,25,16,41
Sonoma,5117 MB,President,,REP,Donald Trump,3,16,6,25
Sonoma,5118 MB,President,,REP,Donald Trump,1,34,12,47
Sonoma,5119,President,,REP,Donald Trump,10,57,64,131
Sonoma,5120,President,,REP,Donald Trump,28,160,116,304
Sonoma,5121 MB,President,,REP,Donald Trump,3,1,1,5
Sonoma,5122 MB,President,,REP,Donald Trump,0,19,4,23
Sonoma,5123,President,,REP,Donald Trump,22,93,70,185
Sonoma,5124 MB,President,,REP,Donald Trump,0,0,1,1
Sonoma,5125 MB,President,,REP,Donald Trump,0,41,13,54
Sonoma,5126 MB,President,,REP,Donald Trump,4,28,7,39
Sonoma,7101 MB,President,,REP,Donald Trump,1,37,10,48
Sonoma,7102,President,,REP,Donald Trump,11,52,36,99
Sonoma,7103 MB,President,,REP,Donald Trump,0,11,5,16
Sonoma,7104 MB,President,,REP,Donald Trump,0,9,5,14
Sonoma,7105 MB,President,,REP,Donald Trump,0,31,9,40
Sonoma,7106,President,,REP,Donald Trump,24,137,50,211
Sonoma,7107 MB,President,,REP,Donald Trump,0,6,2,8
Sonoma,7108,President,,REP,Donald Trump,30,140,96,266
Sonoma,7109 MB,President,,REP,Donald Trump,0,21,7,28
Sonoma,7110,President,,REP,Donald Trump,48,173,106,327
Sonoma,7111,President,,REP,Donald Trump,28,130,68,226
Sonoma,7112 MB,President,,REP,Donald Trump,0,2,0,2
Sonoma,7113 MB,President,,REP,Donald Trump,0,19,5,24
Sonoma,7114 MB,President,,REP,Donald Trump,0,14,5,19
Sonoma,7115 MB,President,,REP,Donald Trump,0,15,11,26
Sonoma,7116 MB,President,,REP,Donald Trump,0,2,0,2
Sonoma,7117,President,,REP,Donald Trump,10,92,37,139
Sonoma,7118 MB,President,,REP,Donald Trump,8,35,23,66
Sonoma,7119 MB,President,,REP,Donald Trump,4,45,23,72
Sonoma,7120 MB,President,,REP,Donald Trump,0,4,2,6
Sonoma,7121 MB,President,,REP,Donald Trump,0,0,2,2
Sonoma,7122 MB,President,,REP,Donald Trump,1,9,3,13
Sonoma,7123 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7124 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7125 MB,President,,REP,Donald Trump,0,6,3,9
Sonoma,7126 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7127 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7128,President,,REP,Donald Trump,17,96,44,157
Sonoma,7129 MB,President,,REP,Donald Trump,0,3,0,3
Sonoma,7130,President,,REP,Donald Trump,52,231,155,438
Sonoma,7131,President,,REP,Donald Trump,5,27,27,59
Sonoma,7132,President,,REP,Donald Trump,3,79,23,105
Sonoma,7133,President,,REP,Donald Trump,33,70,56,159
Sonoma,7134,President,,REP,Donald Trump,9,26,25,60
Sonoma,7135 MB,President,,REP,Donald Trump,0,4,1,5
Sonoma,7136,President,,REP,Donald Trump,29,119,82,230
Sonoma,7137 MB,President,,REP,Donald Trump,12,21,20,53
Sonoma,7138 MB,President,,REP,Donald Trump,1,3,4,8
Sonoma,7139,President,,REP,Donald Trump,22,46,37,105
Sonoma,7140 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7141 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7142 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7143 MB,President,,REP,Donald Trump,0,0,2,2
Sonoma,7144,President,,REP,Donald Trump,5,57,18,80
Sonoma,7145,President,,REP,Donald Trump,3,30,20,53
Sonoma,7146,President,,REP,Donald Trump,7,78,31,116
Sonoma,7147,President,,REP,Donald Trump,13,147,55,215
Sonoma,7148,President,,REP,Donald Trump,49,180,109,338
Sonoma,7149,President,,REP,Donald Trump,28,121,80,229
Sonoma,7150 MB,President,,REP,Donald Trump,2,36,14,52
Sonoma,7151,President,,REP,Donald Trump,42,229,139,410
Sonoma,7152,President,,REP,Donald Trump,35,169,89,293
Sonoma,7153,President,,REP,Donald Trump,15,74,58,147
Sonoma,7154,President,,REP,Donald Trump,19,352,76,447
Sonoma,7155,President,,REP,Donald Trump,28,90,47,165
Sonoma,7156 MB,President,,REP,Donald Trump,0,4,3,7
Sonoma,7157,President,,REP,Donald Trump,29,112,80,221
Sonoma,7158,President,,REP,Donald Trump,16,105,59,180
Sonoma,7201,President,,REP,Donald Trump,77,268,182,527
Sonoma,7202,President,,REP,Donald Trump,14,163,93,270
Sonoma,7203 MB,President,,REP,Donald Trump,0,22,8,30
Sonoma,7204 MB,President,,REP,Donald Trump,0,5,0,5
Sonoma,7205,President,,REP,Donald Trump,18,120,55,193
Sonoma,7206,President,,REP,Donald Trump,54,306,219,579
Sonoma,7207,President,,REP,Donald Trump,43,133,88,264
Sonoma,7208,President,,REP,Donald Trump,15,92,75,182
Sonoma,7209 MB,President,,REP,Donald Trump,3,11,6,20
Sonoma,7210,President,,REP,Donald Trump,29,173,112,314
Sonoma,7211 MB,President,,REP,Donald Trump,0,6,1,7
Sonoma,7212 MB,President,,REP,Donald Trump,0,4,0,4
Sonoma,7213 MB,President,,REP,Donald Trump,0,11,11,22
Sonoma,7214 MB,President,,REP,Donald Trump,1,1,1,3
Sonoma,7215,President,,REP,Donald Trump,22,59,52,133
Sonoma,7216,President,,REP,Donald Trump,12,58,44,114
Sonoma,7217 MB,President,,REP,Donald Trump,3,36,19,58
Sonoma,7218 MB,President,,REP,Donald Trump,1,44,16,61
Sonoma,7219 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7220 MB,President,,REP,Donald Trump,0,2,1,3
Sonoma,7221 MB,President,,REP,Donald Trump,0,0,1,1
Sonoma,7222,President,,REP,Donald Trump,14,128,48,190
Sonoma,7223,President,,REP,Donald Trump,66,192,124,382
Sonoma,7224 MB,President,,REP,Donald Trump,1,2,4,7
Sonoma,7225 MB,President,,REP,Donald Trump,0,3,0,3
Sonoma,7226 MB,President,,REP,Donald Trump,2,7,1,10
Sonoma,7227 MB,President,,REP,Donald Trump,1,16,10,27
Sonoma,7228,President,,REP,Donald Trump,3,40,26,69
Sonoma,7229 MB,President,,REP,Donald Trump,0,2,2,4
Sonoma,7230 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7231 MB,President,,REP,Donald Trump,3,33,11,47
Sonoma,7232,President,,REP,Donald Trump,4,31,19,54
Sonoma,7233 MB,President,,REP,Donald Trump,3,15,4,22
Sonoma,7234 MB,President,,REP,Donald Trump,1,5,7,13
Sonoma,7235 MB,President,,REP,Donald Trump,4,12,5,21
Sonoma,7236,President,,REP,Donald Trump,9,76,57,142
Sonoma,7237,President,,REP,Donald Trump,16,68,37,121
Sonoma,7238,President,,REP,Donald Trump,47,232,149,428
Sonoma,7239,President,,REP,Donald Trump,31,219,110,360
Sonoma,7240,President,,REP,Donald Trump,55,184,104,343
Sonoma,7241,President,,REP,Donald Trump,76,237,173,486
Sonoma,7242,President,,REP,Donald Trump,69,279,197,545
Sonoma,7301 MB,President,,REP,Donald Trump,0,2,3,5
Sonoma,7302 MB,President,,REP,Donald Trump,0,20,6,26
Sonoma,7303 MB,President,,REP,Donald Trump,0,2,1,3
Sonoma,7304 MB,President,,REP,Donald Trump,0,2,0,2
Sonoma,7305,President,,REP,Donald Trump,5,132,17,154
Sonoma,7306,President,,REP,Donald Trump,7,39,28,74
Sonoma,7307,President,,REP,Donald Trump,54,238,134,426
Sonoma,7308 MB,President,,REP,Donald Trump,2,41,35,78
Sonoma,7309 MB,President,,REP,Donald Trump,0,6,10,16
Sonoma,7310 MB,President,,REP,Donald Trump,1,35,16,52
Sonoma,7311 MB,President,,REP,Donald Trump,0,2,0,2
Sonoma,7312 MB,President,,REP,Donald Trump,8,19,16,43
Sonoma,7313,President,,REP,Donald Trump,22,75,49,146
Sonoma,7314,President,,REP,Donald Trump,18,69,51,138
Sonoma,7315 MB,President,,REP,Donald Trump,2,4,2,8
Sonoma,7316,President,,REP,Donald Trump,6,72,39,117
Sonoma,7317 MB,President,,REP,Donald Trump,0,2,0,2
Sonoma,7318,President,,REP,Donald Trump,40,102,99,241
Sonoma,7319,President,,REP,Donald Trump,17,107,32,156
Sonoma,7401 MB,President,,REP,Donald Trump,0,24,9,33
Sonoma,7402 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7403 MB,President,,REP,Donald Trump,1,11,2,14
Sonoma,7404 MB,President,,REP,Donald Trump,3,0,1,4
Sonoma,7405 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7406 MB,President,,REP,Donald Trump,2,23,7,32
Sonoma,7407,President,,REP,Donald Trump,47,224,85,356
Sonoma,7408 MB,President,,REP,Donald Trump,0,1,0,1
Sonoma,7409 MB,President,,REP,Donald Trump,3,29,11,43
Sonoma,7410,President,,REP,Donald Trump,13,82,34,129
Sonoma,7411 MB,President,,REP,Donald Trump,2,26,7,35
Sonoma,7412,President,,REP,Donald Trump,15,46,26,87
Sonoma,7413,President,,REP,Donald Trump,13,120,43,176
Sonoma,7414,President,,REP,Donald Trump,23,90,55,168
Sonoma,7415 MB,President,,REP,Donald Trump,1,24,11,36
Sonoma,7416 MB,President,,REP,Donald Trump,0,5,3,8
Sonoma,7417 MB,President,,REP,Donald Trump,0,5,4,9
Sonoma,7418 MB,President,,REP,Donald Trump,0,37,21,58
Sonoma,7419 MB,President,,REP,Donald Trump,0,0,1,1
Sonoma,7420 MB,President,,REP,Donald Trump,0,18,11,29
Sonoma,7421 MB,President,,REP,Donald Trump,5,27,23,55
Sonoma,7422 MB,President,,REP,Donald Trump,5,43,13,61
Sonoma,7423,President,,REP,Donald Trump,4,42,14,60
Sonoma,7424 MB,President,,REP,Donald Trump,0,19,10,29
Sonoma,7425,President,,REP,Donald Trump,1,45,27,73
Sonoma,7426,President,,REP,Donald Trump,6,59,22,87
Sonoma,7427 MB,President,,REP,Donald Trump,3,42,12,57
Sonoma,7429,President,,REP,Donald Trump,23,117,60,200
Sonoma,7430 MB,President,,REP,Donald Trump,0,5,0,5
Sonoma,7431,President,,REP,Donald Trump,23,97,95,215
Sonoma,7432,President,,REP,Donald Trump,57,171,135,363
Sonoma,7433 MB,President,,REP,Donald Trump,5,23,14,42
Sonoma,7434 MB,President,,REP,Donald Trump,1,1,0,2
Sonoma,7435 MB,President,,REP,Donald Trump,0,0,2,2
Sonoma,7436 MB,President,,REP,Donald Trump,2,2,0,4
Sonoma,7437,President,,REP,Donald Trump,31,219,83,333
Sonoma,7438,President,,REP,Donald Trump,18,116,48,182
Sonoma,7439,President,,REP,Donald Trump,55,231,171,457
Sonoma,7440 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7441 MB,President,,REP,Donald Trump,6,5,5,16
Sonoma,7442 MB,President,,REP,Donald Trump,0,2,0,2
Sonoma,7443 MB,President,,REP,Donald Trump,0,7,2,9
Sonoma,7444,President,,REP,Donald Trump,32,161,75,268
Sonoma,7445,President,,REP,Donald Trump,45,286,150,481
Sonoma,7446 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7447 MB,President,,REP,Donald Trump,2,3,1,6
Sonoma,7448 MB,President,,REP,Donald Trump,1,11,3,15
Sonoma,7449,President,,REP,Donald Trump,48,189,76,313
Sonoma,7450,President,,REP,Donald Trump,10,44,27,81
Sonoma,7451,President,,REP,Donald Trump,14,134,73,221
Sonoma,7452 MB,President,,REP,Donald Trump,0,3,0,3
Sonoma,7453 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7501 MB,President,,REP,Donald Trump,0,1,2,3
Sonoma,7502 MB,President,,REP,Donald Trump,0,4,2,6
Sonoma,7503 MB,President,,REP,Donald Trump,0,4,2,6
Sonoma,7504 MB,President,,REP,Donald Trump,7,31,12,50
Sonoma,7505,President,,REP,Donald Trump,13,60,40,113
Sonoma,7506,President,,REP,Donald Trump,16,149,57,222
Sonoma,7507,President,,REP,Donald Trump,11,64,19,94
Sonoma,7508,President,,REP,Donald Trump,17,85,51,153
Sonoma,7509 MB,President,,REP,Donald Trump,1,3,5,9
Sonoma,7510 MB,President,,REP,Donald Trump,2,14,14,30
Sonoma,7511,President,,REP,Donald Trump,43,170,132,345
Sonoma,7512,President,,REP,Donald Trump,20,45,46,111
Sonoma,7513 MB,President,,REP,Donald Trump,0,0,1,1
Sonoma,7514 MB,President,,REP,Donald Trump,4,31,29,64
Sonoma,7515 MB,President,,REP,Donald Trump,0,6,0,6
Sonoma,7516,President,,REP,Donald Trump,35,79,55,169
Sonoma,7517,President,,REP,Donald Trump,6,21,17,44
Sonoma,7518 MB,President,,REP,Donald Trump,0,1,0,1
Sonoma,7519,President,,REP,Donald Trump,29,98,56,183
Sonoma,7520 MB,President,,REP,Donald Trump,1,17,5,23
Sonoma,7521,President,,REP,Donald Trump,15,90,48,153
Sonoma,7522,President,,REP,Donald Trump,22,98,72,192
Sonoma,7523,President,,REP,Donald Trump,53,128,95,276
Sonoma,7524,President,,REP,Donald Trump,52,129,56,237
Sonoma,7525,President,,REP,Donald Trump,61,108,100,269
Sonoma,7526,President,,REP,Donald Trump,13,80,63,156
Sonoma,7527,President,,REP,Donald Trump,27,152,53,232
Sonoma,7528,President,,REP,Donald Trump,1,44,20,65
Sonoma,7529,President,,REP,Donald Trump,26,181,86,293
Sonoma,7530,President,,REP,Donald Trump,5,38,13,56
Sonoma,7531,President,,REP,Donald Trump,8,43,16,67
Sonoma,7532,President,,REP,Donald Trump,18,119,53,190
Sonoma,7533,President,,REP,Donald Trump,2,28,27,57
Sonoma,7534,President,,REP,Donald Trump,6,23,12,41
Sonoma,7535,President,,REP,Donald Trump,7,24,24,55
Sonoma,7536 MB,President,,REP,Donald Trump,2,6,1,9
Sonoma,7537 MB,President,,REP,Donald Trump,1,34,17,52
Sonoma,7538 MB,President,,REP,Donald Trump,0,19,13,32
Sonoma,7539 MB,President,,REP,Donald Trump,0,9,1,10
Sonoma,7540,President,,REP,Donald Trump,31,149,112,292
Sonoma,7541,President,,REP,Donald Trump,11,64,38,113
Sonoma,7542 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7543,President,,REP,Donald Trump,29,135,53,217
Sonoma,7544 MB,President,,REP,Donald Trump,0,16,5,21
Sonoma,7545 MB,President,,REP,Donald Trump,3,17,3,23
Sonoma,7546 MB,President,,REP,Donald Trump,2,17,10,29
Sonoma,7547,President,,REP,Donald Trump,24,148,89,261
Sonoma,7548,President,,REP,Donald Trump,7,89,36,132
Sonoma,7549 MB,President,,REP,Donald Trump,0,10,2,12
Sonoma,7550,President,,REP,Donald Trump,13,49,18,80
Sonoma,7551 MB,President,,REP,Donald Trump,0,7,8,15
Sonoma,7552,President,,REP,Donald Trump,11,78,38,127
Sonoma,7553 MB,President,,REP,Donald Trump,3,30,20,53
Sonoma,7554 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7555,President,,REP,Donald Trump,19,173,112,304
Sonoma,7556,President,,REP,Donald Trump,24,197,103,324
Sonoma,7558,President,,REP,Donald Trump,48,200,145,393
Sonoma,7559,President,,REP,Donald Trump,13,79,61,153
Sonoma,7560 MB,President,,REP,Donald Trump,8,29,17,54
Sonoma,7561 MB,President,,REP,Donald Trump,6,32,16,54
Sonoma,7562,President,,REP,Donald Trump,22,123,71,216
Sonoma,7563,President,,REP,Donald Trump,24,107,54,185
Sonoma,7564,President,,REP,Donald Trump,21,100,64,185
Sonoma,7565 MB,President,,REP,Donald Trump,0,0,0,0
Sonoma,7566 MB,President,,REP,Donald Trump,0,2,0,2
Sonoma,SONOMA CO CA,President,,REP,Donald Trump,7058,34657,20110,61825
Sonoma,1002 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1003 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1005 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1006 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1007 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1008 MB,President,,PFP,Gloria LaRiva,0,1,0,1
Sonoma,1009 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1012 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1017,President,,PFP,Gloria LaRiva,0,0,1,1
Sonoma,1018 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1022 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1023,President,,PFP,Gloria LaRiva,0,0,1,1
Sonoma,1024 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1027 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1029 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1031 MB,President,,PFP,Gloria LaRiva,0,0,2,2
Sonoma,1032 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1033 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1039 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1040 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1041 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1043 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1044 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1045 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1046 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1047 MB,President,,PFP,Gloria LaRiva,0,0,1,1
Sonoma,1048 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1049 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1052 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1053 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1054 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1055 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1056 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1057 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1058 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1059 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1061 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1062 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1063 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1064 MB,President,,PFP,Gloria LaRiva,0,1,0,1
Sonoma,1065 MB,President,,PFP,Gloria LaRiva,0,0,0,0
Sonoma,1067 MB,President,,PFP,Gloria LaRiva,0,1,0,1
