county,precinct,office,district,party,candidate,votes,early voting,election day,provisional,mail
Siskiyou,P2111 MT SHASTA 2,President,,DEM,"MICHAEL R. BLOOMBERG",25,19,6,0,19
Siskiyou,P2115 MT SHASTA 4,President,,DEM,"MICHAEL R. BLOOMBERG",30,26,4,0,26
Siskiyou,P3000 BUTTEVILLE,President,,DEM,"MICHAEL R. BLOOMBERG",34,30,4,0,30
Siskiyou,P3004 GRENADA,President,,DEM,"MICHAEL R. BLOOMBERG",11,10,1,0,10
Siskiyou,P3006 LAKE SHASTINA M,President,,DEM,"MICHAEL R. BLOOMBERG",17,15,2,0,15
Siskiyou,P3007 LAKE SHASTINA E,President,,DEM,"MICHAEL R. BLOOMBERG",32,29,3,0,29
Siskiyou,P3009 MAYTEN,President,,DEM,"MICHAEL R. BLOOMBERG",4,3,1,0,3
Siskiyou,P3014 SISSON,President,,DEM,"MICHAEL R. BLOOMBERG",18,17,1,0,17
Siskiyou,P3111 WEED 1,President,,DEM,"MICHAEL R. BLOOMBERG",10,6,4,0,6
Siskiyou,P3112 WEED 2,President,,DEM,"MICHAEL R. BLOOMBERG",23,16,7,0,16
Siskiyou,P4030 FOREST MTN,President,,DEM,"MICHAEL R. BLOOMBERG",12,9,3,0,9
Siskiyou,P4110 YREKA 1,President,,DEM,"MICHAEL R. BLOOMBERG",15,10,5,1,9
Siskiyou,P4112 YREKA 2,President,,DEM,"MICHAEL R. BLOOMBERG",14,11,3,0,11
Siskiyou,P4115 YREKA 3,President,,DEM,"MICHAEL R. BLOOMBERG",17,15,2,0,15
Siskiyou,P4116 YREKA 4,President,,DEM,"MICHAEL R. BLOOMBERG",14,11,3,1,10
Siskiyou,P4118 YREKA 5,President,,DEM,"MICHAEL R. BLOOMBERG",8,6,2,0,6
Siskiyou,P4121 YREKA 6,President,,DEM,"MICHAEL R. BLOOMBERG",9,7,2,0,7
Siskiyou,P5003 GREENVIEW CONS,President,,DEM,"MICHAEL R. BLOOMBERG",14,10,4,0,10
Siskiyou,P5005 ETNA 2,President,,DEM,"MICHAEL R. BLOOMBERG",22,15,7,0,15
Siskiyou,P5008 FT JONES 2,President,,DEM,"MICHAEL R. BLOOMBERG",11,8,3,1,7
Siskiyou,P5011 HAPPY CAMP,President,,DEM,"MICHAEL R. BLOOMBERG",3,0,3,0,0
Siskiyou,P5103 ETNA 1,President,,DEM,"MICHAEL R. BLOOMBERG",1,1,0,0,1
Siskiyou,P5107 FT JONES 1,President,,DEM,"MICHAEL R. BLOOMBERG",8,6,2,0,6
Siskiyou,M1001 BOGUS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M1006 SHASTA CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M1009 MACDOEL,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M1014 PONDOSA CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M1015 MCCLOUD 3,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M1060 BUTTE CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M3002 GAZELLE CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M3013 WARREN,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M4001 DELPHIC CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M4032 GREENHORN CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M5000 HENLEY,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M5009 KLAMATH CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M5012 HORNBROOK,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M5018 SEIAD,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M5025 WALKER CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M5026 COTTONWOOD CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M5038 GREENHORN 5,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P1000 MCCLOUD CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P1002 MONTAGUE 2,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P1003 WILLOW CREEK,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P1026 BIG SPRINGS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P1105 DORRIS 1,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P1110 MONTAGUE 1,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P2009 DUNSMUIR 3,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P2014 MT SHASTA 3,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P2015 MT SHASTA 5,President,,DEM,"MOSIE BOYD",1,0,1,0,0
Siskiyou,P2019 KINSTREY,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P2100 DUNSMUIR CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P2110 MT SHASTA 1,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P2111 MT SHASTA 2,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P2115 MT SHASTA 4,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P3000 BUTTEVILLE,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P3004 GRENADA,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P3006 LAKE SHASTINA M,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P3007 LAKE SHASTINA E,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P3009 MAYTEN,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P3014 SISSON,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P3111 WEED 1,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P3112 WEED 2,President,,DEM,"MOSIE BOYD",1,1,0,0,1
Siskiyou,P4030 FOREST MTN,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P4110 YREKA 1,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P4112 YREKA 2,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P4115 YREKA 3,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P4116 YREKA 4,President,,DEM,"MOSIE BOYD",1,1,0,0,1
Siskiyou,P4118 YREKA 5,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P4121 YREKA 6,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P5003 GREENVIEW CONS,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P5005 ETNA 2,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P5008 FT JONES 2,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P5011 HAPPY CAMP,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P5103 ETNA 1,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,P5107 FT JONES 1,President,,DEM,"MOSIE BOYD",0,0,0,0,0
Siskiyou,M1001 BOGUS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M1006 SHASTA CONS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M1009 MACDOEL,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M1014 PONDOSA CONS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M1015 MCCLOUD 3,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M1060 BUTTE CONS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M3002 GAZELLE CONS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M3013 WARREN,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M4001 DELPHIC CONS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M4032 GREENHORN CONS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M5000 HENLEY,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M5009 KLAMATH CONS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M5012 HORNBROOK,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M5018 SEIAD,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M5025 WALKER CONS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M5026 COTTONWOOD CONS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M5038 GREENHORN 5,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P1000 MCCLOUD CONS,President,,DEM,"CORY BOOKER",1,1,0,0,1
Siskiyou,P1002 MONTAGUE 2,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P1003 WILLOW CREEK,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P1026 BIG SPRINGS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P1105 DORRIS 1,President,,DEM,"CORY BOOKER",1,1,0,0,1
Siskiyou,P1110 MONTAGUE 1,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P2009 DUNSMUIR 3,President,,DEM,"CORY BOOKER",1,1,0,0,1
Siskiyou,P2014 MT SHASTA 3,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P2015 MT SHASTA 5,President,,DEM,"CORY BOOKER",1,1,0,0,1
Siskiyou,P2019 KINSTREY,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P2100 DUNSMUIR CONS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P2110 MT SHASTA 1,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P2111 MT SHASTA 2,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P2115 MT SHASTA 4,President,,DEM,"CORY BOOKER",1,1,0,0,1
Siskiyou,P3000 BUTTEVILLE,President,,DEM,"CORY BOOKER",1,1,0,0,1
Siskiyou,P3004 GRENADA,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P3006 LAKE SHASTINA M,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P3007 LAKE SHASTINA E,President,,DEM,"CORY BOOKER",1,0,1,0,0
Siskiyou,P3009 MAYTEN,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P3014 SISSON,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P3111 WEED 1,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P3112 WEED 2,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P4030 FOREST MTN,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P4110 YREKA 1,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P4112 YREKA 2,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P4115 YREKA 3,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P4116 YREKA 4,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P4118 YREKA 5,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P4121 YREKA 6,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P5003 GREENVIEW CONS,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P5005 ETNA 2,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P5008 FT JONES 2,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P5011 HAPPY CAMP,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P5103 ETNA 1,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,P5107 FT JONES 1,President,,DEM,"CORY BOOKER",0,0,0,0,0
Siskiyou,M1001 BOGUS,President,,DEM,"PETE BUTTIGIEG",0,0,0,0,0
Siskiyou,M1006 SHASTA CONS,President,,DEM,"PETE BUTTIGIEG",2,2,0,0,2
Siskiyou,M1009 MACDOEL,President,,DEM,"PETE BUTTIGIEG",0,0,0,0,0
Siskiyou,M1014 PONDOSA CONS,President,,DEM,"PETE BUTTIGIEG",4,4,0,0,4
Siskiyou,M1015 MCCLOUD 3,President,,DEM,"PETE BUTTIGIEG",6,6,0,0,6
Siskiyou,M1060 BUTTE CONS,President,,DEM,"PETE BUTTIGIEG",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,President,,DEM,"PETE BUTTIGIEG",4,4,0,0,4
Siskiyou,M3002 GAZELLE CONS,President,,DEM,"PETE BUTTIGIEG",4,4,0,0,4
Siskiyou,M3013 WARREN,President,,DEM,"PETE BUTTIGIEG",1,1,0,0,1
Siskiyou,M4001 DELPHIC CONS,President,,DEM,"PETE BUTTIGIEG",5,5,0,0,5
Siskiyou,M4032 GREENHORN CONS,President,,DEM,"PETE BUTTIGIEG",3,3,0,0,3
Siskiyou,M5000 HENLEY,President,,DEM,"PETE BUTTIGIEG",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,President,,DEM,"PETE BUTTIGIEG",5,5,0,0,5
Siskiyou,M5009 KLAMATH CONS,President,,DEM,"PETE BUTTIGIEG",7,7,0,0,7
Siskiyou,M5012 HORNBROOK,President,,DEM,"PETE BUTTIGIEG",7,7,0,0,7
Siskiyou,M5018 SEIAD,President,,DEM,"PETE BUTTIGIEG",2,2,0,0,2
Siskiyou,M5025 WALKER CONS,President,,DEM,"PETE BUTTIGIEG",2,2,0,0,2
Siskiyou,M5026 COTTONWOOD CONS,President,,DEM,"PETE BUTTIGIEG",0,0,0,0,0
Siskiyou,M5038 GREENHORN 5,President,,DEM,"PETE BUTTIGIEG",8,8,0,0,8
Siskiyou,P1000 MCCLOUD CONS,President,,DEM,"PETE BUTTIGIEG",8,7,1,0,7
Siskiyou,P1002 MONTAGUE 2,President,,DEM,"PETE BUTTIGIEG",3,3,0,0,3
Siskiyou,P1003 WILLOW CREEK,President,,DEM,"PETE BUTTIGIEG",7,7,0,0,7
Siskiyou,P1026 BIG SPRINGS,President,,DEM,"PETE BUTTIGIEG",8,8,0,0,8
Siskiyou,P1105 DORRIS 1,President,,DEM,"PETE BUTTIGIEG",4,4,0,0,4
Siskiyou,P1110 MONTAGUE 1,President,,DEM,"PETE BUTTIGIEG",7,7,0,1,6
Siskiyou,P2009 DUNSMUIR 3,President,,DEM,"PETE BUTTIGIEG",1,1,0,0,1
Siskiyou,P2014 MT SHASTA 3,President,,DEM,"PETE BUTTIGIEG",14,14,0,0,14
Siskiyou,P2015 MT SHASTA 5,President,,DEM,"PETE BUTTIGIEG",16,16,0,0,16
Siskiyou,P2019 KINSTREY,President,,DEM,"PETE BUTTIGIEG",22,22,0,0,22
Siskiyou,P2100 DUNSMUIR CONS,President,,DEM,"PETE BUTTIGIEG",9,9,0,0,9
Siskiyou,P2110 MT SHASTA 1,President,,DEM,"PETE BUTTIGIEG",19,18,1,0,18
Siskiyou,P2111 MT SHASTA 2,President,,DEM,"PETE BUTTIGIEG",18,18,0,0,18
Siskiyou,P2115 MT SHASTA 4,President,,DEM,"PETE BUTTIGIEG",16,15,1,0,15
Siskiyou,P3000 BUTTEVILLE,President,,DEM,"PETE BUTTIGIEG",29,28,1,0,28
Siskiyou,P3004 GRENADA,President,,DEM,"PETE BUTTIGIEG",11,10,1,0,10
Siskiyou,P3006 LAKE SHASTINA M,President,,DEM,"PETE BUTTIGIEG",12,12,0,0,12
Siskiyou,P3007 LAKE SHASTINA E,President,,DEM,"PETE BUTTIGIEG",30,30,0,0,30
Siskiyou,P3009 MAYTEN,President,,DEM,"PETE BUTTIGIEG",6,5,1,0,5
Siskiyou,P3014 SISSON,President,,DEM,"PETE BUTTIGIEG",10,10,0,0,10
Siskiyou,P3111 WEED 1,President,,DEM,"PETE BUTTIGIEG",10,10,0,0,10
Siskiyou,P3112 WEED 2,President,,DEM,"PETE BUTTIGIEG",8,7,1,0,7
Siskiyou,P4030 FOREST MTN,President,,DEM,"PETE BUTTIGIEG",7,7,0,0,7
Siskiyou,P4110 YREKA 1,President,,DEM,"PETE BUTTIGIEG",7,7,0,1,6
Siskiyou,P4112 YREKA 2,President,,DEM,"PETE BUTTIGIEG",5,5,0,0,5
Siskiyou,P4115 YREKA 3,President,,DEM,"PETE BUTTIGIEG",9,9,0,0,9
Siskiyou,P4116 YREKA 4,President,,DEM,"PETE BUTTIGIEG",16,16,0,0,16
Siskiyou,P4118 YREKA 5,President,,DEM,"PETE BUTTIGIEG",12,11,1,0,11
Siskiyou,P4121 YREKA 6,President,,DEM,"PETE BUTTIGIEG",10,10,0,0,10
Siskiyou,P5003 GREENVIEW CONS,President,,DEM,"PETE BUTTIGIEG",8,8,0,0,8
Siskiyou,P5005 ETNA 2,President,,DEM,"PETE BUTTIGIEG",14,14,0,0,14
Siskiyou,P5008 FT JONES 2,President,,DEM,"PETE BUTTIGIEG",6,5,1,0,5
Siskiyou,P5011 HAPPY CAMP,President,,DEM,"PETE BUTTIGIEG",4,2,2,0,2
Siskiyou,P5103 ETNA 1,President,,DEM,"PETE BUTTIGIEG",1,1,0,0,1
Siskiyou,P5107 FT JONES 1,President,,DEM,"PETE BUTTIGIEG",3,3,0,0,3
Siskiyou,M1001 BOGUS,President,,DEM,"JOSEPH R. BIDEN",7,7,0,0,7
Siskiyou,M1006 SHASTA CONS,President,,DEM,"JOSEPH R. BIDEN",7,7,0,0,7
Siskiyou,M1009 MACDOEL,President,,DEM,"JOSEPH R. BIDEN",3,3,0,0,3
Siskiyou,M1014 PONDOSA CONS,President,,DEM,"JOSEPH R. BIDEN",7,7,0,0,7
Siskiyou,M1015 MCCLOUD 3,President,,DEM,"JOSEPH R. BIDEN",12,12,0,0,12
Siskiyou,M1060 BUTTE CONS,President,,DEM,"JOSEPH R. BIDEN",5,5,0,0,5
Siskiyou,M1117 TULELAKE 1,President,,DEM,"JOSEPH R. BIDEN",9,9,0,0,9
Siskiyou,M3002 GAZELLE CONS,President,,DEM,"JOSEPH R. BIDEN",8,8,0,0,8
Siskiyou,M3013 WARREN,President,,DEM,"JOSEPH R. BIDEN",6,6,0,0,6
Siskiyou,M4001 DELPHIC CONS,President,,DEM,"JOSEPH R. BIDEN",9,9,0,1,8
Siskiyou,M4032 GREENHORN CONS,President,,DEM,"JOSEPH R. BIDEN",10,10,0,0,10
Siskiyou,M5000 HENLEY,President,,DEM,"JOSEPH R. BIDEN",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,President,,DEM,"JOSEPH R. BIDEN",2,2,0,0,2
Siskiyou,M5009 KLAMATH CONS,President,,DEM,"JOSEPH R. BIDEN",18,18,0,0,18
Siskiyou,M5012 HORNBROOK,President,,DEM,"JOSEPH R. BIDEN",0,0,0,0,0
Siskiyou,M5018 SEIAD,President,,DEM,"JOSEPH R. BIDEN",5,5,0,0,5
Siskiyou,M5025 WALKER CONS,President,,DEM,"JOSEPH R. BIDEN",12,12,0,0,12
Siskiyou,M5026 COTTONWOOD CONS,President,,DEM,"JOSEPH R. BIDEN",8,8,0,0,8
Siskiyou,M5038 GREENHORN 5,President,,DEM,"JOSEPH R. BIDEN",17,17,0,1,16
Siskiyou,P1000 MCCLOUD CONS,President,,DEM,"JOSEPH R. BIDEN",65,37,28,1,36
Siskiyou,P1002 MONTAGUE 2,President,,DEM,"JOSEPH R. BIDEN",6,1,5,0,1
Siskiyou,P1003 WILLOW CREEK,President,,DEM,"JOSEPH R. BIDEN",23,15,8,1,14
Siskiyou,P1026 BIG SPRINGS,President,,DEM,"JOSEPH R. BIDEN",18,15,3,0,15
Siskiyou,P1105 DORRIS 1,President,,DEM,"JOSEPH R. BIDEN",19,9,10,0,9
Siskiyou,P1110 MONTAGUE 1,President,,DEM,"JOSEPH R. BIDEN",28,15,13,0,15
Siskiyou,P2009 DUNSMUIR 3,President,,DEM,"JOSEPH R. BIDEN",16,9,7,0,9
Siskiyou,P2014 MT SHASTA 3,President,,DEM,"JOSEPH R. BIDEN",82,49,33,0,49
Siskiyou,P2015 MT SHASTA 5,President,,DEM,"JOSEPH R. BIDEN",43,25,18,2,23
Siskiyou,P2019 KINSTREY,President,,DEM,"JOSEPH R. BIDEN",58,29,29,2,27
Siskiyou,P2100 DUNSMUIR CONS,President,,DEM,"JOSEPH R. BIDEN",63,34,29,0,34
Siskiyou,P2110 MT SHASTA 1,President,,DEM,"JOSEPH R. BIDEN",49,24,25,0,24
Siskiyou,P2111 MT SHASTA 2,President,,DEM,"JOSEPH R. BIDEN",84,53,31,1,52
Siskiyou,P2115 MT SHASTA 4,President,,DEM,"JOSEPH R. BIDEN",50,30,20,2,28
Siskiyou,P3000 BUTTEVILLE,President,,DEM,"JOSEPH R. BIDEN",51,34,17,0,34
Siskiyou,P3004 GRENADA,President,,DEM,"JOSEPH R. BIDEN",20,15,5,0,15
Siskiyou,P3006 LAKE SHASTINA M,President,,DEM,"JOSEPH R. BIDEN",46,36,10,2,34
Siskiyou,P3007 LAKE SHASTINA E,President,,DEM,"JOSEPH R. BIDEN",80,64,16,1,63
Siskiyou,P3009 MAYTEN,President,,DEM,"JOSEPH R. BIDEN",18,14,4,0,14
Siskiyou,P3014 SISSON,President,,DEM,"JOSEPH R. BIDEN",61,41,20,0,41
Siskiyou,P3111 WEED 1,President,,DEM,"JOSEPH R. BIDEN",34,20,14,0,20
Siskiyou,P3112 WEED 2,President,,DEM,"JOSEPH R. BIDEN",32,24,8,0,24
Siskiyou,P4030 FOREST MTN,President,,DEM,"JOSEPH R. BIDEN",26,22,4,0,22
Siskiyou,P4110 YREKA 1,President,,DEM,"JOSEPH R. BIDEN",37,28,9,3,25
Siskiyou,P4112 YREKA 2,President,,DEM,"JOSEPH R. BIDEN",46,28,18,0,28
Siskiyou,P4115 YREKA 3,President,,DEM,"JOSEPH R. BIDEN",41,30,11,0,30
Siskiyou,P4116 YREKA 4,President,,DEM,"JOSEPH R. BIDEN",29,17,12,1,16
Siskiyou,P4118 YREKA 5,President,,DEM,"JOSEPH R. BIDEN",40,29,11,0,29
Siskiyou,P4121 YREKA 6,President,,DEM,"JOSEPH R. BIDEN",20,13,7,0,13
Siskiyou,P5003 GREENVIEW CONS,President,,DEM,"JOSEPH R. BIDEN",29,22,7,1,21
Siskiyou,P5005 ETNA 2,President,,DEM,"JOSEPH R. BIDEN",38,27,11,0,27
Siskiyou,P5008 FT JONES 2,President,,DEM,"JOSEPH R. BIDEN",26,9,17,0,9
Siskiyou,P5011 HAPPY CAMP,President,,DEM,"JOSEPH R. BIDEN",31,11,20,1,10
Siskiyou,P5103 ETNA 1,President,,DEM,"JOSEPH R. BIDEN",28,15,13,1,14
Siskiyou,P5107 FT JONES 1,President,,DEM,"JOSEPH R. BIDEN",17,11,6,0,11
Siskiyou,M1001 BOGUS,President,,DEM,"TULSI GABBARD",3,3,0,0,3
Siskiyou,M1006 SHASTA CONS,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M1009 MACDOEL,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M1014 PONDOSA CONS,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M1015 MCCLOUD 3,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M1060 BUTTE CONS,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M3002 GAZELLE CONS,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M3013 WARREN,President,,DEM,"TULSI GABBARD",2,2,0,0,2
Siskiyou,M4001 DELPHIC CONS,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M4032 GREENHORN CONS,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M5000 HENLEY,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M5009 KLAMATH CONS,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M5012 HORNBROOK,President,,DEM,"TULSI GABBARD",1,1,0,0,1
Siskiyou,M5018 SEIAD,President,,DEM,"TULSI GABBARD",2,2,0,0,2
Siskiyou,M5025 WALKER CONS,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,M5026 COTTONWOOD CONS,President,,DEM,"TULSI GABBARD",1,1,0,0,1
Siskiyou,M5038 GREENHORN 5,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,P1000 MCCLOUD CONS,President,,DEM,"TULSI GABBARD",2,2,0,0,2
Siskiyou,P1002 MONTAGUE 2,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,P1003 WILLOW CREEK,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,P1026 BIG SPRINGS,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,P1105 DORRIS 1,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,P1110 MONTAGUE 1,President,,DEM,"TULSI GABBARD",1,1,0,1,0
Siskiyou,P2009 DUNSMUIR 3,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,P2014 MT SHASTA 3,President,,DEM,"TULSI GABBARD",5,5,0,0,5
Siskiyou,P2015 MT SHASTA 5,President,,DEM,"TULSI GABBARD",2,2,0,0,2
Siskiyou,P2019 KINSTREY,President,,DEM,"TULSI GABBARD",1,1,0,0,1
Siskiyou,P2100 DUNSMUIR CONS,President,,DEM,"TULSI GABBARD",1,1,0,0,1
Siskiyou,P2110 MT SHASTA 1,President,,DEM,"TULSI GABBARD",3,3,0,0,3
Siskiyou,P2111 MT SHASTA 2,President,,DEM,"TULSI GABBARD",2,1,1,0,1
Siskiyou,P2115 MT SHASTA 4,President,,DEM,"TULSI GABBARD",1,1,0,0,1
Siskiyou,P3000 BUTTEVILLE,President,,DEM,"TULSI GABBARD",1,0,1,0,0
Siskiyou,P3004 GRENADA,President,,DEM,"TULSI GABBARD",1,0,1,0,0
Siskiyou,P3006 LAKE SHASTINA M,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,P3007 LAKE SHASTINA E,President,,DEM,"TULSI GABBARD",2,2,0,0,2
Siskiyou,P3009 MAYTEN,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,P3014 SISSON,President,,DEM,"TULSI GABBARD",2,1,1,0,1
Siskiyou,P3111 WEED 1,President,,DEM,"TULSI GABBARD",4,4,0,0,4
Siskiyou,P3112 WEED 2,President,,DEM,"TULSI GABBARD",2,2,0,1,1
Siskiyou,P4030 FOREST MTN,President,,DEM,"TULSI GABBARD",0,0,0,0,0
Siskiyou,P4110 YREKA 1,President,,DEM,"TULSI GABBARD",1,1,0,0,1
