county,precinct,candidate,office,district,party,election_day,mail,votes,
Mariposa,Coulterville 2002 ,Yvonne Girard,Governor ,,REP,0,2,2,
Mariposa,Coulterville 2002 ,Robert Davidson Griffis,Governor ,,DEM,0,4,4,
Mariposa,Coulterville 2002 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Coulterville 2002 ,Travis Allen,Governor ,,REP,13,57,70,
Mariposa,Coulterville 2002 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
Mariposa,Coulterville 2002 ,Johnny Wattenburg,Governor ,,NON,0,2,2,
Mariposa,Coulterville 2002 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Coulterville 2002 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Coulterville 2002 ,Michael Shellenberger,Governor ,,DEM,0,1,1,
Mariposa,Coulterville 2002 ,Zoltan Istvan,Governor ,,LIB,0,0,0,
Mariposa,Coulterville 2002 ,Christopher N Carlson,Governor ,,GRN,1,0,1,
Mariposa,Coulterville 2002 ,Thomas Jefferson Cares,Governor ,,DEM,0,0,0,
Mariposa,Coulterville 2002 ,John Chiang,Governor ,,DEM,6,15,21,
Mariposa,Coulterville 2002 ,John H Cox,Governor ,,REP,32,85,117,
Mariposa,Coulterville 2002 ,Amanda Renteria ,Governor ,,DEM,0,1,1,
Mariposa,Coulterville 2002 ,Delaine Eastin,Governor ,,DEM,2,5,7,
Mariposa,Coulterville 2002 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Coulterville 2002 ,Klement Tinaj,Governor ,,DEM,1,0,1,
Mariposa,Coulterville 2002 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Coulterville 2002 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Coulterville 2002 ,Gavin Newsom,Governor ,,DEM,6,50,56,
Mariposa,Coulterville 2002 ,"Robert C. Newman, II",Governor ,,REP,0,1,1,
Mariposa,Coulterville 2002 ,Jeff Bleich,Lieutenant Governor,,DEM,2,7,9,
Mariposa,Coulterville 2002 ,Eleni Kounalakis,Lieutenant Governor,,DEM,8,29,37,
Mariposa,Coulterville 2002 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,0,3,3,
Mariposa,Coulterville 2002 ,Tim Ferreira,Lieutenant Governor,,LIB,0,3,3,
Mariposa,Coulterville 2002 ,David Fennell,Lieutenant Governor,,REP,12,40,52,
Mariposa,Coulterville 2002 ,Danny Thomas,Lieutenant Governor,,NON,1,5,6,
Mariposa,Coulterville 2002 ,Cole Harris,Lieutenant Governor,,REP,13,64,77,
Mariposa,Coulterville 2002 ,Ed Hernandez,Lieutenant Governor,,DEM,9,41,50,
Mariposa,Coulterville 2002 ,David R Hernandez,Lieutenant Governor,,REP,10,18,28,
Mariposa,Coulterville 2002 ,Lydia Ortega,Lieutenant Governor,,REP,9,17,26,
Mariposa,Coulterville 2002 ,Gayle McLaughlin,Lieutenant Governor,,NON,0,7,7,
Mariposa,Coulterville 2002 ,Steve Poizner,Insurance Commissioner,,NON,46,131,177,
Mariposa,Coulterville 2002 ,Ricardo Lara,Insurance Commissioner,,DEM,11,55,66,
Mariposa,Coulterville 2002 ,Nathalie Hrizi,Insurance Commissioner,,PF,3,21,24,
Mariposa,Coulterville 2002 ,Asif Mahmood,Insurance Commissioner,,DEM,5,19,24,
Mariposa,Coulterville 2002 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Coulterville 2002 ,Tom Palzer,U S Senate,,REP,1,6,7,
Mariposa,Coulterville 2002 ,John Thompson Parker,U S Senate,,PF,0,1,1,
Mariposa,Coulterville 2002 ,Douglas Howard Pierce,U S Senate,,DEM,0,0,0,
Mariposa,Coulterville 2002 ,Herbert G Peters,U S Senate,,DEM,2,7,9,
Mariposa,Coulterville 2002 ,James P Bradley,U S Senate,,REP,11,43,54,
Mariposa,Coulterville 2002 ,Arun K Bhumitra ,U S Senate,,REP,7,17,24,
Mariposa,Coulterville 2002 ,Jerry Joseph Laws,U S Senate,,REP,2,4,6,
Mariposa,Coulterville 2002 ,Patrick Little,U S Senate,,REP,3,7,10,
Mariposa,Coulterville 2002 ,Tim Gildersleeve,U S Senate,,NON,0,1,1,
Mariposa,Coulterville 2002 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Coulterville 2002 ,Don J Grundmann,U S Senate,,NON,0,0,0,
Mariposa,Coulterville 2002 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Coulterville 2002 ,Ling Ling Shi,U S Senate,,NON,0,0,0,
Mariposa,Coulterville 2002 ,"John ""Jack"" Crew",U S Senate,,REP,4,5,9,
Mariposa,Coulterville 2002 ,Erin Cruz,U S Senate,,REP,5,16,21,
Mariposa,Coulterville 2002 ,Derrick Michael Reid,U S Senate,,LIB,0,3,3,
Mariposa,Coulterville 2002 ,Dianne Feinstein,U S Senate,,DEM,15,56,71,
Mariposa,Coulterville 2002 ,Colleen Shea Fernald,U S Senate,,NON,0,1,1,
Mariposa,Coulterville 2002 ,Adrienne Nicole Edward,U S Senate,,DEM,0,0,0,
Mariposa,Coulterville 2002 ,Paul A Taylor,U S Senate,,REP,3,20,23,
Mariposa,Coulterville 2002 ,Donnie O Turner,U S Senate,,DEM,0,7,7,
Mariposa,Coulterville 2002 ,Pat Harris,U S Senate,,DEM,2,2,4,
Mariposa,Coulterville 2002 ,Alison Hartson,U S Senate,,DEM,1,6,7,
Mariposa,Coulterville 2002 ,Jason M Hanania,U S Senate,,NON,1,0,1,
Mariposa,Coulterville 2002 ,David Hildebrand,U S Senate,,DEM,0,0,0,
Mariposa,Coulterville 2002 ,Lee Olson,U S Senate,,NON,0,1,1,
Mariposa,Coulterville 2002 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,3,2,5,
Mariposa,Coulterville 2002 ,Kevin De Leon,U S Senate,,DEM,1,11,12,
Mariposa,Coulterville 2002 ,Kevin Mottus,U S Senate,,REP,3,6,9,
Mariposa,Coulterville 2002 ,David Moore,U S Senate,,NON,0,2,2,
Mariposa,Coulterville 2002 ,Mario Nabliba ,U S Senate,,REP,0,0,0,
Mariposa,Coulterville 2002 ,Regina Bateson,U S House,4,DEM,8,32,40,
Mariposa,Coulterville 2002 ,Robert Lawton,U S House,4,DEM,2,7,9,
Mariposa,Coulterville 2002 ,Mitchell White,U S House,4,REP,3,8,11,
Mariposa,Coulterville 2002 ,Roza Calderon,U S House,4,DEM,4,11,15,
Mariposa,Coulterville 2002 ,Tom McClintock,U S House,4,REP,41,142,183,
Mariposa,Coulterville 2002 ,Jessica Morse ,U S House,4,DEM,6,29,35,
Mariposa,Coulterville 2002 ,Tom Pratt,State Senate,8,DEM,6,33,39,
Mariposa,Coulterville 2002 ,Mark Belden,State Senate,8,NON,1,9,10,
Mariposa,Coulterville 2002 ,Andreas Borgeas,State Senate,8,REP,48,144,192,
Mariposa,Coulterville 2002 ,Paulina Miranda ,State Senate,8,DEM,9,39,48,
Mariposa,Coulterville 2002 ,Carla J Neal,State Assembly ,5,DEM,17,78,95,
Mariposa,Coulterville 2002 ,Frank Bigelow,State Assembly ,5,REP,45,150,195,
Mariposa,Exchequer 2003 ,,Registered Voters,,,,,642,
Mariposa,Exchequer 2003 ,,Ballots Cast,,,70,279,349,
Mariposa,Exchequer 2003 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Exchequer 2003 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Exchequer 2003 ,Gloria Estela La Riva,Governor ,,PF,0,1,1,
Mariposa,Exchequer 2003 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Exchequer 2003 ,Antonio Villaraigosa,Governor ,,DEM,4,15,19,
Mariposa,Exchequer 2003 ,Yvonne Girard,Governor ,,REP,0,5,5,
Mariposa,Exchequer 2003 ,Robert Davidson Griffis,Governor ,,DEM,0,1,1,
Mariposa,Exchequer 2003 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Exchequer 2003 ,Travis Allen,Governor ,,REP,23,65,88,
Mariposa,Exchequer 2003 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
Mariposa,Exchequer 2003 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Exchequer 2003 ,Nickolas Wildstar,Governor ,,LIB,1,5,6,
Mariposa,Exchequer 2003 ,Desmond Silveira,Governor ,,NON,0,1,1,
Mariposa,Exchequer 2003 ,Michael Shellenberger,Governor ,,DEM,0,2,2,
Mariposa,Exchequer 2003 ,Zoltan Istvan,Governor ,,LIB,0,1,1,
Mariposa,Exchequer 2003 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Exchequer 2003 ,Thomas Jefferson Cares,Governor ,,DEM,0,1,1,
Mariposa,Exchequer 2003 ,John Chiang,Governor ,,DEM,2,13,15,
Mariposa,Exchequer 2003 ,John H Cox,Governor ,,REP,31,90,121,
Mariposa,Exchequer 2003 ,Amanda Renteria ,Governor ,,DEM,0,9,9,
Mariposa,Exchequer 2003 ,Delaine Eastin,Governor ,,DEM,0,8,8,
Mariposa,Exchequer 2003 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Exchequer 2003 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Exchequer 2003 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Exchequer 2003 ,Albert Caesar Mezzetti,Governor ,,DEM,0,1,1,
Mariposa,Exchequer 2003 ,Gavin Newsom,Governor ,,DEM,5,53,58,
Mariposa,Exchequer 2003 ,"Robert C. Newman, II",Governor ,,REP,2,4,6,
Mariposa,Exchequer 2003 ,Jeff Bleich,Lieutenant Governor,,DEM,1,9,10,
Mariposa,Exchequer 2003 ,Eleni Kounalakis,Lieutenant Governor,,DEM,6,43,49,
Mariposa,Exchequer 2003 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,0,2,2,
Mariposa,Exchequer 2003 ,Tim Ferreira,Lieutenant Governor,,LIB,2,7,9,
Mariposa,Exchequer 2003 ,David Fennell,Lieutenant Governor,,REP,13,57,70,
Mariposa,Exchequer 2003 ,Danny Thomas,Lieutenant Governor,,NON,0,3,3,
Mariposa,Exchequer 2003 ,Cole Harris,Lieutenant Governor,,REP,37,62,99,
Mariposa,Exchequer 2003 ,Ed Hernandez,Lieutenant Governor,,DEM,3,39,42,
Mariposa,Exchequer 2003 ,David R Hernandez,Lieutenant Governor,,REP,2,17,19,
Mariposa,Exchequer 2003 ,Lydia Ortega,Lieutenant Governor,,REP,6,22,28,
Mariposa,Exchequer 2003 ,Gayle McLaughlin,Lieutenant Governor,,NON,0,9,9,
Mariposa,Exchequer 2003 ,Steve Poizner,Insurance Commissioner,,NON,52,162,214,
Mariposa,Exchequer 2003 ,Ricardo Lara,Insurance Commissioner,,DEM,4,64,68,
Mariposa,Exchequer 2003 ,Nathalie Hrizi,Insurance Commissioner,,PF,3,13,16,
Mariposa,Exchequer 2003 ,Asif Mahmood,Insurance Commissioner,,DEM,4,22,26,
Mariposa,Exchequer 2003 ,Gerald Plummer,U S Senate,,DEM,0,1,1,
Mariposa,Exchequer 2003 ,Tom Palzer,U S Senate,,REP,0,8,8,
Mariposa,Exchequer 2003 ,John Thompson Parker,U S Senate,,PF,0,1,1,
Mariposa,Exchequer 2003 ,Douglas Howard Pierce,U S Senate,,DEM,0,0,0,
Mariposa,Exchequer 2003 ,Herbert G Peters,U S Senate,,DEM,0,3,3,
Mariposa,Exchequer 2003 ,James P Bradley,U S Senate,,REP,10,46,56,
Mariposa,Exchequer 2003 ,Arun K Bhumitra ,U S Senate,,REP,9,6,15,
Mariposa,Exchequer 2003 ,Jerry Joseph Laws,U S Senate,,REP,7,5,12,
Mariposa,Exchequer 2003 ,Patrick Little,U S Senate,,REP,3,7,10,
Mariposa,Exchequer 2003 ,Tim Gildersleeve,U S Senate,,NON,1,0,1,
Mariposa,Exchequer 2003 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Exchequer 2003 ,Don J Grundmann,U S Senate,,NON,1,5,6,
Mariposa,Exchequer 2003 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Exchequer 2003 ,Ling Ling Shi,U S Senate,,NON,0,0,0,
Mariposa,Exchequer 2003 ,"John ""Jack"" Crew",U S Senate,,REP,2,12,14,
Mariposa,Exchequer 2003 ,Erin Cruz,U S Senate,,REP,5,22,27,
Mariposa,Exchequer 2003 ,Derrick Michael Reid,U S Senate,,LIB,3,8,11,
Mariposa,Exchequer 2003 ,Dianne Feinstein,U S Senate,,DEM,7,78,85,
Mariposa,Exchequer 2003 ,Colleen Shea Fernald,U S Senate,,NON,1,3,4,
Mariposa,Exchequer 2003 ,Adrienne Nicole Edward,U S Senate,,DEM,0,0,0,
Mariposa,Exchequer 2003 ,Paul A Taylor,U S Senate,,REP,8,20,28,
Mariposa,Exchequer 2003 ,Donnie O Turner,U S Senate,,DEM,0,1,1,
Mariposa,Exchequer 2003 ,Pat Harris,U S Senate,,DEM,2,2,4,
Mariposa,Exchequer 2003 ,Alison Hartson,U S Senate,,DEM,2,11,13,
Mariposa,Exchequer 2003 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Exchequer 2003 ,David Hildebrand,U S Senate,,DEM,0,0,0,
Mariposa,Exchequer 2003 ,Lee Olson,U S Senate,,NON,0,0,0,
Mariposa,Exchequer 2003 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,3,8,11,
Mariposa,Exchequer 2003 ,Kevin De Leon,U S Senate,,DEM,1,10,11,
Mariposa,Exchequer 2003 ,Kevin Mottus,U S Senate,,REP,1,5,6,
Mariposa,Exchequer 2003 ,David Moore,U S Senate,,NON,0,0,0,
Mariposa,Exchequer 2003 ,Mario Nabliba ,U S Senate,,REP,0,1,1,
Mariposa,Exchequer 2003 ,Regina Bateson,U S House,4,DEM,3,36,39,
Mariposa,Exchequer 2003 ,Robert Lawton,U S House,4,DEM,1,7,8,
Mariposa,Exchequer 2003 ,Mitchell White,U S House,4,REP,6,13,19,
Mariposa,Exchequer 2003 ,Roza Calderon,U S House,4,DEM,2,13,15,
Mariposa,Exchequer 2003 ,Tom McClintock,U S House,4,REP,48,162,210,
Mariposa,Exchequer 2003 ,Jessica Morse ,U S House,4,DEM,6,34,40,
Mariposa,Exchequer 2003 ,Tom Pratt,State Senate,8,DEM,3,34,37,
Mariposa,Exchequer 2003 ,Mark Belden,State Senate,8,NON,2,19,21,
Mariposa,Exchequer 2003 ,Andreas Borgeas,State Senate,8,REP,56,158,214,
Mariposa,Exchequer 2003 ,Paulina Miranda ,State Senate,8,DEM,7,50,57,
Mariposa,Exchequer 2003 ,Carla J Neal,State Assembly ,5,DEM,10,85,95,
Mariposa,Exchequer 2003 ,Frank Bigelow,State Assembly ,5,REP,57,181,238,
Mariposa,Red Cloud 2005 ,,Registered Voters,,,,,597,
Mariposa,Red Cloud 2005 ,,Ballots Cast,,,98,220,318,
Mariposa,Red Cloud 2005 ,Josh Jones,Governor ,,GRN,2,1,3,
Mariposa,Red Cloud 2005 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Red Cloud 2005 ,Gloria Estela La Riva,Governor ,,PF,0,1,1,
Mariposa,Red Cloud 2005 ,Peter Y Liu,Governor ,,REP,0,2,2,
Mariposa,Red Cloud 2005 ,Antonio Villaraigosa,Governor ,,DEM,4,9,13,
Mariposa,Red Cloud 2005 ,Yvonne Girard,Governor ,,REP,2,1,3,
Mariposa,Red Cloud 2005 ,Robert Davidson Griffis,Governor ,,DEM,0,0,0,
Mariposa,Red Cloud 2005 ,Shubham Goel,Governor ,,NON,0,1,1,
Mariposa,Red Cloud 2005 ,Travis Allen,Governor ,,REP,14,52,66,
Mariposa,Red Cloud 2005 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
Mariposa,Red Cloud 2005 ,Johnny Wattenburg,Governor ,,NON,1,1,2,
Mariposa,Red Cloud 2005 ,Nickolas Wildstar,Governor ,,LIB,0,1,1,
Mariposa,Red Cloud 2005 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Red Cloud 2005 ,Michael Shellenberger,Governor ,,DEM,0,0,0,
Mariposa,Red Cloud 2005 ,Zoltan Istvan,Governor ,,LIB,0,0,0,
Mariposa,Red Cloud 2005 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Red Cloud 2005 ,Thomas Jefferson Cares,Governor ,,DEM,0,0,0,
Mariposa,Red Cloud 2005 ,John Chiang,Governor ,,DEM,9,17,26,
Mariposa,Red Cloud 2005 ,John H Cox,Governor ,,REP,47,77,124,
Mariposa,Red Cloud 2005 ,Amanda Renteria ,Governor ,,DEM,0,4,4,
Mariposa,Red Cloud 2005 ,Delaine Eastin,Governor ,,DEM,2,4,6,
Mariposa,Red Cloud 2005 ,Jeffrey Edward Taylor,Governor ,,NON,0,1,1,
Mariposa,Red Cloud 2005 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Red Cloud 2005 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Red Cloud 2005 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Red Cloud 2005 ,Gavin Newsom,Governor ,,DEM,15,44,59,
Mariposa,Red Cloud 2005 ,"Robert C. Newman, II",Governor ,,REP,1,0,1,
Mariposa,Red Cloud 2005 ,Jeff Bleich,Lieutenant Governor,,DEM,6,14,20,
Mariposa,Red Cloud 2005 ,Eleni Kounalakis,Lieutenant Governor,,DEM,14,29,43,
Mariposa,Red Cloud 2005 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,0,1,1,
Mariposa,Red Cloud 2005 ,Tim Ferreira,Lieutenant Governor,,LIB,1,2,3,
Mariposa,Red Cloud 2005 ,David Fennell,Lieutenant Governor,,REP,21,44,65,
Mariposa,Red Cloud 2005 ,Danny Thomas,Lieutenant Governor,,NON,1,3,4,
Mariposa,Red Cloud 2005 ,Cole Harris,Lieutenant Governor,,REP,29,51,80,
Mariposa,Red Cloud 2005 ,Ed Hernandez,Lieutenant Governor,,DEM,9,27,36,
Mariposa,Red Cloud 2005 ,David R Hernandez,Lieutenant Governor,,REP,7,23,30,
Mariposa,Red Cloud 2005 ,Lydia Ortega,Lieutenant Governor,,REP,7,9,16,
Mariposa,Red Cloud 2005 ,Gayle McLaughlin,Lieutenant Governor,,NON,1,11,12,
Mariposa,Red Cloud 2005 ,Steve Poizner,Insurance Commissioner,,NON,52,117,169,
Mariposa,Red Cloud 2005 ,Ricardo Lara,Insurance Commissioner,,DEM,21,40,61,
Mariposa,Red Cloud 2005 ,Nathalie Hrizi,Insurance Commissioner,,PF,5,16,21,
Mariposa,Red Cloud 2005 ,Asif Mahmood,Insurance Commissioner,,DEM,10,29,39,
Mariposa,Red Cloud 2005 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Red Cloud 2005 ,Tom Palzer,U S Senate,,REP,4,8,12,
Mariposa,Red Cloud 2005 ,John Thompson Parker,U S Senate,,PF,0,1,1,
Mariposa,Red Cloud 2005 ,Douglas Howard Pierce,U S Senate,,DEM,0,4,4,
Mariposa,Red Cloud 2005 ,Herbert G Peters,U S Senate,,DEM,1,6,7,
Mariposa,Red Cloud 2005 ,James P Bradley,U S Senate,,REP,24,26,50,
Mariposa,Red Cloud 2005 ,Arun K Bhumitra ,U S Senate,,REP,11,21,32,
Mariposa,Red Cloud 2005 ,Jerry Joseph Laws,U S Senate,,REP,5,8,13,
Mariposa,Red Cloud 2005 ,Patrick Little,U S Senate,,REP,4,6,10,
Mariposa,Red Cloud 2005 ,Tim Gildersleeve,U S Senate,,NON,0,0,0,
Mariposa,Red Cloud 2005 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Red Cloud 2005 ,Don J Grundmann,U S Senate,,NON,0,0,0,
Mariposa,Red Cloud 2005 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Red Cloud 2005 ,Ling Ling Shi,U S Senate,,NON,0,1,1,
Mariposa,Red Cloud 2005 ,"John ""Jack"" Crew",U S Senate,,REP,1,3,4,
Mariposa,Red Cloud 2005 ,Erin Cruz,U S Senate,,REP,5,25,30,
Mariposa,Red Cloud 2005 ,Derrick Michael Reid,U S Senate,,LIB,1,1,2,
Mariposa,Red Cloud 2005 ,Dianne Feinstein,U S Senate,,DEM,21,54,75,
Mariposa,Red Cloud 2005 ,Colleen Shea Fernald,U S Senate,,NON,0,1,1,
Mariposa,Red Cloud 2005 ,Adrienne Nicole Edward,U S Senate,,DEM,0,2,2,
Mariposa,Red Cloud 2005 ,Paul A Taylor,U S Senate,,REP,7,14,21,
Mariposa,Red Cloud 2005 ,Donnie O Turner,U S Senate,,DEM,1,2,3,
Mariposa,Red Cloud 2005 ,Pat Harris,U S Senate,,DEM,4,0,4,
Mariposa,Red Cloud 2005 ,Alison Hartson,U S Senate,,DEM,1,4,5,
Mariposa,Red Cloud 2005 ,Jason M Hanania,U S Senate,,NON,0,1,1,
Mariposa,Red Cloud 2005 ,David Hildebrand,U S Senate,,DEM,0,2,2,
Mariposa,Red Cloud 2005 ,Lee Olson,U S Senate,,NON,1,2,3,
Mariposa,Red Cloud 2005 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,0,2,2,
Mariposa,Red Cloud 2005 ,Kevin De Leon,U S Senate,,DEM,3,10,13,
Mariposa,Red Cloud 2005 ,Kevin Mottus,U S Senate,,REP,1,5,6,
Mariposa,Red Cloud 2005 ,David Moore,U S Senate,,NON,0,0,0,
Mariposa,Red Cloud 2005 ,Mario Nabliba ,U S Senate,,REP,0,0,0,
Mariposa,Red Cloud 2005 ,Regina Bateson,U S House,4,DEM,14,23,37,
Mariposa,Red Cloud 2005 ,Robert Lawton,U S House,4,DEM,6,5,11,
Mariposa,Red Cloud 2005 ,Mitchell White,U S House,4,REP,7,4,11,
Mariposa,Red Cloud 2005 ,Roza Calderon,U S House,4,DEM,4,9,13,
Mariposa,Red Cloud 2005 ,Tom McClintock,U S House,4,REP,54,137,191,
Mariposa,Red Cloud 2005 ,Jessica Morse ,U S House,4,DEM,11,36,47,
Mariposa,Red Cloud 2005 ,Tom Pratt,State Senate,8,DEM,16,27,43,
Mariposa,Red Cloud 2005 ,Mark Belden,State Senate,8,NON,6,16,22,
Mariposa,Red Cloud 2005 ,Andreas Borgeas,State Senate,8,REP,60,126,186,
Mariposa,Red Cloud 2005 ,Paulina Miranda ,State Senate,8,DEM,15,41,56,
Mariposa,Red Cloud 2005 ,Carla J Neal,State Assembly ,5,DEM,32,74,106,
Mariposa,Red Cloud 2005 ,Frank Bigelow,State Assembly ,5,REP,65,138,203,
Mariposa,Catheys Valley 3001 ,,Registered Voters,,,,,639,
Mariposa,Catheys Valley 3001 ,,Ballots Cast,,,172,252,424,
Mariposa,Catheys Valley 3001 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Catheys Valley 3001 ,J Bribiesca,Governor ,,DEM,0,1,1,
Mariposa,Catheys Valley 3001 ,Gloria Estela La Riva,Governor ,,PF,1,0,1,
Mariposa,Catheys Valley 3001 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Catheys Valley 3001 ,Antonio Villaraigosa,Governor ,,DEM,11,15,26,
Mariposa,Catheys Valley 3001 ,Yvonne Girard,Governor ,,REP,1,2,3,
Mariposa,Catheys Valley 3001 ,Robert Davidson Griffis,Governor ,,DEM,0,2,2,
Mariposa,Catheys Valley 3001 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Catheys Valley 3001 ,Travis Allen,Governor ,,REP,54,68,122,
Mariposa,Catheys Valley 3001 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
Mariposa,Catheys Valley 3001 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Catheys Valley 3001 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Catheys Valley 3001 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Catheys Valley 3001 ,Michael Shellenberger,Governor ,,DEM,0,0,0,
Mariposa,Catheys Valley 3001 ,Zoltan Istvan,Governor ,,LIB,0,1,1,
Mariposa,Catheys Valley 3001 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Catheys Valley 3001 ,Thomas Jefferson Cares,Governor ,,DEM,0,0,0,
Mariposa,Catheys Valley 3001 ,John Chiang,Governor ,,DEM,8,8,16,
Mariposa,Catheys Valley 3001 ,John H Cox,Governor ,,REP,62,91,153,
Mariposa,Catheys Valley 3001 ,Amanda Renteria ,Governor ,,DEM,1,5,6,
Mariposa,Catheys Valley 3001 ,Delaine Eastin,Governor ,,DEM,3,13,16,
Mariposa,Catheys Valley 3001 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Catheys Valley 3001 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Catheys Valley 3001 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,1,1,
Mariposa,Catheys Valley 3001 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Catheys Valley 3001 ,Gavin Newsom,Governor ,,DEM,21,39,60,
Mariposa,Catheys Valley 3001 ,"Robert C. Newman, II",Governor ,,REP,3,2,5,
Mariposa,Catheys Valley 3001 ,Jeff Bleich,Lieutenant Governor,,DEM,7,9,16,
Mariposa,Catheys Valley 3001 ,Eleni Kounalakis,Lieutenant Governor,,DEM,11,27,38,
Mariposa,Catheys Valley 3001 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,0,1,1,
Mariposa,Catheys Valley 3001 ,Tim Ferreira,Lieutenant Governor,,LIB,0,3,3,
Mariposa,Catheys Valley 3001 ,David Fennell,Lieutenant Governor,,REP,31,48,79,
Mariposa,Catheys Valley 3001 ,Danny Thomas,Lieutenant Governor,,NON,1,3,4,
Mariposa,Catheys Valley 3001 ,Cole Harris,Lieutenant Governor,,REP,55,62,117,
Mariposa,Catheys Valley 3001 ,Ed Hernandez,Lieutenant Governor,,DEM,22,29,51,
Mariposa,Catheys Valley 3001 ,David R Hernandez,Lieutenant Governor,,REP,18,22,40,
Mariposa,Catheys Valley 3001 ,Lydia Ortega,Lieutenant Governor,,REP,10,19,29,
Mariposa,Catheys Valley 3001 ,Gayle McLaughlin,Lieutenant Governor,,NON,4,11,15,
Mariposa,Catheys Valley 3001 ,Steve Poizner,Insurance Commissioner,,NON,94,147,241,
Mariposa,Catheys Valley 3001 ,Ricardo Lara,Insurance Commissioner,,DEM,31,49,80,
Mariposa,Catheys Valley 3001 ,Nathalie Hrizi,Insurance Commissioner,,PF,8,13,21,
Mariposa,Catheys Valley 3001 ,Asif Mahmood,Insurance Commissioner,,DEM,8,9,17,
Mariposa,Catheys Valley 3001 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Catheys Valley 3001 ,Tom Palzer,U S Senate,,REP,4,14,18,
Mariposa,Catheys Valley 3001 ,John Thompson Parker,U S Senate,,PF,0,0,0,
Mariposa,Catheys Valley 3001 ,Douglas Howard Pierce,U S Senate,,DEM,0,1,1,
Mariposa,Catheys Valley 3001 ,Herbert G Peters,U S Senate,,DEM,4,2,6,
Mariposa,Catheys Valley 3001 ,James P Bradley,U S Senate,,REP,33,47,80,
Mariposa,Catheys Valley 3001 ,Arun K Bhumitra ,U S Senate,,REP,25,10,35,
Mariposa,Catheys Valley 3001 ,Jerry Joseph Laws,U S Senate,,REP,4,8,12,
Mariposa,Catheys Valley 3001 ,Patrick Little,U S Senate,,REP,3,1,4,
