county,precinct,candidate,office,district,party,election_day,mail,votes,
Mariposa,Strawberry Creek 1004 ,James P Bradley,U S Senate,,REP,0,2,2,
Mariposa,Strawberry Creek 1004 ,Arun K Bhumitra ,U S Senate,,REP,0,0,0,
Mariposa,Strawberry Creek 1004 ,Jerry Joseph Laws,U S Senate,,REP,0,0,0,
Mariposa,Strawberry Creek 1004 ,Patrick Little,U S Senate,,REP,0,0,0,
Mariposa,Strawberry Creek 1004 ,Tim Gildersleeve,U S Senate,,NON,0,0,0,
Mariposa,Strawberry Creek 1004 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Strawberry Creek 1004 ,Don J Grundmann,U S Senate,,NON,0,0,0,
Mariposa,Strawberry Creek 1004 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Strawberry Creek 1004 ,Ling Ling Shi,U S Senate,,NON,0,0,0,
Mariposa,Strawberry Creek 1004 ,"John ""Jack"" Crew",U S Senate,,REP,0,2,2,
Mariposa,Strawberry Creek 1004 ,Erin Cruz,U S Senate,,REP,0,6,6,
Mariposa,Strawberry Creek 1004 ,Derrick Michael Reid,U S Senate,,LIB,0,0,0,
Mariposa,Strawberry Creek 1004 ,Dianne Feinstein,U S Senate,,DEM,0,16,16,
Mariposa,Strawberry Creek 1004 ,Colleen Shea Fernald,U S Senate,,NON,0,0,0,
Mariposa,Strawberry Creek 1004 ,Adrienne Nicole Edward,U S Senate,,DEM,0,0,0,
Mariposa,Strawberry Creek 1004 ,Paul A Taylor,U S Senate,,REP,0,0,0,
Mariposa,Strawberry Creek 1004 ,Donnie O Turner,U S Senate,,DEM,0,0,0,
Mariposa,Strawberry Creek 1004 ,Pat Harris,U S Senate,,DEM,0,0,0,
Mariposa,Strawberry Creek 1004 ,Alison Hartson,U S Senate,,DEM,0,0,0,
Mariposa,Strawberry Creek 1004 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Strawberry Creek 1004 ,David Hildebrand,U S Senate,,DEM,0,0,0,
Mariposa,Strawberry Creek 1004 ,Lee Olson,U S Senate,,NON,0,0,0,
Mariposa,Strawberry Creek 1004 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,0,0,0,
Mariposa,Strawberry Creek 1004 ,Kevin De Leon,U S Senate,,DEM,0,6,6,
Mariposa,Strawberry Creek 1004 ,Kevin Mottus,U S Senate,,REP,0,1,1,
Mariposa,Strawberry Creek 1004 ,David Moore,U S Senate,,NON,0,0,0,
Mariposa,Strawberry Creek 1004 ,Mario Nabliba ,U S Senate,,REP,0,0,0,
Mariposa,Strawberry Creek 1004 ,Regina Bateson,U S House,4,DEM,0,6,6,
Mariposa,Strawberry Creek 1004 ,Robert Lawton,U S House,4,DEM,0,0,0,
Mariposa,Strawberry Creek 1004 ,Mitchell White,U S House,4,REP,0,2,2,
Mariposa,Strawberry Creek 1004 ,Roza Calderon,U S House,4,DEM,0,2,2,
Mariposa,Strawberry Creek 1004 ,Tom McClintock,U S House,4,REP,0,11,11,
Mariposa,Strawberry Creek 1004 ,Jessica Morse ,U S House,4,DEM,0,12,12,
Mariposa,Strawberry Creek 1004 ,Tom Pratt,State Senate,8,DEM,0,13,13,
Mariposa,Strawberry Creek 1004 ,Mark Belden,State Senate,8,NON,0,2,2,
Mariposa,Strawberry Creek 1004 ,Andreas Borgeas,State Senate,8,REP,0,11,11,
Mariposa,Strawberry Creek 1004 ,Paulina Miranda ,State Senate,8,DEM,0,7,7,
Mariposa,Strawberry Creek 1004 ,Carla J Neal,State Assembly ,5,DEM,0,20,20,
Mariposa,Strawberry Creek 1004 ,Frank Bigelow,State Assembly ,5,REP,0,13,13,
Mariposa,Yosemite 1005 ,,Registered Voters,,,,,344,
Mariposa,Yosemite 1005 ,,Ballots Cast,,,54,78,132,
Mariposa,Yosemite 1005 ,Josh Jones,Governor ,,GRN,0,1,1,
Mariposa,Yosemite 1005 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Yosemite 1005 ,Gloria Estela La Riva,Governor ,,PF,1,0,1,
Mariposa,Yosemite 1005 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Yosemite 1005 ,Antonio Villaraigosa,Governor ,,DEM,11,11,22,
Mariposa,Yosemite 1005 ,Yvonne Girard,Governor ,,REP,2,2,4,
Mariposa,Yosemite 1005 ,Robert Davidson Griffis,Governor ,,DEM,0,0,0,
Mariposa,Yosemite 1005 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Yosemite 1005 ,Travis Allen,Governor ,,REP,1,8,9,
Mariposa,Yosemite 1005 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
Mariposa,Yosemite 1005 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Yosemite 1005 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Yosemite 1005 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Yosemite 1005 ,Michael Shellenberger,Governor ,,DEM,0,2,2,
Mariposa,Yosemite 1005 ,Zoltan Istvan,Governor ,,LIB,0,2,2,
Mariposa,Yosemite 1005 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Yosemite 1005 ,Thomas Jefferson Cares,Governor ,,DEM,0,1,1,
Mariposa,Yosemite 1005 ,John Chiang,Governor ,,DEM,8,7,15,
Mariposa,Yosemite 1005 ,John H Cox,Governor ,,REP,8,8,16,
Mariposa,Yosemite 1005 ,Amanda Renteria ,Governor ,,DEM,2,6,8,
Mariposa,Yosemite 1005 ,Delaine Eastin,Governor ,,DEM,2,4,6,
Mariposa,Yosemite 1005 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Yosemite 1005 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Yosemite 1005 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Yosemite 1005 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Yosemite 1005 ,Gavin Newsom,Governor ,,DEM,17,25,42,
Mariposa,Yosemite 1005 ,"Robert C. Newman, II",Governor ,,REP,0,0,0,
Mariposa,Yosemite 1005 ,Jeff Bleich,Lieutenant Governor,,DEM,8,14,22,
Mariposa,Yosemite 1005 ,Eleni Kounalakis,Lieutenant Governor,,DEM,13,16,29,
Mariposa,Yosemite 1005 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,0,1,1,
Mariposa,Yosemite 1005 ,Tim Ferreira,Lieutenant Governor,,LIB,0,2,2,
Mariposa,Yosemite 1005 ,David Fennell,Lieutenant Governor,,REP,2,7,9,
Mariposa,Yosemite 1005 ,Danny Thomas,Lieutenant Governor,,NON,1,2,3,
Mariposa,Yosemite 1005 ,Cole Harris,Lieutenant Governor,,REP,2,5,7,
Mariposa,Yosemite 1005 ,Ed Hernandez,Lieutenant Governor,,DEM,13,20,33,
Mariposa,Yosemite 1005 ,David R Hernandez,Lieutenant Governor,,REP,4,1,5,
Mariposa,Yosemite 1005 ,Lydia Ortega,Lieutenant Governor,,REP,2,2,4,
Mariposa,Yosemite 1005 ,Gayle McLaughlin,Lieutenant Governor,,NON,4,6,10,
Mariposa,Yosemite 1005 ,Steve Poizner,Insurance Commissioner,,NON,10,28,38,
Mariposa,Yosemite 1005 ,Ricardo Lara,Insurance Commissioner,,DEM,19,22,41,
Mariposa,Yosemite 1005 ,Nathalie Hrizi,Insurance Commissioner,,PF,7,3,10,
Mariposa,Yosemite 1005 ,Asif Mahmood,Insurance Commissioner,,DEM,9,18,27,
Mariposa,Yosemite 1005 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Yosemite 1005 ,Tom Palzer,U S Senate,,REP,0,3,3,
Mariposa,Yosemite 1005 ,John Thompson Parker,U S Senate,,PF,1,1,2,
Mariposa,Yosemite 1005 ,Douglas Howard Pierce,U S Senate,,DEM,0,0,0,
Mariposa,Yosemite 1005 ,Herbert G Peters,U S Senate,,DEM,1,3,4,
Mariposa,Yosemite 1005 ,James P Bradley,U S Senate,,REP,3,3,6,
Mariposa,Yosemite 1005 ,Arun K Bhumitra ,U S Senate,,REP,0,0,0,
Mariposa,Yosemite 1005 ,Jerry Joseph Laws,U S Senate,,REP,1,1,2,
Mariposa,Yosemite 1005 ,Patrick Little,U S Senate,,REP,0,5,5,
Mariposa,Yosemite 1005 ,Tim Gildersleeve,U S Senate,,NON,0,1,1,
Mariposa,Yosemite 1005 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Yosemite 1005 ,Don J Grundmann,U S Senate,,NON,0,0,0,
Mariposa,Yosemite 1005 ,Rash Bihari Ghosh,U S Senate,,NON,1,0,1,
Mariposa,Yosemite 1005 ,Ling Ling Shi,U S Senate,,NON,1,0,1,
Mariposa,Yosemite 1005 ,"John ""Jack"" Crew",U S Senate,,REP,0,1,1,
Mariposa,Yosemite 1005 ,Erin Cruz,U S Senate,,REP,3,2,5,
Mariposa,Yosemite 1005 ,Derrick Michael Reid,U S Senate,,LIB,0,1,1,
Mariposa,Yosemite 1005 ,Dianne Feinstein,U S Senate,,DEM,25,39,64,
Mariposa,Yosemite 1005 ,Colleen Shea Fernald,U S Senate,,NON,1,1,2,
Mariposa,Yosemite 1005 ,Adrienne Nicole Edward,U S Senate,,DEM,1,2,3,
Mariposa,Yosemite 1005 ,Paul A Taylor,U S Senate,,REP,2,1,3,
Mariposa,Yosemite 1005 ,Donnie O Turner,U S Senate,,DEM,0,0,0,
Mariposa,Yosemite 1005 ,Pat Harris,U S Senate,,DEM,2,1,3,
Mariposa,Yosemite 1005 ,Alison Hartson,U S Senate,,DEM,1,3,4,
Mariposa,Yosemite 1005 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Yosemite 1005 ,David Hildebrand,U S Senate,,DEM,0,0,0,
Mariposa,Yosemite 1005 ,Lee Olson,U S Senate,,NON,0,0,0,
Mariposa,Yosemite 1005 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,1,0,1,
Mariposa,Yosemite 1005 ,Kevin De Leon,U S Senate,,DEM,8,6,14,
Mariposa,Yosemite 1005 ,Kevin Mottus,U S Senate,,REP,0,1,1,
Mariposa,Yosemite 1005 ,David Moore,U S Senate,,NON,0,0,0,
Mariposa,Yosemite 1005 ,Mario Nabliba ,U S Senate,,REP,0,0,0,
Mariposa,Yosemite 1005 ,Regina Bateson,U S House,4,DEM,14,23,37,
Mariposa,Yosemite 1005 ,Robert Lawton,U S House,4,DEM,6,5,11,
Mariposa,Yosemite 1005 ,Mitchell White,U S House,4,REP,2,5,7,
Mariposa,Yosemite 1005 ,Roza Calderon,U S House,4,DEM,9,6,15,
Mariposa,Yosemite 1005 ,Tom McClintock,U S House,4,REP,10,15,25,
Mariposa,Yosemite 1005 ,Jessica Morse ,U S House,4,DEM,11,20,31,
Mariposa,Yosemite 1005 ,Tom Pratt,State Senate,8,DEM,14,24,38,
Mariposa,Yosemite 1005 ,Mark Belden,State Senate,8,NON,2,4,6,
Mariposa,Yosemite 1005 ,Andreas Borgeas,State Senate,8,REP,12,14,26,
Mariposa,Yosemite 1005 ,Paulina Miranda ,State Senate,8,DEM,21,29,50,
Mariposa,Yosemite 1005 ,Carla J Neal,State Assembly ,5,DEM,37,54,91,
Mariposa,Yosemite 1005 ,Frank Bigelow,State Assembly ,5,REP,13,18,31,
Mariposa,Jerseydale 1006 ,,Registered Voters,,,,,362,
Mariposa,Jerseydale 1006 ,,Ballots Cast,,,66,172,238,
Mariposa,Jerseydale 1006 ,Josh Jones,Governor ,,GRN,0,1,1,
Mariposa,Jerseydale 1006 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Jerseydale 1006 ,Gloria Estela La Riva,Governor ,,PF,0,0,0,
Mariposa,Jerseydale 1006 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Jerseydale 1006 ,Antonio Villaraigosa,Governor ,,DEM,4,12,16,
Mariposa,Jerseydale 1006 ,Yvonne Girard,Governor ,,REP,0,0,0,
Mariposa,Jerseydale 1006 ,Robert Davidson Griffis,Governor ,,DEM,0,0,0,
Mariposa,Jerseydale 1006 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,Travis Allen,Governor ,,REP,18,41,59,
Mariposa,Jerseydale 1006 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
Mariposa,Jerseydale 1006 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,Nickolas Wildstar,Governor ,,LIB,2,0,2,
Mariposa,Jerseydale 1006 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,Michael Shellenberger,Governor ,,DEM,1,1,2,
Mariposa,Jerseydale 1006 ,Zoltan Istvan,Governor ,,LIB,1,0,1,
Mariposa,Jerseydale 1006 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Jerseydale 1006 ,Thomas Jefferson Cares,Governor ,,DEM,0,0,0,
Mariposa,Jerseydale 1006 ,John Chiang,Governor ,,DEM,3,10,13,
Mariposa,Jerseydale 1006 ,John H Cox,Governor ,,REP,30,65,95,
Mariposa,Jerseydale 1006 ,Amanda Renteria ,Governor ,,DEM,1,1,2,
Mariposa,Jerseydale 1006 ,Delaine Eastin,Governor ,,DEM,1,4,5,
Mariposa,Jerseydale 1006 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Jerseydale 1006 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Jerseydale 1006 ,Gavin Newsom,Governor ,,DEM,4,29,33,
Mariposa,Jerseydale 1006 ,"Robert C. Newman, II",Governor ,,REP,0,5,5,
Mariposa,Jerseydale 1006 ,Jeff Bleich,Lieutenant Governor,,DEM,2,5,7,
Mariposa,Jerseydale 1006 ,Eleni Kounalakis,Lieutenant Governor,,DEM,6,19,25,
Mariposa,Jerseydale 1006 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,0,1,1,
Mariposa,Jerseydale 1006 ,Tim Ferreira,Lieutenant Governor,,LIB,2,2,4,
Mariposa,Jerseydale 1006 ,David Fennell,Lieutenant Governor,,REP,10,31,41,
Mariposa,Jerseydale 1006 ,Danny Thomas,Lieutenant Governor,,NON,0,1,1,
Mariposa,Jerseydale 1006 ,Cole Harris,Lieutenant Governor,,REP,23,36,59,
Mariposa,Jerseydale 1006 ,Ed Hernandez,Lieutenant Governor,,DEM,8,26,34,
Mariposa,Jerseydale 1006 ,David R Hernandez,Lieutenant Governor,,REP,7,22,29,
Mariposa,Jerseydale 1006 ,Lydia Ortega,Lieutenant Governor,,REP,5,17,22,
Mariposa,Jerseydale 1006 ,Gayle McLaughlin,Lieutenant Governor,,NON,2,4,6,
Mariposa,Jerseydale 1006 ,Steve Poizner,Insurance Commissioner,,NON,46,94,140,
Mariposa,Jerseydale 1006 ,Ricardo Lara,Insurance Commissioner,,DEM,10,35,45,
Mariposa,Jerseydale 1006 ,Nathalie Hrizi,Insurance Commissioner,,PF,2,12,14,
Mariposa,Jerseydale 1006 ,Asif Mahmood,Insurance Commissioner,,DEM,4,10,14,
Mariposa,Jerseydale 1006 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Jerseydale 1006 ,Tom Palzer,U S Senate,,REP,1,4,5,
Mariposa,Jerseydale 1006 ,John Thompson Parker,U S Senate,,PF,0,2,2,
Mariposa,Jerseydale 1006 ,Douglas Howard Pierce,U S Senate,,DEM,1,0,1,
Mariposa,Jerseydale 1006 ,Herbert G Peters,U S Senate,,DEM,1,1,2,
Mariposa,Jerseydale 1006 ,James P Bradley,U S Senate,,REP,20,35,55,
Mariposa,Jerseydale 1006 ,Arun K Bhumitra ,U S Senate,,REP,3,19,22,
Mariposa,Jerseydale 1006 ,Jerry Joseph Laws,U S Senate,,REP,2,10,12,
Mariposa,Jerseydale 1006 ,Patrick Little,U S Senate,,REP,2,2,4,
Mariposa,Jerseydale 1006 ,Tim Gildersleeve,U S Senate,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,Don J Grundmann,U S Senate,,NON,1,2,3,
Mariposa,Jerseydale 1006 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,Ling Ling Shi,U S Senate,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,"John ""Jack"" Crew",U S Senate,,REP,4,5,9,
Mariposa,Jerseydale 1006 ,Erin Cruz,U S Senate,,REP,4,11,15,
Mariposa,Jerseydale 1006 ,Derrick Michael Reid,U S Senate,,LIB,2,1,3,
Mariposa,Jerseydale 1006 ,Dianne Feinstein,U S Senate,,DEM,11,34,45,
Mariposa,Jerseydale 1006 ,Colleen Shea Fernald,U S Senate,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,Adrienne Nicole Edward,U S Senate,,DEM,0,1,1,
Mariposa,Jerseydale 1006 ,Paul A Taylor,U S Senate,,REP,7,8,15,
Mariposa,Jerseydale 1006 ,Donnie O Turner,U S Senate,,DEM,0,0,0,
Mariposa,Jerseydale 1006 ,Pat Harris,U S Senate,,DEM,0,3,3,
Mariposa,Jerseydale 1006 ,Alison Hartson,U S Senate,,DEM,0,3,3,
Mariposa,Jerseydale 1006 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,David Hildebrand,U S Senate,,DEM,0,1,1,
Mariposa,Jerseydale 1006 ,Lee Olson,U S Senate,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,1,0,1,
Mariposa,Jerseydale 1006 ,Kevin De Leon,U S Senate,,DEM,3,15,18,
Mariposa,Jerseydale 1006 ,Kevin Mottus,U S Senate,,REP,1,6,7,
Mariposa,Jerseydale 1006 ,David Moore,U S Senate,,NON,0,0,0,
Mariposa,Jerseydale 1006 ,Mario Nabliba ,U S Senate,,REP,0,1,1,
Mariposa,Jerseydale 1006 ,Regina Bateson,U S House,4,DEM,6,8,14,
Mariposa,Jerseydale 1006 ,Robert Lawton,U S House,4,DEM,2,3,5,
Mariposa,Jerseydale 1006 ,Mitchell White,U S House,4,REP,2,8,10,
Mariposa,Jerseydale 1006 ,Roza Calderon,U S House,4,DEM,1,4,5,
Mariposa,Jerseydale 1006 ,Tom McClintock,U S House,4,REP,45,103,148,
Mariposa,Jerseydale 1006 ,Jessica Morse ,U S House,4,DEM,8,40,48,
Mariposa,Jerseydale 1006 ,Tom Pratt,State Senate,8,DEM,12,37,49,
Mariposa,Jerseydale 1006 ,Mark Belden,State Senate,8,NON,3,1,4,
Mariposa,Jerseydale 1006 ,Andreas Borgeas,State Senate,8,REP,45,106,151,
Mariposa,Jerseydale 1006 ,Paulina Miranda ,State Senate,8,DEM,3,15,18,
Mariposa,Jerseydale 1006 ,Carla J Neal,State Assembly ,5,DEM,13,49,62,
Mariposa,Jerseydale 1006 ,Frank Bigelow,State Assembly ,5,REP,51,116,167,
Mariposa,Bull Creek 2001 ,,Registered Voters,,,,,26,
Mariposa,Bull Creek 2001 ,,Ballots Cast,,,0,14,14,
Mariposa,Bull Creek 2001 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Bull Creek 2001 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Gloria Estela La Riva,Governor ,,PF,0,0,0,
Mariposa,Bull Creek 2001 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Bull Creek 2001 ,Antonio Villaraigosa,Governor ,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Yvonne Girard,Governor ,,REP,0,0,0,
Mariposa,Bull Creek 2001 ,Robert Davidson Griffis,Governor ,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Travis Allen,Governor ,,REP,0,2,2,
Mariposa,Bull Creek 2001 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Bull Creek 2001 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Michael Shellenberger,Governor ,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Zoltan Istvan,Governor ,,LIB,0,1,1,
Mariposa,Bull Creek 2001 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Bull Creek 2001 ,Thomas Jefferson Cares,Governor ,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,John Chiang,Governor ,,DEM,0,1,1,
Mariposa,Bull Creek 2001 ,John H Cox,Governor ,,REP,0,4,4,
Mariposa,Bull Creek 2001 ,Amanda Renteria ,Governor ,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Delaine Eastin,Governor ,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Gavin Newsom,Governor ,,DEM,0,6,6,
Mariposa,Bull Creek 2001 ,"Robert C. Newman, II",Governor ,,REP,0,0,0,
Mariposa,Bull Creek 2001 ,Jeff Bleich,Lieutenant Governor,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Eleni Kounalakis,Lieutenant Governor,,DEM,0,4,4,
Mariposa,Bull Creek 2001 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Tim Ferreira,Lieutenant Governor,,LIB,0,1,1,
Mariposa,Bull Creek 2001 ,David Fennell,Lieutenant Governor,,REP,0,1,1,
Mariposa,Bull Creek 2001 ,Danny Thomas,Lieutenant Governor,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Cole Harris,Lieutenant Governor,,REP,0,5,5,
Mariposa,Bull Creek 2001 ,Ed Hernandez,Lieutenant Governor,,DEM,0,2,2,
Mariposa,Bull Creek 2001 ,David R Hernandez,Lieutenant Governor,,REP,0,1,1,
Mariposa,Bull Creek 2001 ,Lydia Ortega,Lieutenant Governor,,REP,0,0,0,
Mariposa,Bull Creek 2001 ,Gayle McLaughlin,Lieutenant Governor,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Steve Poizner,Insurance Commissioner,,NON,0,4,4,
Mariposa,Bull Creek 2001 ,Ricardo Lara,Insurance Commissioner,,DEM,0,3,3,
Mariposa,Bull Creek 2001 ,Nathalie Hrizi,Insurance Commissioner,,PF,0,1,1,
Mariposa,Bull Creek 2001 ,Asif Mahmood,Insurance Commissioner,,DEM,0,2,2,
Mariposa,Bull Creek 2001 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Tom Palzer,U S Senate,,REP,0,0,0,
Mariposa,Bull Creek 2001 ,John Thompson Parker,U S Senate,,PF,0,0,0,
Mariposa,Bull Creek 2001 ,Douglas Howard Pierce,U S Senate,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Herbert G Peters,U S Senate,,DEM,0,1,1,
Mariposa,Bull Creek 2001 ,James P Bradley,U S Senate,,REP,0,1,1,
Mariposa,Bull Creek 2001 ,Arun K Bhumitra ,U S Senate,,REP,0,0,0,
Mariposa,Bull Creek 2001 ,Jerry Joseph Laws,U S Senate,,REP,0,2,2,
Mariposa,Bull Creek 2001 ,Patrick Little,U S Senate,,REP,0,0,0,
Mariposa,Bull Creek 2001 ,Tim Gildersleeve,U S Senate,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Don J Grundmann,U S Senate,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Ling Ling Shi,U S Senate,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,"John ""Jack"" Crew",U S Senate,,REP,0,2,2,
Mariposa,Bull Creek 2001 ,Erin Cruz,U S Senate,,REP,0,0,0,
Mariposa,Bull Creek 2001 ,Derrick Michael Reid,U S Senate,,LIB,0,1,1,
Mariposa,Bull Creek 2001 ,Dianne Feinstein,U S Senate,,DEM,0,5,5,
Mariposa,Bull Creek 2001 ,Colleen Shea Fernald,U S Senate,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Adrienne Nicole Edward,U S Senate,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Paul A Taylor,U S Senate,,REP,0,0,0,
Mariposa,Bull Creek 2001 ,Donnie O Turner,U S Senate,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Pat Harris,U S Senate,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Alison Hartson,U S Senate,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,David Hildebrand,U S Senate,,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Lee Olson,U S Senate,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,0,0,0,
Mariposa,Bull Creek 2001 ,Kevin De Leon,U S Senate,,DEM,0,2,2,
Mariposa,Bull Creek 2001 ,Kevin Mottus,U S Senate,,REP,0,0,0,
Mariposa,Bull Creek 2001 ,David Moore,U S Senate,,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Mario Nabliba ,U S Senate,,REP,0,0,0,
Mariposa,Bull Creek 2001 ,Regina Bateson,U S House,4,DEM,0,1,1,
Mariposa,Bull Creek 2001 ,Robert Lawton,U S House,4,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Mitchell White,U S House,4,REP,0,1,1,
Mariposa,Bull Creek 2001 ,Roza Calderon,U S House,4,DEM,0,0,0,
Mariposa,Bull Creek 2001 ,Tom McClintock,U S House,4,REP,0,7,7,
Mariposa,Bull Creek 2001 ,Jessica Morse ,U S House,4,DEM,0,5,5,
Mariposa,Bull Creek 2001 ,Tom Pratt,State Senate,8,DEM,0,5,5,
Mariposa,Bull Creek 2001 ,Mark Belden,State Senate,8,NON,0,0,0,
Mariposa,Bull Creek 2001 ,Andreas Borgeas,State Senate,8,REP,0,7,7,
Mariposa,Bull Creek 2001 ,Paulina Miranda ,State Senate,8,DEM,0,2,2,
Mariposa,Bull Creek 2001 ,Carla J Neal,State Assembly ,5,DEM,0,7,7,
Mariposa,Bull Creek 2001 ,Frank Bigelow,State Assembly ,5,REP,0,6,6,
Mariposa,Coulterville 2002 ,,Registered Voters,,,,,585,
Mariposa,Coulterville 2002 ,,Ballots Cast,,,67,244,311,
Mariposa,Coulterville 2002 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Coulterville 2002 ,J Bribiesca,Governor ,,DEM,0,1,1,
Mariposa,Coulterville 2002 ,Gloria Estela La Riva,Governor ,,PF,0,0,0,
Mariposa,Coulterville 2002 ,Peter Y Liu,Governor ,,REP,0,1,1,
Mariposa,Coulterville 2002 ,Antonio Villaraigosa,Governor ,,DEM,4,13,17,
