county,precinct,office,district,party,candidate,election_day,mail,total
Contra Costa,GIAN815 0,President,,GRN,HOWIE HAWKINS,N/A,2,2
Contra Costa,GIAN815 0,President,,LIB,JO JORGENSEN,N/A,2,2
Contra Costa,GIAN815 0,President,,PFR,GLORIA LA RIVA,N/A,0,1
Contra Costa,GIAN815 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,GIAN815 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,GIAN815 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,GIAN815 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,GIAN815 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,GIAN815 0,President,,REP,DONALD J. TRUMP,N/A,22,23
Contra Costa,HERC101 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,7,8
Contra Costa,HERC101 0,President,,DEM,JOSEPH R. BIDEN,67,995,1062
Contra Costa,HERC101 0,President,,GRN,HOWIE HAWKINS,1,7,8
Contra Costa,HERC101 0,President,,LIB,JO JORGENSEN,2,13,15
Contra Costa,HERC101 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,HERC101 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC101 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC101 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC101 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC101 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC101 0,President,,REP,DONALD J. TRUMP,35,228,263
Contra Costa,HERC102 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,4,4
Contra Costa,HERC102 0,President,,DEM,JOSEPH R. BIDEN,57,1001,1058
Contra Costa,HERC102 0,President,,GRN,HOWIE HAWKINS,1,0,1
Contra Costa,HERC102 0,President,,LIB,JO JORGENSEN,0,9,9
Contra Costa,HERC102 0,President,,PFR,GLORIA LA RIVA,1,2,3
Contra Costa,HERC102 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC102 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC102 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC102 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC102 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC102 0,President,,REP,DONALD J. TRUMP,33,204,237
Contra Costa,HERC103 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,3,4
Contra Costa,HERC103 0,President,,DEM,JOSEPH R. BIDEN,54,528,582
Contra Costa,HERC103 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,HERC103 0,President,,LIB,JO JORGENSEN,1,6,7
Contra Costa,HERC103 0,President,,PFR,GLORIA LA RIVA,1,0,1
Contra Costa,HERC103 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC103 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC103 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC103 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC103 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC103 0,President,,REP,DONALD J. TRUMP,21,142,163
Contra Costa,HERC104 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,3,4
Contra Costa,HERC104 0,President,,DEM,JOSEPH R. BIDEN,40,712,752
Contra Costa,HERC104 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,HERC104 0,President,,LIB,JO JORGENSEN,0,8,8
Contra Costa,HERC104 0,President,,PFR,GLORIA LA RIVA,0,3,3
Contra Costa,HERC104 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC104 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC104 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC104 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC104 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC104 0,President,,REP,DONALD J. TRUMP,43,155,198
Contra Costa,HERC105 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,HERC105 0,President,,DEM,JOSEPH R. BIDEN,35,532,567
Contra Costa,HERC105 0,President,,GRN,HOWIE HAWKINS,2,2,4
Contra Costa,HERC105 0,President,,LIB,JO JORGENSEN,0,5,5
Contra Costa,HERC105 0,President,,PFR,GLORIA LA RIVA,0,6,6
Contra Costa,HERC105 0,President,,Qualified Write In,BRIAN CARROLL,0,1,1
Contra Costa,HERC105 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC105 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC105 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC105 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC105 0,President,,REP,DONALD J. TRUMP,26,146,172
Contra Costa,HERC106 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,5,5
Contra Costa,HERC106 0,President,,DEM,JOSEPH R. BIDEN,31,726,757
Contra Costa,HERC106 0,President,,GRN,HOWIE HAWKINS,1,4,5
Contra Costa,HERC106 0,President,,LIB,JO JORGENSEN,1,3,4
Contra Costa,HERC106 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,HERC106 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC106 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC106 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC106 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC106 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC106 0,President,,REP,DONALD J. TRUMP,31,224,255
Contra Costa,HERC107 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,6,6
Contra Costa,HERC107 0,President,,DEM,JOSEPH R. BIDEN,58,913,971
Contra Costa,HERC107 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,HERC107 0,President,,LIB,JO JORGENSEN,0,6,6
Contra Costa,HERC107 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,HERC107 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC107 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC107 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC107 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC107 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC107 0,President,,REP,DONALD J. TRUMP,35,159,194
Contra Costa,HERC108 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,HERC108 0,President,,DEM,JOSEPH R. BIDEN,38,691,729
Contra Costa,HERC108 0,President,,GRN,HOWIE HAWKINS,0,5,5
Contra Costa,HERC108 0,President,,LIB,JO JORGENSEN,0,5,5
Contra Costa,HERC108 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,HERC108 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC108 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC108 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC108 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC108 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC108 0,President,,REP,DONALD J. TRUMP,21,182,203
Contra Costa,HERC109 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,HERC109 0,President,,DEM,JOSEPH R. BIDEN,50,924,974
Contra Costa,HERC109 0,President,,GRN,HOWIE HAWKINS,1,3,4
Contra Costa,HERC109 0,President,,LIB,JO JORGENSEN,0,9,9
Contra Costa,HERC109 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,HERC109 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC109 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC109 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC109 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC109 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC109 0,President,,REP,DONALD J. TRUMP,20,157,177
Contra Costa,HERC110 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,HERC110 0,President,,DEM,JOSEPH R. BIDEN,25,579,604
Contra Costa,HERC110 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,HERC110 0,President,,LIB,JO JORGENSEN,0,5,5
Contra Costa,HERC110 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,HERC110 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC110 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC110 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC110 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC110 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC110 0,President,,REP,DONALD J. TRUMP,31,174,205
Contra Costa,HERC111 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,HERC111 0,President,,DEM,JOSEPH R. BIDEN,30,689,719
Contra Costa,HERC111 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,HERC111 0,President,,LIB,JO JORGENSEN,0,1,1
Contra Costa,HERC111 0,President,,PFR,GLORIA LA RIVA,0,3,3
Contra Costa,HERC111 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC111 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC111 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC111 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC111 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC111 0,President,,REP,DONALD J. TRUMP,18,201,219
Contra Costa,HERC113 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,HERC113 0,President,,DEM,JOSEPH R. BIDEN,48,788,836
Contra Costa,HERC113 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,HERC113 0,President,,LIB,JO JORGENSEN,1,2,3
Contra Costa,HERC113 0,President,,PFR,GLORIA LA RIVA,1,0,1
Contra Costa,HERC113 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC113 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC113 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC113 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC113 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC113 0,President,,REP,DONALD J. TRUMP,20,224,244
Contra Costa,HERC114 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,HERC114 0,President,,DEM,JOSEPH R. BIDEN,43,754,797
Contra Costa,HERC114 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,HERC114 0,President,,LIB,JO JORGENSEN,0,11,11
Contra Costa,HERC114 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,HERC114 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC114 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC114 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC114 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC114 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC114 0,President,,REP,DONALD J. TRUMP,25,129,154
Contra Costa,HERC115 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,HERC115 0,President,,DEM,JOSEPH R. BIDEN,13,474,487
Contra Costa,HERC115 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,HERC115 0,President,,LIB,JO JORGENSEN,0,4,4
Contra Costa,HERC115 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,HERC115 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC115 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC115 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC115 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC115 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC115 0,President,,REP,DONALD J. TRUMP,16,110,126
Contra Costa,HERC802 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,HERC802 0,President,,DEM,JOSEPH R. BIDEN,9,165,174
Contra Costa,HERC802 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,HERC802 0,President,,LIB,JO JORGENSEN,0,3,3
Contra Costa,HERC802 0,President,,PFR,GLORIA LA RIVA,1,0,1
Contra Costa,HERC802 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,HERC802 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,HERC802 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,HERC802 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,HERC802 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,HERC802 0,President,,REP,DONALD J. TRUMP,6,20,26
Contra Costa,KENS101 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,KENS101 0,President,,DEM,JOSEPH R. BIDEN,28,603,631
Contra Costa,KENS101 0,President,,GRN,HOWIE HAWKINS,0,4,4
Contra Costa,KENS101 0,President,,LIB,JO JORGENSEN,0,3,3
Contra Costa,KENS101 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,KENS101 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,KENS101 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,KENS101 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,KENS101 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,KENS101 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,KENS101 0,President,,REP,DONALD J. TRUMP,7,55,62
Contra Costa,KENS102 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,KENS102 0,President,,DEM,JOSEPH R. BIDEN,32,709,741
Contra Costa,KENS102 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,KENS102 0,President,,LIB,JO JORGENSEN,0,12,12
Contra Costa,KENS102 0,President,,PFR,GLORIA LA RIVA,0,3,3
Contra Costa,KENS102 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,KENS102 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,KENS102 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,KENS102 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,KENS102 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,KENS102 0,President,,REP,DONALD J. TRUMP,6,49,55
Contra Costa,KENS103 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,KENS103 0,President,,DEM,JOSEPH R. BIDEN,50,1173,1223
Contra Costa,KENS103 0,President,,GRN,HOWIE HAWKINS,0,12,12
Contra Costa,KENS103 0,President,,LIB,JO JORGENSEN,0,5,5
Contra Costa,KENS103 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,KENS103 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,KENS103 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,KENS103 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,KENS103 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,KENS103 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,KENS103 0,President,,REP,DONALD J. TRUMP,13,63,76
Contra Costa,KENS104 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,KENS104 0,President,,DEM,JOSEPH R. BIDEN,35,1008,1043
Contra Costa,KENS104 0,President,,GRN,HOWIE HAWKINS,1,0,1
Contra Costa,KENS104 0,President,,LIB,JO JORGENSEN,1,7,8
Contra Costa,KENS104 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,KENS104 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,KENS104 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,KENS104 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,KENS104 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,KENS104 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,KENS104 0,President,,REP,DONALD J. TRUMP,11,56,67
Contra Costa,KENS801 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,N/A,N/A
Contra Costa,KENS801 0,President,,DEM,JOSEPH R. BIDEN,N/A,N/A,N/A
Contra Costa,KENS801 0,President,,GRN,HOWIE HAWKINS,N/A,N/A,N/A
Contra Costa,KENS801 0,President,,LIB,JO JORGENSEN,N/A,N/A,N/A
Contra Costa,KENS801 0,President,,PFR,GLORIA LA RIVA,N/A,N/A,N/A
Contra Costa,KENS801 0,President,,Qualified Write In,BRIAN CARROLL,N/A,N/A,N/A
Contra Costa,KENS801 0,President,,Qualified Write In,BROCK PIERCE,N/A,N/A,N/A
Contra Costa,KENS801 0,President,,Qualified Write In,JESSE VENTURA,N/A,N/A,N/A
Contra Costa,KENS801 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,N/A,N/A
Contra Costa,KENS801 0,President,,Qualified Write In,MARK CHARLES,N/A,N/A,N/A
Contra Costa,KENS801 0,President,,REP,DONALD J. TRUMP,N/A,N/A,N/A
Contra Costa,KENS802 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,N/A,N/A
Contra Costa,KENS802 0,President,,DEM,JOSEPH R. BIDEN,0,N/A,N/A
Contra Costa,KENS802 0,President,,GRN,HOWIE HAWKINS,0,N/A,N/A
Contra Costa,KENS802 0,President,,LIB,JO JORGENSEN,0,N/A,N/A
Contra Costa,KENS802 0,President,,PFR,GLORIA LA RIVA,0,N/A,N/A
Contra Costa,KENS802 0,President,,Qualified Write In,BRIAN CARROLL,0,N/A,N/A
Contra Costa,KENS802 0,President,,Qualified Write In,BROCK PIERCE,0,N/A,N/A
Contra Costa,KENS802 0,President,,Qualified Write In,JESSE VENTURA,0,N/A,N/A
Contra Costa,KENS802 0,President,,Qualified Write In,JOSEPH KISHORE,0,N/A,N/A
Contra Costa,KENS802 0,President,,Qualified Write In,MARK CHARLES,0,N/A,N/A
Contra Costa,KENS802 0,President,,REP,DONALD J. TRUMP,0,N/A,N/A
Contra Costa,KENS803 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,KENS803 0,President,,DEM,JOSEPH R. BIDEN,0,0,0
Contra Costa,KENS803 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,KENS803 0,President,,LIB,JO JORGENSEN,0,0,0
Contra Costa,KENS803 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,KENS803 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,KENS803 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,KENS803 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,KENS803 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,KENS803 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,KENS803 0,President,,REP,DONALD J. TRUMP,0,0,0
Contra Costa,KNGT801 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,0,0
Contra Costa,KNGT801 0,President,,DEM,JOSEPH R. BIDEN,N/A,22,26
Contra Costa,KNGT801 0,President,,GRN,HOWIE HAWKINS,N/A,0,0
Contra Costa,KNGT801 0,President,,LIB,JO JORGENSEN,N/A,2,2
Contra Costa,KNGT801 0,President,,PFR,GLORIA LA RIVA,N/A,0,0
Contra Costa,KNGT801 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,KNGT801 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,KNGT801 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,KNGT801 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,KNGT801 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,KNGT801 0,President,,REP,DONALD J. TRUMP,N/A,20,26
Contra Costa,KNGT802 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,KNGT802 0,President,,DEM,JOSEPH R. BIDEN,0,6,6
Contra Costa,KNGT802 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,KNGT802 0,President,,LIB,JO JORGENSEN,0,0,0
Contra Costa,KNGT802 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,KNGT802 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,KNGT802 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,KNGT802 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,KNGT802 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,KNGT802 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,KNGT802 0,President,,REP,DONALD J. TRUMP,0,5,5
Contra Costa,KNGT803 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,2,2
Contra Costa,KNGT803 0,President,,DEM,JOSEPH R. BIDEN,N/A,51,53
Contra Costa,KNGT803 0,President,,GRN,HOWIE HAWKINS,N/A,0,0
Contra Costa,KNGT803 0,President,,LIB,JO JORGENSEN,N/A,1,1
Contra Costa,KNGT803 0,President,,PFR,GLORIA LA RIVA,N/A,0,0
Contra Costa,KNGT803 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,KNGT803 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,KNGT803 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,KNGT803 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,KNGT803 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,KNGT803 0,President,,REP,DONALD J. TRUMP,N/A,49,52
Contra Costa,KNGT804 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,0,0
Contra Costa,KNGT804 0,President,,DEM,JOSEPH R. BIDEN,N/A,51,54
Contra Costa,KNGT804 0,President,,GRN,HOWIE HAWKINS,N/A,0,0
Contra Costa,KNGT804 0,President,,LIB,JO JORGENSEN,N/A,4,4
Contra Costa,KNGT804 0,President,,PFR,GLORIA LA RIVA,N/A,0,0
Contra Costa,KNGT804 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,KNGT804 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,KNGT804 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,KNGT804 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,KNGT804 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,KNGT804 0,President,,REP,DONALD J. TRUMP,N/A,38,44
Contra Costa,KNGT805 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,KNGT805 0,President,,DEM,JOSEPH R. BIDEN,3,13,16
Contra Costa,KNGT805 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,KNGT805 0,President,,LIB,JO JORGENSEN,0,2,2
Contra Costa,KNGT805 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,KNGT805 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,KNGT805 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,KNGT805 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,KNGT805 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,KNGT805 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,KNGT805 0,President,,REP,DONALD J. TRUMP,15,11,26
Contra Costa,KNGT806 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,0,0
Contra Costa,KNGT806 0,President,,DEM,JOSEPH R. BIDEN,N/A,4,5
Contra Costa,KNGT806 0,President,,GRN,HOWIE HAWKINS,N/A,1,1
Contra Costa,KNGT806 0,President,,LIB,JO JORGENSEN,N/A,0,0
Contra Costa,KNGT806 0,President,,PFR,GLORIA LA RIVA,N/A,0,0
Contra Costa,KNGT806 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,KNGT806 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,KNGT806 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,KNGT806 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,KNGT806 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,KNGT806 0,President,,REP,DONALD J. TRUMP,N/A,8,8
Contra Costa,KNGT807 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,3,3
Contra Costa,KNGT807 0,President,,DEM,JOSEPH R. BIDEN,23,195,218
Contra Costa,KNGT807 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,KNGT807 0,President,,LIB,JO JORGENSEN,0,11,11
Contra Costa,KNGT807 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,KNGT807 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,KNGT807 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,KNGT807 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,KNGT807 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,KNGT807 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,KNGT807 0,President,,REP,DONALD J. TRUMP,84,267,351
