county,precinct,office,district,party,candidate,election_day,mail,votes
San Francisco,PCT 7706,State Assembly,17,,Under Votes,20,109,129
San Francisco,PCT 7707,State Assembly,17,,Under Votes,13,100,113
San Francisco,PCT 7708,State Assembly,17,,Under Votes,12,92,104
San Francisco,PCT 7709,State Assembly,17,,Under Votes,12,67,79
San Francisco,PCT 7711,State Assembly,17,,Under Votes,8,91,99
San Francisco,PCT 7712,State Assembly,17,,Under Votes,10,64,74
San Francisco,PCT 7801,State Assembly,17,,Under Votes,8,91,99
San Francisco,PCT 7802,State Assembly,17,,Under Votes,8,90,98
San Francisco,PCT 7803,State Assembly,17,,Under Votes,8,85,93
San Francisco,PCT 7804,State Assembly,17,,Under Votes,8,103,111
San Francisco,PCT 7805,State Assembly,17,,Under Votes,9,83,92
San Francisco,PCT 7806,State Assembly,17,,Under Votes,9,74,83
San Francisco,PCT 7807,State Assembly,17,,Under Votes,5,73,78
San Francisco,PCT 7808,State Assembly,17,,Under Votes,14,82,96
San Francisco,PCT 7809,State Assembly,17,,Under Votes,4,87,91
San Francisco,PCT 7811,State Assembly,17,,Under Votes,8,75,83
San Francisco,PCT 7812,State Assembly,17,,Under Votes,21,93,114
San Francisco,PCT 7813,State Assembly,17,,Under Votes,6,116,122
San Francisco,PCT 7814,State Assembly,17,,Under Votes,46,107,153
San Francisco,PCT 7815,State Assembly,17,,Under Votes,15,91,106
San Francisco,PCT 7816,State Assembly,17,,Under Votes,9,79,88
San Francisco,PCT 7817,State Assembly,17,,Under Votes,11,65,76
San Francisco,PCT 7818,State Assembly,17,,Under Votes,16,84,100
San Francisco,PCT 7819,State Assembly,17,,Under Votes,5,90,95
San Francisco,PCT 7821,State Assembly,17,,Under Votes,18,80,98
San Francisco,PCT 7822,State Assembly,17,,Under Votes,10,93,103
San Francisco,PCT 7823,State Assembly,17,,Under Votes,8,91,99
San Francisco,PCT 7824,State Assembly,17,,Under Votes,8,89,97
San Francisco,PCT 7825,State Assembly,17,,Under Votes,7,53,60
San Francisco,PCT 7826,State Assembly,17,,Under Votes,6,80,86
San Francisco,PCT 7827,State Assembly,17,,Under Votes,21,108,129
San Francisco,PCT 7828,State Assembly,17,,Under Votes,10,105,115
San Francisco,PCT 7829,State Assembly,17,,Under Votes,13,105,118
San Francisco,PCT 7831,State Assembly,17,,Under Votes,8,86,94
San Francisco,PCT 7832,State Assembly,17,,Under Votes,10,85,95
San Francisco,PCT 7833,State Assembly,17,,Under Votes,11,67,78
San Francisco,PCT 7834,State Assembly,17,,Under Votes,24,121,145
San Francisco,PCT 7835,State Assembly,17,,Under Votes,10,110,120
San Francisco,PCT 7836,State Assembly,17,,Under Votes,10,116,126
San Francisco,PCT 7837,State Assembly,17,,Under Votes,19,97,116
San Francisco,PCT 7838,State Assembly,17,,Under Votes,8,88,96
San Francisco,PCT 7839,State Assembly,17,,Under Votes,11,91,102
San Francisco,PCT 7841,State Assembly,17,,Under Votes,9,91,100
San Francisco,PCT 7842,State Assembly,17,,Under Votes,10,103,113
San Francisco,PCT 7843,State Assembly,17,,Under Votes,14,71,85
San Francisco,PCT 7844,State Assembly,17,,Under Votes,16,71,87
San Francisco,PCT 7845,State Assembly,17,,Under Votes,11,102,113
San Francisco,PCT 7846,State Assembly,17,,Under Votes,7,118,125
San Francisco,PCT 7847,State Assembly,17,,Under Votes,8,88,96
San Francisco,PCT 7848,State Assembly,17,,Under Votes,10,93,103
San Francisco,PCT 7849,State Assembly,17,,Under Votes,8,81,89
San Francisco,PCT 7851,State Assembly,17,,Under Votes,8,51,59
San Francisco,PCT 7852,State Assembly,17,,Under Votes,12,66,78
San Francisco,PCT 7853,State Assembly,17,,Under Votes,20,108,128
San Francisco,PCT 7854,State Assembly,17,,Under Votes,12,93,105
San Francisco,PCT 7855,State Assembly,17,,Under Votes,7,114,121
San Francisco,PCT 7856,State Assembly,17,,Under Votes,8,85,93
San Francisco,PCT 7857,State Assembly,17,,Under Votes,11,110,121
San Francisco,PCT 7858,State Assembly,17,,Under Votes,11,124,135
San Francisco,PCT 7859,State Assembly,17,,Under Votes,12,95,107
San Francisco,PCT 7861,State Assembly,17,,Under Votes,15,90,105
San Francisco,PCT 7862,State Assembly,17,,Under Votes,6,94,100
San Francisco,PCT 7863,State Assembly,17,,Under Votes,17,101,118
San Francisco,PCT 7864,State Assembly,17,,Under Votes,7,100,107
San Francisco,PCT 7865,State Assembly,17,,Under Votes,11,109,120
San Francisco,PCT 7866,State Assembly,17,,Under Votes,11,98,109
San Francisco,PCT 7867,State Assembly,17,,Under Votes,18,120,138
San Francisco,PCT 7868,State Assembly,17,,Under Votes,18,113,131
San Francisco,PCT 7869,State Assembly,17,,Under Votes,6,87,93
San Francisco,PCT 7871,State Assembly,17,,Under Votes,11,111,122
San Francisco,PCT 7872,State Assembly,17,,Under Votes,11,98,109
San Francisco,PCT 7873,State Assembly,17,,Under Votes,12,96,108
San Francisco,PCT 7874,State Assembly,17,,Under Votes,5,52,57
San Francisco,PCT 7875,State Assembly,17,,Under Votes,9,98,107
San Francisco,PCT 7876,State Assembly,17,,Under Votes,12,70,82
San Francisco,PCT 7901,State Assembly,17,,Under Votes,12,62,74
San Francisco,PCT 7902,State Assembly,17,,Under Votes,20,95,115
San Francisco,PCT 7903,State Assembly,17,,Under Votes,22,106,128
San Francisco,PCT 7904,State Assembly,17,,Under Votes,25,103,128
San Francisco,PCT 7905,State Assembly,17,,Under Votes,19,113,132
San Francisco,PCT 7906,State Assembly,17,,Under Votes,21,86,107
San Francisco,PCT 7907,State Assembly,17,,Under Votes,12,90,102
San Francisco,PCT 7908,State Assembly,17,,Under Votes,25,145,170
San Francisco,PCT 7909,State Assembly,17,,Under Votes,9,103,112
San Francisco,PCT 7911,State Assembly,17,,Under Votes,15,96,111
San Francisco,PCT 7912,State Assembly,17,,Under Votes,22,117,139
San Francisco,PCT 7913,State Assembly,17,,Under Votes,15,118,133
San Francisco,PCT 7914,State Assembly,17,,Under Votes,14,119,133
San Francisco,PCT 7915,State Assembly,17,,Under Votes,22,106,128
San Francisco,PCT 7916,State Assembly,17,,Under Votes,16,98,114
San Francisco,PCT 7917,State Assembly,17,,Under Votes,19,127,146
San Francisco,PCT 7918,State Assembly,17,,Under Votes,20,106,126
San Francisco,PCT 7919,State Assembly,17,,Under Votes,22,126,148
San Francisco,PCT 7921,State Assembly,17,,Under Votes,30,127,157
San Francisco,PCT 7922,State Assembly,17,,Under Votes,16,106,122
San Francisco,PCT 7923,State Assembly,17,,Under Votes,17,128,145
San Francisco,PCT 7924,State Assembly,17,,Under Votes,14,104,118
San Francisco,PCT 7925,State Assembly,17,,Under Votes,18,75,93
San Francisco,PCT 7926,State Assembly,17,,Under Votes,22,112,134
San Francisco,PCT 7927,State Assembly,17,,Under Votes,12,98,110
San Francisco,PCT 7928,State Assembly,17,,Under Votes,10,107,117
San Francisco,PCT 7929,State Assembly,17,,Under Votes,5,87,92
San Francisco,PCT 7931,State Assembly,17,,Under Votes,8,89,97
San Francisco,PCT 7932,State Assembly,17,,Under Votes,14,68,82
San Francisco,PCT 7933 MB,State Assembly,17,,Under Votes,0,1,1
San Francisco,PCT 7934,State Assembly,17,,Under Votes,22,126,148
San Francisco,PCT 7935,State Assembly,17,,Under Votes,14,116,130
San Francisco,PCT 7936,State Assembly,17,,Under Votes,16,107,123
San Francisco,PCT 7937,State Assembly,17,,Under Votes,15,103,118
San Francisco,PCT 7938,State Assembly,17,,Under Votes,17,107,124
San Francisco,PCT 7939,State Assembly,17,,Under Votes,8,71,79
San Francisco,PCT 7941,State Assembly,17,,Under Votes,10,98,108
San Francisco,PCT 7942,State Assembly,17,,Under Votes,21,112,133
San Francisco,PCT 7943,State Assembly,17,,Under Votes,20,118,138
San Francisco,PCT 7944,State Assembly,17,,Under Votes,14,99,113
San Francisco,PCT 7945,State Assembly,17,,Under Votes,18,118,136
San Francisco,PCT 7946,State Assembly,17,,Under Votes,25,157,182
San Francisco,PCT 7947,State Assembly,17,,Under Votes,19,158,177
San Francisco,PCT 7948,State Assembly,17,,Under Votes,22,140,162
San Francisco,PCT 7949,State Assembly,17,,Under Votes,7,90,97
San Francisco,PCT 7951,State Assembly,17,,Under Votes,16,137,153
San Francisco,PCT 7952,State Assembly,17,,Under Votes,23,108,131
San Francisco,PCT 7953,State Assembly,17,,Under Votes,16,115,131
San Francisco,PCT 7954 MB,State Assembly,17,,Under Votes,0,0,0
San Francisco,PCT 7955,State Assembly,17,,Under Votes,20,153,173
San Francisco,PCT 7956,State Assembly,17,,Under Votes,23,137,160
San Francisco,PCT 7957,State Assembly,17,,Under Votes,12,115,127
San Francisco,PCT 7958 MB,State Assembly,17,,Under Votes,8,39,47
San Francisco,PCT 7959,State Assembly,17,,Under Votes,8,74,82
San Francisco,PCT 9900 MB,State Assembly,17,,Under Votes,0,0,0
San Francisco,PCT 9901 MB,State Assembly,17,,Under Votes,0,0,0
San Francisco,PCT 9902 MB,State Assembly,17,,Under Votes,0,0,0
San Francisco,SAN FRANCISCO CA,State Assembly,17,,Under Votes,5297,34815,40112
San Francisco,PCT 1101,State Assembly,19,DEM,Phil Ting,37,341,378
San Francisco,PCT 1102,State Assembly,19,DEM,Phil Ting,35,636,671
San Francisco,PCT 1103,State Assembly,19,DEM,Phil Ting,42,605,647
San Francisco,PCT 1104/1105,State Assembly,19,DEM,Phil Ting,37,606,643
San Francisco,PCT 1106,State Assembly,19,DEM,Phil Ting,46,459,505
San Francisco,PCT 1107,State Assembly,19,DEM,Phil Ting,24,464,488
San Francisco,PCT 1108,State Assembly,19,DEM,Phil Ting,33,581,614
San Francisco,PCT 1109,State Assembly,19,DEM,Phil Ting,39,481,520
San Francisco,PCT 1111,State Assembly,19,DEM,Phil Ting,44,585,629
San Francisco,PCT 1112,State Assembly,19,DEM,Phil Ting,23,480,503
San Francisco,PCT 1113,State Assembly,19,DEM,Phil Ting,18,432,450
San Francisco,PCT 1114,State Assembly,19,DEM,Phil Ting,43,539,582
San Francisco,PCT 1115,State Assembly,19,DEM,Phil Ting,39,507,546
San Francisco,PCT 1116,State Assembly,19,DEM,Phil Ting,46,507,553
San Francisco,PCT 1117,State Assembly,19,DEM,Phil Ting,33,474,507
San Francisco,PCT 1118,State Assembly,19,DEM,Phil Ting,43,614,657
San Francisco,PCT 1119,State Assembly,19,DEM,Phil Ting,30,462,492
San Francisco,PCT 1121,State Assembly,19,DEM,Phil Ting,36,407,443
San Francisco,PCT 1122,State Assembly,19,DEM,Phil Ting,18,332,350
San Francisco,PCT 1123,State Assembly,19,DEM,Phil Ting,34,490,524
San Francisco,PCT 1124,State Assembly,19,DEM,Phil Ting,41,397,438
San Francisco,PCT 1125,State Assembly,19,DEM,Phil Ting,28,591,619
San Francisco,PCT 1126,State Assembly,19,DEM,Phil Ting,40,561,601
San Francisco,PCT 1127,State Assembly,19,DEM,Phil Ting,27,542,569
San Francisco,PCT 1128,State Assembly,19,DEM,Phil Ting,35,463,498
San Francisco,PCT 1129,State Assembly,19,DEM,Phil Ting,46,550,596
San Francisco,PCT 1131,State Assembly,19,DEM,Phil Ting,24,489,513
San Francisco,PCT 1132,State Assembly,19,DEM,Phil Ting,25,587,612
San Francisco,PCT 1133,State Assembly,19,DEM,Phil Ting,28,532,560
San Francisco,PCT 1134,State Assembly,19,DEM,Phil Ting,22,488,510
San Francisco,PCT 1135,State Assembly,19,DEM,Phil Ting,12,318,330
San Francisco,PCT 1136,State Assembly,19,DEM,Phil Ting,29,487,516
San Francisco,PCT 9001 MB,State Assembly,19,DEM,Phil Ting,0,166,166
San Francisco,PCT 9101,State Assembly,19,DEM,Phil Ting,44,555,599
San Francisco,PCT 9102,State Assembly,19,DEM,Phil Ting,40,604,644
San Francisco,PCT 9103,State Assembly,19,DEM,Phil Ting,39,567,606
San Francisco,PCT 9104,State Assembly,19,DEM,Phil Ting,30,575,605
San Francisco,PCT 9105,State Assembly,19,DEM,Phil Ting,43,603,646
San Francisco,PCT 9106,State Assembly,19,DEM,Phil Ting,44,618,662
San Francisco,PCT 9107,State Assembly,19,DEM,Phil Ting,40,488,528
San Francisco,PCT 9108,State Assembly,19,DEM,Phil Ting,36,465,501
San Francisco,PCT 9109,State Assembly,19,DEM,Phil Ting,44,560,604
San Francisco,PCT 9111,State Assembly,19,DEM,Phil Ting,32,524,556
San Francisco,PCT 9112,State Assembly,19,DEM,Phil Ting,50,570,620
San Francisco,PCT 9113,State Assembly,19,DEM,Phil Ting,37,668,705
San Francisco,PCT 9114,State Assembly,19,DEM,Phil Ting,44,531,575
San Francisco,PCT 9115,State Assembly,19,DEM,Phil Ting,35,537,572
San Francisco,PCT 9116,State Assembly,19,DEM,Phil Ting,48,584,632
San Francisco,PCT 9117,State Assembly,19,DEM,Phil Ting,52,483,535
San Francisco,PCT 9118,State Assembly,19,DEM,Phil Ting,33,576,609
San Francisco,PCT 9119,State Assembly,19,DEM,Phil Ting,28,577,605
San Francisco,PCT 9121,State Assembly,19,DEM,Phil Ting,64,579,643
San Francisco,PCT 9122,State Assembly,19,DEM,Phil Ting,35,586,621
San Francisco,PCT 9123,State Assembly,19,DEM,Phil Ting,42,480,522
San Francisco,PCT 9124,State Assembly,19,DEM,Phil Ting,38,502,540
San Francisco,PCT 9125,State Assembly,19,DEM,Phil Ting,48,556,604
San Francisco,PCT 9126,State Assembly,19,DEM,Phil Ting,40,586,626
San Francisco,PCT 9127,State Assembly,19,DEM,Phil Ting,49,628,677
San Francisco,PCT 9128,State Assembly,19,DEM,Phil Ting,41,487,528
San Francisco,PCT 9129,State Assembly,19,DEM,Phil Ting,37,490,527
San Francisco,PCT 9131,State Assembly,19,DEM,Phil Ting,36,455,491
San Francisco,PCT 9132,State Assembly,19,DEM,Phil Ting,51,526,577
San Francisco,PCT 9133,State Assembly,19,DEM,Phil Ting,61,643,704
San Francisco,PCT 9134,State Assembly,19,DEM,Phil Ting,37,579,616
San Francisco,PCT 9135,State Assembly,19,DEM,Phil Ting,27,442,469
San Francisco,PCT 9136,State Assembly,19,DEM,Phil Ting,60,592,652
San Francisco,PCT 9137,State Assembly,19,DEM,Phil Ting,51,605,656
San Francisco,PCT 9138,State Assembly,19,DEM,Phil Ting,29,601,630
San Francisco,PCT 9139,State Assembly,19,DEM,Phil Ting,48,653,701
San Francisco,PCT 9141,State Assembly,19,DEM,Phil Ting,51,553,604
San Francisco,PCT 9142,State Assembly,19,DEM,Phil Ting,52,627,679
San Francisco,PCT 9143,State Assembly,19,DEM,Phil Ting,43,562,605
San Francisco,PCT 9144,State Assembly,19,DEM,Phil Ting,52,612,664
San Francisco,PCT 9145,State Assembly,19,DEM,Phil Ting,57,581,638
San Francisco,PCT 9146,State Assembly,19,DEM,Phil Ting,40,579,619
San Francisco,PCT 9147,State Assembly,19,DEM,Phil Ting,35,656,691
San Francisco,PCT 9148,State Assembly,19,DEM,Phil Ting,44,677,721
San Francisco,PCT 9149,State Assembly,19,DEM,Phil Ting,66,627,693
San Francisco,PCT 9151,State Assembly,19,DEM,Phil Ting,43,509,552
San Francisco,PCT 9152,State Assembly,19,DEM,Phil Ting,33,249,282
San Francisco,PCT 9201,State Assembly,19,DEM,Phil Ting,75,646,721
San Francisco,PCT 9202,State Assembly,19,DEM,Phil Ting,61,591,652
San Francisco,PCT 9203,State Assembly,19,DEM,Phil Ting,55,473,528
San Francisco,PCT 9204,State Assembly,19,DEM,Phil Ting,36,400,436
San Francisco,PCT 9205,State Assembly,19,DEM,Phil Ting,31,412,443
San Francisco,PCT 9206,State Assembly,19,DEM,Phil Ting,53,441,494
San Francisco,PCT 9207,State Assembly,19,DEM,Phil Ting,40,483,523
San Francisco,PCT 9208,State Assembly,19,DEM,Phil Ting,42,488,530
San Francisco,PCT 9209,State Assembly,19,DEM,Phil Ting,42,386,428
San Francisco,PCT 9211,State Assembly,19,DEM,Phil Ting,46,471,517
San Francisco,PCT 9212,State Assembly,19,DEM,Phil Ting,33,407,440
San Francisco,PCT 9213,State Assembly,19,DEM,Phil Ting,34,508,542
San Francisco,PCT 9214,State Assembly,19,DEM,Phil Ting,33,309,342
San Francisco,PCT 9215,State Assembly,19,DEM,Phil Ting,22,319,341
San Francisco,PCT 9216,State Assembly,19,DEM,Phil Ting,46,413,459
San Francisco,PCT 9217,State Assembly,19,DEM,Phil Ting,32,390,422
San Francisco,PCT 9218,State Assembly,19,DEM,Phil Ting,30,431,461
San Francisco,PCT 9219,State Assembly,19,DEM,Phil Ting,47,438,485
San Francisco,PCT 9221,State Assembly,19,DEM,Phil Ting,26,360,386
San Francisco,PCT 9222,State Assembly,19,DEM,Phil Ting,27,479,506
San Francisco,PCT 9223,State Assembly,19,DEM,Phil Ting,21,341,362
San Francisco,PCT 9224,State Assembly,19,DEM,Phil Ting,27,514,541
San Francisco,PCT 9225,State Assembly,19,DEM,Phil Ting,33,488,521
San Francisco,PCT 9226,State Assembly,19,DEM,Phil Ting,35,494,529
San Francisco,PCT 9227,State Assembly,19,DEM,Phil Ting,34,427,461
San Francisco,PCT 9228,State Assembly,19,DEM,Phil Ting,40,420,460
San Francisco,PCT 9229,State Assembly,19,DEM,Phil Ting,40,342,382
San Francisco,PCT 9231,State Assembly,19,DEM,Phil Ting,74,579,653
San Francisco,PCT 9232,State Assembly,19,DEM,Phil Ting,22,444,466
San Francisco,PCT 9233,State Assembly,19,DEM,Phil Ting,32,458,490
San Francisco,PCT 9234,State Assembly,19,DEM,Phil Ting,27,443,470
San Francisco,PCT 9235,State Assembly,19,DEM,Phil Ting,39,466,505
San Francisco,PCT 9236,State Assembly,19,DEM,Phil Ting,26,399,425
San Francisco,PCT 9237,State Assembly,19,DEM,Phil Ting,28,539,567
San Francisco,PCT 9238,State Assembly,19,DEM,Phil Ting,35,430,465
San Francisco,PCT 9239,State Assembly,19,DEM,Phil Ting,15,507,522
San Francisco,PCT 9241,State Assembly,19,DEM,Phil Ting,28,560,588
San Francisco,PCT 9242,State Assembly,19,DEM,Phil Ting,37,589,626
San Francisco,PCT 9243,State Assembly,19,DEM,Phil Ting,26,356,382
San Francisco,PCT 9244,State Assembly,19,DEM,Phil Ting,33,580,613
San Francisco,PCT 9245,State Assembly,19,DEM,Phil Ting,30,430,460
San Francisco,PCT 9246,State Assembly,19,DEM,Phil Ting,50,578,628
San Francisco,PCT 9247,State Assembly,19,DEM,Phil Ting,34,539,573
San Francisco,PCT 9248,State Assembly,19,DEM,Phil Ting,44,517,561
San Francisco,PCT 9249,State Assembly,19,DEM,Phil Ting,40,570,610
San Francisco,PCT 9251,State Assembly,19,DEM,Phil Ting,39,636,675
San Francisco,PCT 9252,State Assembly,19,DEM,Phil Ting,36,588,624
San Francisco,PCT 9253,State Assembly,19,DEM,Phil Ting,30,424,454
San Francisco,PCT 9254,State Assembly,19,DEM,Phil Ting,41,616,657
San Francisco,PCT 9255,State Assembly,19,DEM,Phil Ting,29,354,383
San Francisco,PCT 9256,State Assembly,19,DEM,Phil Ting,20,314,334
San Francisco,PCT 9257 MB,State Assembly,19,DEM,Phil Ting,2,216,218
San Francisco,PCT 9258,State Assembly,19,DEM,Phil Ting,36,479,515
San Francisco,PCT 9401,State Assembly,19,DEM,Phil Ting,48,621,669
San Francisco,PCT 9402,State Assembly,19,DEM,Phil Ting,65,605,670
San Francisco,PCT 9403,State Assembly,19,DEM,Phil Ting,54,506,560
San Francisco,PCT 9404,State Assembly,19,DEM,Phil Ting,34,607,641
San Francisco,PCT 9405,State Assembly,19,DEM,Phil Ting,33,465,498
San Francisco,PCT 9406,State Assembly,19,DEM,Phil Ting,38,541,579
San Francisco,PCT 9407,State Assembly,19,DEM,Phil Ting,46,537,583
San Francisco,PCT 9408,State Assembly,19,DEM,Phil Ting,30,522,552
San Francisco,PCT 9409,State Assembly,19,DEM,Phil Ting,26,385,411
San Francisco,PCT 9411,State Assembly,19,DEM,Phil Ting,66,634,700
San Francisco,PCT 9412,State Assembly,19,DEM,Phil Ting,51,516,567
San Francisco,PCT 9413,State Assembly,19,DEM,Phil Ting,33,566,599
San Francisco,PCT 9414,State Assembly,19,DEM,Phil Ting,36,551,587
San Francisco,PCT 9415,State Assembly,19,DEM,Phil Ting,35,458,493
San Francisco,PCT 9416,State Assembly,19,DEM,Phil Ting,61,632,693
San Francisco,PCT 9417,State Assembly,19,DEM,Phil Ting,31,467,498
San Francisco,PCT 9418,State Assembly,19,DEM,Phil Ting,34,461,495
San Francisco,PCT 9419,State Assembly,19,DEM,Phil Ting,29,535,564
San Francisco,PCT 9421,State Assembly,19,DEM,Phil Ting,34,527,561
San Francisco,PCT 9422,State Assembly,19,DEM,Phil Ting,30,624,654
San Francisco,PCT 9423,State Assembly,19,DEM,Phil Ting,32,536,568
San Francisco,PCT 9424,State Assembly,19,DEM,Phil Ting,39,591,630
San Francisco,PCT 9425,State Assembly,19,DEM,Phil Ting,32,574,606
San Francisco,PCT 9426,State Assembly,19,DEM,Phil Ting,32,508,540
San Francisco,PCT 9427,State Assembly,19,DEM,Phil Ting,43,567,610
San Francisco,PCT 9428,State Assembly,19,DEM,Phil Ting,20,543,563
San Francisco,PCT 9429,State Assembly,19,DEM,Phil Ting,34,520,554
San Francisco,PCT 9431,State Assembly,19,DEM,Phil Ting,52,601,653
San Francisco,PCT 9432,State Assembly,19,DEM,Phil Ting,29,559,588
San Francisco,PCT 9433,State Assembly,19,DEM,Phil Ting,26,536,562
San Francisco,PCT 9434,State Assembly,19,DEM,Phil Ting,37,647,684
San Francisco,PCT 9435,State Assembly,19,DEM,Phil Ting,39,586,625
San Francisco,PCT 9436,State Assembly,19,DEM,Phil Ting,49,611,660
San Francisco,PCT 9437,State Assembly,19,DEM,Phil Ting,32,530,562
San Francisco,PCT 9438,State Assembly,19,DEM,Phil Ting,29,594,623
San Francisco,PCT 9439,State Assembly,19,DEM,Phil Ting,42,554,596
San Francisco,PCT 9441,State Assembly,19,DEM,Phil Ting,38,589,627
San Francisco,PCT 9442,State Assembly,19,DEM,Phil Ting,60,604,664
San Francisco,PCT 9443,State Assembly,19,DEM,Phil Ting,38,573,611
San Francisco,PCT 9444,State Assembly,19,DEM,Phil Ting,29,556,585
San Francisco,PCT 9445,State Assembly,19,DEM,Phil Ting,41,600,641
San Francisco,PCT 9446,State Assembly,19,DEM,Phil Ting,31,636,667
San Francisco,PCT 9447,State Assembly,19,DEM,Phil Ting,28,570,598
San Francisco,PCT 9448,State Assembly,19,DEM,Phil Ting,42,561,603
San Francisco,PCT 9449,State Assembly,19,DEM,Phil Ting,34,506,540
San Francisco,PCT 9451,State Assembly,19,DEM,Phil Ting,21,224,245
San Francisco,PCT 9452,State Assembly,19,DEM,Phil Ting,32,509,541
San Francisco,PCT 9453,State Assembly,19,DEM,Phil Ting,21,301,322
San Francisco,PCT 9501 MB,State Assembly,19,DEM,Phil Ting,0,87,87
San Francisco,PCT 9502 MB,State Assembly,19,DEM,Phil Ting,3,175,178
San Francisco,PCT 9503/9504,State Assembly,19,DEM,Phil Ting,23,402,425
San Francisco,PCT 9505,State Assembly,19,DEM,Phil Ting,24,492,516
San Francisco,PCT 9506,State Assembly,19,DEM,Phil Ting,30,409,439
San Francisco,PCT 9507,State Assembly,19,DEM,Phil Ting,32,482,514
San Francisco,PCT 9508,State Assembly,19,DEM,Phil Ting,27,562,589
San Francisco,PCT 9509,State Assembly,19,DEM,Phil Ting,25,481,506
San Francisco,PCT 9511,State Assembly,19,DEM,Phil Ting,21,406,427
San Francisco,PCT 9512,State Assembly,19,DEM,Phil Ting,33,526,559
San Francisco,PCT 9513,State Assembly,19,DEM,Phil Ting,39,516,555
San Francisco,PCT 9514/9522,State Assembly,19,DEM,Phil Ting,47,627,674
San Francisco,PCT 9515,State Assembly,19,DEM,Phil Ting,48,467,515
San Francisco,PCT 9516,State Assembly,19,DEM,Phil Ting,44,590,634
San Francisco,PCT 9517,State Assembly,19,DEM,Phil Ting,42,518,560
San Francisco,PCT 9518,State Assembly,19,DEM,Phil Ting,43,529,572
San Francisco,PCT 9519,State Assembly,19,DEM,Phil Ting,39,610,649
San Francisco,PCT 9521,State Assembly,19,DEM,Phil Ting,49,593,642
San Francisco,PCT 9701,State Assembly,19,DEM,Phil Ting,31,422,453
San Francisco,PCT 9702,State Assembly,19,DEM,Phil Ting,41,502,543
San Francisco,PCT 9703,State Assembly,19,DEM,Phil Ting,35,656,691
San Francisco,PCT 9704,State Assembly,19,DEM,Phil Ting,46,673,719
San Francisco,PCT 9705,State Assembly,19,DEM,Phil Ting,35,642,677
San Francisco,PCT 9706 MB,State Assembly,19,DEM,Phil Ting,0,42,42
San Francisco,PCT 9707,State Assembly,19,DEM,Phil Ting,38,498,536
San Francisco,PCT 9708,State Assembly,19,DEM,Phil Ting,44,634,678
San Francisco,PCT 9709,State Assembly,19,DEM,Phil Ting,43,628,671
San Francisco,PCT 9711,State Assembly,19,DEM,Phil Ting,44,419,463
San Francisco,PCT 9712,State Assembly,19,DEM,Phil Ting,14,448,462
San Francisco,PCT 9713,State Assembly,19,DEM,Phil Ting,34,563,597
San Francisco,PCT 9714,State Assembly,19,DEM,Phil Ting,25,550,575
San Francisco,PCT 9715,State Assembly,19,DEM,Phil Ting,28,359,387
San Francisco,PCT 9716,State Assembly,19,DEM,Phil Ting,28,585,613
San Francisco,PCT 9717,State Assembly,19,DEM,Phil Ting,33,625,658
San Francisco,PCT 9718,State Assembly,19,DEM,Phil Ting,35,540,575
San Francisco,PCT 9719,State Assembly,19,DEM,Phil Ting,36,554,590
San Francisco,PCT 9721,State Assembly,19,DEM,Phil Ting,29,426,455
San Francisco,PCT 9722,State Assembly,19,DEM,Phil Ting,20,371,391
San Francisco,PCT 9723,State Assembly,19,DEM,Phil Ting,17,278,295
San Francisco,PCT 9724,State Assembly,19,DEM,Phil Ting,31,589,620
San Francisco,PCT 9725,State Assembly,19,DEM,Phil Ting,29,516,545
San Francisco,PCT 9726,State Assembly,19,DEM,Phil Ting,28,219,247
San Francisco,PCT 9727,State Assembly,19,DEM,Phil Ting,17,214,231
San Francisco,PCT 9728,State Assembly,19,DEM,Phil Ting,51,520,571
San Francisco,PCT 9729,State Assembly,19,DEM,Phil Ting,29,464,493
San Francisco,PCT 9731,State Assembly,19,DEM,Phil Ting,32,325,357
San Francisco,PCT 9732 MB,State Assembly,19,DEM,Phil Ting,0,55,55
San Francisco,PCT 9733 MB,State Assembly,19,DEM,Phil Ting,1,183,184
San Francisco,PCT 9734,State Assembly,19,DEM,Phil Ting,28,387,415
San Francisco,PCT 9735,State Assembly,19,DEM,Phil Ting,47,521,568
San Francisco,PCT 9736,State Assembly,19,DEM,Phil Ting,21,482,503
San Francisco,PCT 9737,State Assembly,19,DEM,Phil Ting,32,572,604
San Francisco,PCT 9738,State Assembly,19,DEM,Phil Ting,30,468,498
San Francisco,PCT 9739,State Assembly,19,DEM,Phil Ting,30,363,393
San Francisco,PCT 9741,State Assembly,19,DEM,Phil Ting,34,64,98
San Francisco,PCT 9742,State Assembly,19,DEM,Phil Ting,22,367,389
San Francisco,PCT 9743,State Assembly,19,DEM,Phil Ting,50,604,654
San Francisco,PCT 9744,State Assembly,19,DEM,Phil Ting,59,422,481
San Francisco,PCT 9745,State Assembly,19,DEM,Phil Ting,46,460,506
San Francisco,PCT 9746,State Assembly,19,DEM,Phil Ting,27,527,554
San Francisco,PCT 9747,State Assembly,19,DEM,Phil Ting,31,619,650
San Francisco,PCT 9748,State Assembly,19,DEM,Phil Ting,36,578,614
San Francisco,PCT 9749,State Assembly,19,DEM,Phil Ting,44,520,564
San Francisco,PCT 9751,State Assembly,19,DEM,Phil Ting,37,647,684
San Francisco,PCT 9752,State Assembly,19,DEM,Phil Ting,31,447,478
San Francisco,PCT 9753,State Assembly,19,DEM,Phil Ting,36,501,537
