county,precinct,office,district,party,candidate,election_day,mail,votes
San Francisco,PCT 7858,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 7859,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 7861,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 7862,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 7863,President,,GRN,Howie Hawkins,2,5,7
San Francisco,PCT 7864,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 7865,President,,GRN,Howie Hawkins,2,3,5
San Francisco,PCT 7866,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 7867,President,,GRN,Howie Hawkins,1,4,5
San Francisco,PCT 7868,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 7869,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 7871,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 7872,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 7873,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 7874,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 7875,President,,GRN,Howie Hawkins,2,6,8
San Francisco,PCT 7876,President,,GRN,Howie Hawkins,1,2,3
San Francisco,PCT 7901,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 7902,President,,GRN,Howie Hawkins,3,2,5
San Francisco,PCT 7903,President,,GRN,Howie Hawkins,1,5,6
San Francisco,PCT 7904,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 7905,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 7906,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 7907,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 7908,President,,GRN,Howie Hawkins,2,5,7
San Francisco,PCT 7909,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 7911,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 7912,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 7913,President,,GRN,Howie Hawkins,2,8,10
San Francisco,PCT 7914,President,,GRN,Howie Hawkins,1,4,5
San Francisco,PCT 7915,President,,GRN,Howie Hawkins,1,11,12
San Francisco,PCT 7916,President,,GRN,Howie Hawkins,1,6,7
San Francisco,PCT 7917,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 7918,President,,GRN,Howie Hawkins,1,4,5
San Francisco,PCT 7919,President,,GRN,Howie Hawkins,0,8,8
San Francisco,PCT 7921,President,,GRN,Howie Hawkins,1,7,8
San Francisco,PCT 7922,President,,GRN,Howie Hawkins,1,5,6
San Francisco,PCT 7923,President,,GRN,Howie Hawkins,1,6,7
San Francisco,PCT 7924,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 7925,President,,GRN,Howie Hawkins,1,6,7
San Francisco,PCT 7926,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 7927,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 7928,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 7929,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 7931,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 7932,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 7933 MB,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 7934,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 7935,President,,GRN,Howie Hawkins,0,9,9
San Francisco,PCT 7936,President,,GRN,Howie Hawkins,1,2,3
San Francisco,PCT 7937,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 7938,President,,GRN,Howie Hawkins,1,2,3
San Francisco,PCT 7939,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 7941,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 7942,President,,GRN,Howie Hawkins,2,5,7
San Francisco,PCT 7943,President,,GRN,Howie Hawkins,2,5,7
San Francisco,PCT 7944,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 7945,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 7946,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 7947,President,,GRN,Howie Hawkins,0,16,16
San Francisco,PCT 7948,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 7949,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 7951,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 7952,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 7953,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 7954 MB,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 7955,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 7956,President,,GRN,Howie Hawkins,0,11,11
San Francisco,PCT 7957,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 7958 MB,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 7959,President,,GRN,Howie Hawkins,1,1,2
San Francisco,PCT 9001 MB,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9101,President,,GRN,Howie Hawkins,1,4,5
San Francisco,PCT 9102,President,,GRN,Howie Hawkins,2,5,7
San Francisco,PCT 9103,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 9104,President,,GRN,Howie Hawkins,1,2,3
San Francisco,PCT 9105,President,,GRN,Howie Hawkins,2,2,4
San Francisco,PCT 9106,President,,GRN,Howie Hawkins,1,0,1
San Francisco,PCT 9107,President,,GRN,Howie Hawkins,2,5,7
San Francisco,PCT 9108,President,,GRN,Howie Hawkins,2,8,10
San Francisco,PCT 9109,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9111,President,,GRN,Howie Hawkins,2,4,6
San Francisco,PCT 9112,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9113,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9114,President,,GRN,Howie Hawkins,1,7,8
San Francisco,PCT 9115,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9116,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9117,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9118,President,,GRN,Howie Hawkins,1,5,6
San Francisco,PCT 9119,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9121,President,,GRN,Howie Hawkins,2,12,14
San Francisco,PCT 9122,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9123,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9124,President,,GRN,Howie Hawkins,1,4,5
San Francisco,PCT 9125,President,,GRN,Howie Hawkins,1,0,1
San Francisco,PCT 9126,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 9127,President,,GRN,Howie Hawkins,1,7,8
San Francisco,PCT 9128,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 9129,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9131,President,,GRN,Howie Hawkins,2,9,11
San Francisco,PCT 9132,President,,GRN,Howie Hawkins,1,8,9
San Francisco,PCT 9133,President,,GRN,Howie Hawkins,1,6,7
San Francisco,PCT 9134,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9135,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 9136,President,,GRN,Howie Hawkins,0,12,12
San Francisco,PCT 9137,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 9138,President,,GRN,Howie Hawkins,1,2,3
San Francisco,PCT 9139,President,,GRN,Howie Hawkins,1,6,7
San Francisco,PCT 9141,President,,GRN,Howie Hawkins,1,5,6
San Francisco,PCT 9142,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9143,President,,GRN,Howie Hawkins,1,5,6
San Francisco,PCT 9144,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9145,President,,GRN,Howie Hawkins,1,8,9
San Francisco,PCT 9146,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9147,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9148,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 9149,President,,GRN,Howie Hawkins,1,10,11
San Francisco,PCT 9151,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9152,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9201,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9202,President,,GRN,Howie Hawkins,2,4,6
San Francisco,PCT 9203,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9204,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9205,President,,GRN,Howie Hawkins,1,6,7
San Francisco,PCT 9206,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9207,President,,GRN,Howie Hawkins,1,0,1
San Francisco,PCT 9208,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9209,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9211,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9212,President,,GRN,Howie Hawkins,4,0,4
San Francisco,PCT 9213,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9214,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9215,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 9216,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9217,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9218,President,,GRN,Howie Hawkins,1,0,1
San Francisco,PCT 9219,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9221,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9222,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9223,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9224,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 9225,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9226,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9227,President,,GRN,Howie Hawkins,1,1,2
San Francisco,PCT 9228,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9229,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9231,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 9232,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9233,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 9234,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9235,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9236,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9237,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9238,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9239,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9241,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9242,President,,GRN,Howie Hawkins,1,0,1
San Francisco,PCT 9243,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9244,President,,GRN,Howie Hawkins,1,1,2
San Francisco,PCT 9245,President,,GRN,Howie Hawkins,1,0,1
San Francisco,PCT 9246,President,,GRN,Howie Hawkins,2,3,5
San Francisco,PCT 9247,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 9248,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9249,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9251,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 9252,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 9253,President,,GRN,Howie Hawkins,1,6,7
San Francisco,PCT 9254,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 9255,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 9256,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9257 MB,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9258,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9401,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9402,President,,GRN,Howie Hawkins,1,2,3
San Francisco,PCT 9403,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9404,President,,GRN,Howie Hawkins,0,8,8
San Francisco,PCT 9405,President,,GRN,Howie Hawkins,2,2,4
San Francisco,PCT 9406,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9407,President,,GRN,Howie Hawkins,1,1,2
San Francisco,PCT 9408,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 9409,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9411,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 9412,President,,GRN,Howie Hawkins,0,11,11
San Francisco,PCT 9413,President,,GRN,Howie Hawkins,1,4,5
San Francisco,PCT 9414,President,,GRN,Howie Hawkins,1,10,11
San Francisco,PCT 9415,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9416,President,,GRN,Howie Hawkins,1,5,6
San Francisco,PCT 9417,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9418,President,,GRN,Howie Hawkins,3,7,10
San Francisco,PCT 9419,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9421,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 9422,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9423,President,,GRN,Howie Hawkins,1,9,10
San Francisco,PCT 9424,President,,GRN,Howie Hawkins,1,9,10
San Francisco,PCT 9425,President,,GRN,Howie Hawkins,1,6,7
San Francisco,PCT 9426,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9427,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9428,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9429,President,,GRN,Howie Hawkins,1,2,3
San Francisco,PCT 9431,President,,GRN,Howie Hawkins,2,4,6
San Francisco,PCT 9432,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9433,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9434,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9435,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9436,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 9437,President,,GRN,Howie Hawkins,0,13,13
San Francisco,PCT 9438,President,,GRN,Howie Hawkins,1,4,5
San Francisco,PCT 9439,President,,GRN,Howie Hawkins,1,4,5
San Francisco,PCT 9441,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 9442,President,,GRN,Howie Hawkins,1,5,6
San Francisco,PCT 9443,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9444,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9445,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 9446,President,,GRN,Howie Hawkins,2,8,10
San Francisco,PCT 9447,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 9448,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 9449,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9451,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 9452,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9453,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9501 MB,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9502 MB,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9503/9504,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9505,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9506,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9507,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 9508,President,,GRN,Howie Hawkins,1,7,8
San Francisco,PCT 9509,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9511,President,,GRN,Howie Hawkins,1,2,3
San Francisco,PCT 9512,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9513,President,,GRN,Howie Hawkins,1,6,7
San Francisco,PCT 9514/9522,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 9515,President,,GRN,Howie Hawkins,3,3,6
San Francisco,PCT 9516,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 9517,President,,GRN,Howie Hawkins,0,8,8
San Francisco,PCT 9518,President,,GRN,Howie Hawkins,1,4,5
San Francisco,PCT 9519,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9521,President,,GRN,Howie Hawkins,1,6,7
San Francisco,PCT 9701,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9702,President,,GRN,Howie Hawkins,2,1,3
San Francisco,PCT 9703,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9704,President,,GRN,Howie Hawkins,2,1,3
San Francisco,PCT 9705,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9706 MB,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 9707,President,,GRN,Howie Hawkins,1,4,5
San Francisco,PCT 9708,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 9709,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9711,President,,GRN,Howie Hawkins,1,2,3
San Francisco,PCT 9712,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9713,President,,GRN,Howie Hawkins,0,7,7
San Francisco,PCT 9714,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9715,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9716,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9717,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9718,President,,GRN,Howie Hawkins,0,6,6
San Francisco,PCT 9719,President,,GRN,Howie Hawkins,1,1,2
San Francisco,PCT 9721,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9722,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9723,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9724,President,,GRN,Howie Hawkins,0,5,5
San Francisco,PCT 9725,President,,GRN,Howie Hawkins,1,5,6
San Francisco,PCT 9726,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9727,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 9728,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9729,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9731,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9732 MB,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 9733 MB,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 9734,President,,GRN,Howie Hawkins,1,5,6
San Francisco,PCT 9735,President,,GRN,Howie Hawkins,1,2,3
San Francisco,PCT 9736,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9737,President,,GRN,Howie Hawkins,1,1,2
San Francisco,PCT 9738,President,,GRN,Howie Hawkins,2,2,4
San Francisco,PCT 9739,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9741,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9742,President,,GRN,Howie Hawkins,0,1,1
San Francisco,PCT 9743,President,,GRN,Howie Hawkins,1,8,9
San Francisco,PCT 9744,President,,GRN,Howie Hawkins,0,4,4
San Francisco,PCT 9745,President,,GRN,Howie Hawkins,0,9,9
San Francisco,PCT 9746,President,,GRN,Howie Hawkins,0,2,2
San Francisco,PCT 9747,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9748,President,,GRN,Howie Hawkins,2,5,7
San Francisco,PCT 9749,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9751,President,,GRN,Howie Hawkins,0,10,10
San Francisco,PCT 9752,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 9753,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9754,President,,GRN,Howie Hawkins,1,3,4
San Francisco,PCT 9755,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9756,President,,GRN,Howie Hawkins,0,3,3
San Francisco,PCT 9801,President,,GRN,Howie Hawkins,1,0,1
San Francisco,PCT 9900 MB,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 9901 MB,President,,GRN,Howie Hawkins,0,0,0
San Francisco,PCT 9902 MB,President,,GRN,Howie Hawkins,0,0,0
San Francisco,SAN FRANCISCO CA,President,,GRN,Howie Hawkins,309,2472,2781
San Francisco,PCT 1101,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 1102,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 1103,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 1104/1105,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 1106,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 1107,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 1108,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 1109,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 1111,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 1112,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 1113,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 1114,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 1115,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 1116,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 1117,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 1118,President,,LIB,Jo Jorgensen,2,0,2
San Francisco,PCT 1119,President,,LIB,Jo Jorgensen,1,1,2
San Francisco,PCT 1121,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 1122,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 1123,President,,LIB,Jo Jorgensen,2,2,4
San Francisco,PCT 1124,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 1125,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 1126,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 1127,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 1128,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 1129,President,,LIB,Jo Jorgensen,3,4,7
San Francisco,PCT 1131,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 1132,President,,LIB,Jo Jorgensen,1,7,8
San Francisco,PCT 1133,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 1134,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 1135,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 1136,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 1141,President,,LIB,Jo Jorgensen,0,8,8
San Francisco,PCT 1142,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 1143,President,,LIB,Jo Jorgensen,0,10,10
San Francisco,PCT 1144,President,,LIB,Jo Jorgensen,1,7,8
San Francisco,PCT 1145,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 1146,President,,LIB,Jo Jorgensen,1,9,10
San Francisco,PCT 1147,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 1148,President,,LIB,Jo Jorgensen,1,10,11
San Francisco,PCT 1149,President,,LIB,Jo Jorgensen,1,6,7
San Francisco,PCT 1151 MB,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 1152,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 1153,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 1154 MB,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 7001,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 7002,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7003,President,,LIB,Jo Jorgensen,1,7,8
San Francisco,PCT 7004,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 7005,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7006,President,,LIB,Jo Jorgensen,2,8,10
San Francisco,PCT 7007,President,,LIB,Jo Jorgensen,1,9,10
San Francisco,PCT 7008,President,,LIB,Jo Jorgensen,0,11,11
San Francisco,PCT 7009,President,,LIB,Jo Jorgensen,0,8,8
San Francisco,PCT 7011,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7012,President,,LIB,Jo Jorgensen,1,11,12
San Francisco,PCT 7013,President,,LIB,Jo Jorgensen,3,10,13
San Francisco,PCT 7014,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 7015 MB,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7016,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7017,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7018,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7019,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7021,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7022,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7023,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7024,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 7025,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7026,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 7027,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7028,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7029,President,,LIB,Jo Jorgensen,2,0,2
San Francisco,PCT 7030,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7031,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7032,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7033,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7034,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 7035,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7036,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7037,President,,LIB,Jo Jorgensen,1,1,2
San Francisco,PCT 7038,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7039,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 7041 MB,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 7042,President,,LIB,Jo Jorgensen,2,3,5
San Francisco,PCT 7043,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7044,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7045,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7046,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7047,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7048,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7049,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7051,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7052,President,,LIB,Jo Jorgensen,1,6,7
San Francisco,PCT 7053,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7054,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 7055,President,,LIB,Jo Jorgensen,0,10,10
San Francisco,PCT 7056,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 7101 MB,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7201,President,,LIB,Jo Jorgensen,1,11,12
San Francisco,PCT 7202,President,,LIB,Jo Jorgensen,0,12,12
