county,precinct,office,district,candidate,party,election_day,mail,votes
Marin,20408,U.S. House,2,Dale K. Mensing,REP,25,92,117
Marin,20408,State Assembly,10,Marc Levine,DEM,43,549,592
Marin,20408,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,23,215,238
Marin,20709,Registered Voters,,,,,,1723
Marin,20709,Ballots Cast,,,,144,1421,1565
Marin,20709,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,4,4
Marin,20709,President,,Howie Hawkins,GRN,0,2,2
Marin,20709,President,,Jo Jorgensen,LIB,1,20,21
Marin,20709,President,,Joseph R. Biden,DEM,82,1119,1201
Marin,20709,President,,Donald J. Trump,REP,55,234,289
Marin,20709,President,,Gloria La Riva,PF,0,2,2
Marin,20709,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,20709,President,,Mark Charles Qualified Write In,,0,0,0
Marin,20709,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,20709,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,20709,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,20709,U.S. House,2,Jared Huffman,DEM,73,1038,1111
Marin,20709,U.S. House,2,Dale K. Mensing,REP,61,288,349
Marin,20709,State Assembly,10,Marc Levine,DEM,72,885,957
Marin,20709,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,38,336,374
Marin,20810,Registered Voters,,,,,,4765
Marin,20810,Ballots Cast,,,,339,4056,4395
Marin,20810,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,1,5,6
Marin,20810,President,,Howie Hawkins,GRN,2,20,22
Marin,20810,President,,Jo Jorgensen,LIB,0,35,35
Marin,20810,President,,Joseph R. Biden,DEM,248,3582,3830
Marin,20810,President,,Donald J. Trump,REP,81,357,438
Marin,20810,President,,Gloria La Riva,PF,2,10,12
Marin,20810,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,20810,President,,Mark Charles Qualified Write In,,0,0,0
Marin,20810,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,20810,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,20810,President,,Jesse Ventura Qualified Write In,,1,0,1
Marin,20810,U.S. House,2,Jared Huffman,DEM,248,3497,3745
Marin,20810,U.S. House,2,Dale K. Mensing,REP,72,374,446
Marin,20810,State Assembly,10,Marc Levine,DEM,190,2696,2886
Marin,20810,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,94,904,998
Marin,20811,Registered Voters,,,,,,4003
Marin,20811,Ballots Cast,,,,339,3337,3676
Marin,20811,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,7,7
Marin,20811,President,,Howie Hawkins,GRN,5,12,17
Marin,20811,President,,Jo Jorgensen,LIB,8,23,31
Marin,20811,President,,Joseph R. Biden,DEM,221,2944,3165
Marin,20811,President,,Donald J. Trump,REP,99,307,406
Marin,20811,President,,Gloria La Riva,PF,1,5,6
Marin,20811,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,20811,President,,Mark Charles Qualified Write In,,0,1,1
Marin,20811,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,20811,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,20811,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,20811,U.S. House,2,Jared Huffman,DEM,220,2863,3083
Marin,20811,U.S. House,2,Dale K. Mensing,REP,103,309,412
Marin,20811,State Assembly,10,Marc Levine,DEM,181,2173,2354
Marin,20811,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,88,750,838
Marin,20812,Registered Voters,,,,,,881
Marin,20812,Ballots Cast,,,,84,713,797
Marin,20812,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,3,3
Marin,20812,President,,Howie Hawkins,GRN,1,5,6
Marin,20812,President,,Jo Jorgensen,LIB,2,6,8
Marin,20812,President,,Joseph R. Biden,DEM,61,634,695
Marin,20812,President,,Donald J. Trump,REP,19,58,77
Marin,20812,President,,Gloria La Riva,PF,0,1,1
Marin,20812,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,20812,President,,Mark Charles Qualified Write In,,0,0,0
Marin,20812,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,20812,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,20812,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,20812,U.S. House,2,Jared Huffman,DEM,64,625,689
Marin,20812,U.S. House,2,Dale K. Mensing,REP,17,59,76
Marin,20812,State Assembly,10,Marc Levine,DEM,47,450,497
Marin,20812,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,23,183,206
Marin,20913,Registered Voters,,,,,,2824
Marin,20913,Ballots Cast,,,,197,2296,2493
Marin,20913,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,11,11
Marin,20913,President,,Howie Hawkins,GRN,1,10,11
Marin,20913,President,,Jo Jorgensen,LIB,2,12,14
Marin,20913,President,,Joseph R. Biden,DEM,127,1993,2120
Marin,20913,President,,Donald J. Trump,REP,62,240,302
Marin,20913,President,,Gloria La Riva,PF,1,4,5
Marin,20913,President,,Brian Carroll Qualified Write In,,1,0,1
Marin,20913,President,,Mark Charles Qualified Write In,,0,0,0
Marin,20913,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,20913,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,20913,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,20913,U.S. House,2,Jared Huffman,DEM,121,1935,2056
Marin,20913,U.S. House,2,Dale K. Mensing,REP,63,254,317
Marin,20913,State Assembly,10,Marc Levine,DEM,90,1421,1511
Marin,20913,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,75,616,691
Marin,20914,Registered Voters,,,,,,1130
Marin,20914,Ballots Cast,,,,54,969,1023
Marin,20914,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,1,1,2
Marin,20914,President,,Howie Hawkins,GRN,0,6,6
Marin,20914,President,,Jo Jorgensen,LIB,2,8,10
Marin,20914,President,,Joseph R. Biden,DEM,39,863,902
Marin,20914,President,,Donald J. Trump,REP,11,83,94
Marin,20914,President,,Gloria La Riva,PF,0,0,0
Marin,20914,President,,Brian Carroll Qualified Write In,,0,1,1
Marin,20914,President,,Mark Charles Qualified Write In,,0,0,0
Marin,20914,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,20914,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,20914,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,20914,U.S. House,2,Jared Huffman,DEM,39,840,879
Marin,20914,U.S. House,2,Dale K. Mensing,REP,12,88,100
Marin,20914,State Assembly,10,Marc Levine,DEM,30,636,666
Marin,20914,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,14,241,255
Marin,20915,Registered Voters,,,,,,448
Marin,20915,Ballots Cast,,,,19,356,375
Marin,20915,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,0,0
Marin,20915,President,,Howie Hawkins,GRN,0,1,1
Marin,20915,President,,Jo Jorgensen,LIB,0,1,1
Marin,20915,President,,Joseph R. Biden,DEM,9,292,301
Marin,20915,President,,Donald J. Trump,REP,10,57,67
Marin,20915,President,,Gloria La Riva,PF,0,0,0
Marin,20915,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,20915,President,,Mark Charles Qualified Write In,,0,0,0
Marin,20915,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,20915,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,20915,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,20915,U.S. House,2,Jared Huffman,DEM,8,292,300
Marin,20915,U.S. House,2,Dale K. Mensing,REP,9,52,61
Marin,20915,State Assembly,10,Marc Levine,DEM,11,222,233
Marin,20915,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,6,92,98
Marin,21216,Registered Voters,,,,,,2024
Marin,21216,Ballots Cast,,,,109,1749,1858
Marin,21216,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,1,6,7
Marin,21216,President,,Howie Hawkins,GRN,0,4,4
Marin,21216,President,,Jo Jorgensen,LIB,2,19,21
Marin,21216,President,,Joseph R. Biden,DEM,59,1461,1520
Marin,21216,President,,Donald J. Trump,REP,43,228,271
Marin,21216,President,,Gloria La Riva,PF,0,1,1
Marin,21216,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,21216,President,,Mark Charles Qualified Write In,,0,0,0
Marin,21216,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,21216,President,,Brock Pierce Qualified Write In,,0,1,1
Marin,21216,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,21216,U.S. House,2,Jared Huffman,DEM,57,1393,1450
Marin,21216,U.S. House,2,Dale K. Mensing,REP,48,273,321
Marin,21216,State Assembly,10,Marc Levine,DEM,51,1106,1157
Marin,21216,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,34,385,419
Marin,21217,Registered Voters,,,,,,713
Marin,21217,Ballots Cast,,,,36,637,673
Marin,21217,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,0,0
Marin,21217,President,,Howie Hawkins,GRN,0,2,2
Marin,21217,President,,Jo Jorgensen,LIB,2,7,9
Marin,21217,President,,Joseph R. Biden,DEM,28,558,586
Marin,21217,President,,Donald J. Trump,REP,5,65,70
Marin,21217,President,,Gloria La Riva,PF,1,1,2
Marin,21217,President,,Brian Carroll Qualified Write In,,0,1,1
Marin,21217,President,,Mark Charles Qualified Write In,,0,0,0
Marin,21217,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,21217,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,21217,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,21217,U.S. House,2,Jared Huffman,DEM,26,547,573
Marin,21217,U.S. House,2,Dale K. Mensing,REP,8,62,70
Marin,21217,State Assembly,10,Marc Levine,DEM,19,411,430
Marin,21217,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,10,157,167
Marin,21218,Registered Voters,,,,,,2537
Marin,21218,Ballots Cast,,,,206,2098,2304
Marin,21218,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,3,3
Marin,21218,President,,Howie Hawkins,GRN,0,8,8
Marin,21218,President,,Jo Jorgensen,LIB,4,22,26
Marin,21218,President,,Joseph R. Biden,DEM,129,1707,1836
Marin,21218,President,,Donald J. Trump,REP,71,318,389
Marin,21218,President,,Gloria La Riva,PF,0,2,2
Marin,21218,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,21218,President,,Mark Charles Qualified Write In,,0,0,0
Marin,21218,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,21218,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,21218,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,21218,U.S. House,2,Jared Huffman,DEM,125,1652,1777
Marin,21218,U.S. House,2,Dale K. Mensing,REP,74,338,412
Marin,21218,State Assembly,10,Marc Levine,DEM,117,1361,1478
Marin,21218,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,48,434,482
Marin,21219,Registered Voters,,,,,,2632
Marin,21219,Ballots Cast,,,,131,2279,2410
Marin,21219,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,10,10
Marin,21219,President,,Howie Hawkins,GRN,0,7,7
Marin,21219,President,,Jo Jorgensen,LIB,0,35,35
Marin,21219,President,,Joseph R. Biden,DEM,74,1861,1935
Marin,21219,President,,Donald J. Trump,REP,53,330,383
Marin,21219,President,,Gloria La Riva,PF,0,2,2
Marin,21219,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,21219,President,,Mark Charles Qualified Write In,,0,0,0
Marin,21219,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,21219,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,21219,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,21219,U.S. House,2,Jared Huffman,DEM,74,1744,1818
Marin,21219,U.S. House,2,Dale K. Mensing,REP,46,397,443
Marin,21219,State Assembly,10,Marc Levine,DEM,66,1502,1568
Marin,21219,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,32,439,471
Marin,30101,Registered Voters,,,,,,1591
Marin,30101,Ballots Cast,,,,129,1307,1436
Marin,30101,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,3,3
Marin,30101,President,,Howie Hawkins,GRN,0,3,3
Marin,30101,President,,Jo Jorgensen,LIB,2,21,23
Marin,30101,President,,Joseph R. Biden,DEM,69,977,1046
Marin,30101,President,,Donald J. Trump,REP,54,266,320
Marin,30101,President,,Gloria La Riva,PF,0,1,1
Marin,30101,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,30101,President,,Mark Charles Qualified Write In,,0,0,0
Marin,30101,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,30101,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,30101,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,30101,U.S. House,2,Jared Huffman,DEM,67,898,965
Marin,30101,U.S. House,2,Dale K. Mensing,REP,53,333,386
Marin,30101,State Assembly,10,Marc Levine,DEM,58,750,808
Marin,30101,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,30,311,341
Marin,30502,Registered Voters,,,,,,4151
Marin,30502,Ballots Cast,,,,292,3566,3858
Marin,30502,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,1,11,12
Marin,30502,President,,Howie Hawkins,GRN,2,7,9
Marin,30502,President,,Jo Jorgensen,LIB,3,28,31
Marin,30502,President,,Joseph R. Biden,DEM,232,3210,3442
Marin,30502,President,,Donald J. Trump,REP,49,250,299
Marin,30502,President,,Gloria La Riva,PF,1,4,5
Marin,30502,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,30502,President,,Mark Charles Qualified Write In,,0,0,0
Marin,30502,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,30502,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,30502,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,30502,U.S. House,2,Jared Huffman,DEM,227,3048,3275
Marin,30502,U.S. House,2,Dale K. Mensing,REP,55,330,385
Marin,30502,State Assembly,10,Marc Levine,DEM,177,2421,2598
Marin,30502,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,80,685,765
Marin,30503,Registered Voters,,,,,,3531
Marin,30503,Ballots Cast,,,,192,2997,3189
Marin,30503,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,3,3
Marin,30503,President,,Howie Hawkins,GRN,1,10,11
Marin,30503,President,,Jo Jorgensen,LIB,2,27,29
Marin,30503,President,,Joseph R. Biden,DEM,145,2718,2863
Marin,30503,President,,Donald J. Trump,REP,42,206,248
Marin,30503,President,,Gloria La Riva,PF,0,5,5
Marin,30503,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,30503,President,,Mark Charles Qualified Write In,,0,0,0
Marin,30503,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,30503,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,30503,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,30503,U.S. House,2,Jared Huffman,DEM,137,2629,2766
Marin,30503,U.S. House,2,Dale K. Mensing,REP,42,232,274
Marin,30503,State Assembly,10,Marc Levine,DEM,109,1972,2081
Marin,30503,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,52,702,754
Marin,30504,Registered Voters,,,,,,3251
Marin,30504,Ballots Cast,,,,174,2792,2966
Marin,30504,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,5,5
Marin,30504,President,,Howie Hawkins,GRN,0,8,8
Marin,30504,President,,Jo Jorgensen,LIB,3,19,22
Marin,30504,President,,Joseph R. Biden,DEM,121,2480,2601
Marin,30504,President,,Donald J. Trump,REP,50,248,298
Marin,30504,President,,Gloria La Riva,PF,0,1,1
Marin,30504,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,30504,President,,Mark Charles Qualified Write In,,0,0,0
Marin,30504,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,30504,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,30504,President,,Jesse Ventura Qualified Write In,,0,1,1
Marin,30504,U.S. House,2,Jared Huffman,DEM,118,2424,2542
Marin,30504,U.S. House,2,Dale K. Mensing,REP,45,248,293
Marin,30504,State Assembly,10,Marc Levine,DEM,90,1935,2025
Marin,30504,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,51,558,609
Marin,31005,Registered Voters,,,,,,4376
Marin,31005,Ballots Cast,,,,349,3602,3951
Marin,31005,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,11,11
Marin,31005,President,,Howie Hawkins,GRN,1,15,16
Marin,31005,President,,Jo Jorgensen,LIB,2,33,35
Marin,31005,President,,Joseph R. Biden,DEM,237,3099,3336
Marin,31005,President,,Donald J. Trump,REP,102,386,488
Marin,31005,President,,Gloria La Riva,PF,1,3,4
Marin,31005,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31005,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31005,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31005,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31005,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31005,U.S. House,2,Jared Huffman,DEM,217,2970,3187
Marin,31005,U.S. House,2,Dale K. Mensing,REP,99,453,552
Marin,31005,State Assembly,10,Marc Levine,DEM,164,2129,2293
Marin,31005,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,104,963,1067
Marin,31006,Registered Voters,,,,,,1670
Marin,31006,Ballots Cast,,,,170,1332,1502
Marin,31006,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,1,0,1
Marin,31006,President,,Howie Hawkins,GRN,2,5,7
Marin,31006,President,,Jo Jorgensen,LIB,4,13,17
Marin,31006,President,,Joseph R. Biden,DEM,99,1141,1240
Marin,31006,President,,Donald J. Trump,REP,63,149,212
Marin,31006,President,,Gloria La Riva,PF,0,0,0
Marin,31006,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31006,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31006,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31006,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31006,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31006,U.S. House,2,Jared Huffman,DEM,96,1091,1187
Marin,31006,U.S. House,2,Dale K. Mensing,REP,59,164,223
Marin,31006,State Assembly,10,Marc Levine,DEM,75,813,888
Marin,31006,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,47,326,373
Marin,31107,Registered Voters,,,,,,1733
Marin,31107,Ballots Cast,,,,100,1499,1599
Marin,31107,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,10,10
Marin,31107,President,,Howie Hawkins,GRN,2,3,5
Marin,31107,President,,Jo Jorgensen,LIB,7,22,29
Marin,31107,President,,Joseph R. Biden,DEM,54,1214,1268
Marin,31107,President,,Donald J. Trump,REP,34,220,254
Marin,31107,President,,Gloria La Riva,PF,0,1,1
Marin,31107,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31107,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31107,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31107,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31107,President,,Jesse Ventura Qualified Write In,,1,0,1
Marin,31107,U.S. House,2,Jared Huffman,DEM,49,1133,1182
Marin,31107,U.S. House,2,Dale K. Mensing,REP,41,255,296
Marin,31107,State Assembly,10,Marc Levine,DEM,41,903,944
Marin,31107,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,34,363,397
Marin,31108,Registered Voters,,,,,,4120
Marin,31108,Ballots Cast,,,,317,3449,3766
Marin,31108,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,8,8
Marin,31108,President,,Howie Hawkins,GRN,0,11,11
Marin,31108,President,,Jo Jorgensen,LIB,3,40,43
Marin,31108,President,,Joseph R. Biden,DEM,168,2747,2915
Marin,31108,President,,Donald J. Trump,REP,138,558,696
Marin,31108,President,,Gloria La Riva,PF,0,7,7
Marin,31108,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31108,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31108,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31108,President,,Brock Pierce Qualified Write In,,0,1,1
Marin,31108,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31108,U.S. House,2,Jared Huffman,DEM,157,2585,2742
Marin,31108,U.S. House,2,Dale K. Mensing,REP,135,658,793
Marin,31108,State Assembly,10,Marc Levine,DEM,143,2059,2202
Marin,31108,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,92,865,957
Marin,31109,Registered Voters,,,,,,827
Marin,31109,Ballots Cast,,,,86,638,724
Marin,31109,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,2,2
Marin,31109,President,,Howie Hawkins,GRN,1,1,2
Marin,31109,President,,Jo Jorgensen,LIB,1,7,8
Marin,31109,President,,Joseph R. Biden,DEM,40,496,536
Marin,31109,President,,Donald J. Trump,REP,42,126,168
Marin,31109,President,,Gloria La Riva,PF,1,2,3
Marin,31109,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31109,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31109,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31109,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31109,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31109,U.S. House,2,Jared Huffman,DEM,34,462,496
Marin,31109,U.S. House,2,Dale K. Mensing,REP,41,128,169
Marin,31109,State Assembly,10,Marc Levine,DEM,29,347,376
Marin,31109,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,34,187,221
Marin,31210,Registered Voters,,,,,,544
Marin,31210,Ballots Cast,,,,52,455,507
Marin,31210,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,0,0
Marin,31210,President,,Howie Hawkins,GRN,2,2,4
Marin,31210,President,,Jo Jorgensen,LIB,0,1,1
Marin,31210,President,,Joseph R. Biden,DEM,41,420,461
Marin,31210,President,,Donald J. Trump,REP,7,29,36
Marin,31210,President,,Gloria La Riva,PF,1,0,1
Marin,31210,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31210,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31210,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31210,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31210,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31210,U.S. House,2,Jared Huffman,DEM,42,397,439
Marin,31210,U.S. House,2,Dale K. Mensing,REP,6,42,48
Marin,31210,State Assembly,10,Marc Levine,DEM,29,289,318
Marin,31210,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,18,119,137
Marin,31211,Registered Voters,,,,,,3482
Marin,31211,Ballots Cast,,,,281,2929,3210
Marin,31211,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,5,5
Marin,31211,President,,Howie Hawkins,GRN,1,13,14
Marin,31211,President,,Jo Jorgensen,LIB,2,40,42
Marin,31211,President,,Joseph R. Biden,DEM,205,2601,2806
Marin,31211,President,,Donald J. Trump,REP,70,228,298
Marin,31211,President,,Gloria La Riva,PF,0,2,2
Marin,31211,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31211,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31211,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31211,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31211,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31211,U.S. House,2,Jared Huffman,DEM,196,2523,2719
Marin,31211,U.S. House,2,Dale K. Mensing,REP,66,263,329
Marin,31211,State Assembly,10,Marc Levine,DEM,165,1903,2068
Marin,31211,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,64,683,747
Marin,31212,Registered Voters,,,,,,1314
Marin,31212,Ballots Cast,,,,74,1102,1176
Marin,31212,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,1,2,3
Marin,31212,President,,Howie Hawkins,GRN,0,4,4
Marin,31212,President,,Jo Jorgensen,LIB,0,13,13
Marin,31212,President,,Joseph R. Biden,DEM,49,987,1036
Marin,31212,President,,Donald J. Trump,REP,24,84,108
Marin,31212,President,,Gloria La Riva,PF,0,3,3
Marin,31212,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31212,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31212,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31212,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31212,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31212,U.S. House,2,Jared Huffman,DEM,45,957,1002
Marin,31212,U.S. House,2,Dale K. Mensing,REP,21,105,126
Marin,31212,State Assembly,10,Marc Levine,DEM,32,726,758
Marin,31212,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,24,255,279
Marin,31213,Registered Voters,,,,,,1169
Marin,31213,Ballots Cast,,,,109,978,1087
Marin,31213,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,1,1
Marin,31213,President,,Howie Hawkins,GRN,1,4,5
Marin,31213,President,,Jo Jorgensen,LIB,2,3,5
Marin,31213,President,,Joseph R. Biden,DEM,79,881,960
Marin,31213,President,,Donald J. Trump,REP,24,79,103
Marin,31213,President,,Gloria La Riva,PF,1,0,1
Marin,31213,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31213,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31213,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31213,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31213,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31213,U.S. House,2,Jared Huffman,DEM,75,857,932
Marin,31213,U.S. House,2,Dale K. Mensing,REP,30,80,110
Marin,31213,State Assembly,10,Marc Levine,DEM,53,649,702
Marin,31213,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,35,214,249
Marin,31214,Registered Voters,,,,,,2589
Marin,31214,Ballots Cast,,,,299,1851,2150
Marin,31214,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,6,1,7
Marin,31214,President,,Howie Hawkins,GRN,4,10,14
Marin,31214,President,,Jo Jorgensen,LIB,3,14,17
Marin,31214,President,,Joseph R. Biden,DEM,232,1620,1852
Marin,31214,President,,Donald J. Trump,REP,45,183,228
Marin,31214,President,,Gloria La Riva,PF,6,3,9
Marin,31214,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31214,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31214,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31214,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31214,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31214,U.S. House,2,Jared Huffman,DEM,224,1562,1786
Marin,31214,U.S. House,2,Dale K. Mensing,REP,41,190,231
Marin,31214,State Assembly,10,Marc Levine,DEM,162,1091,1253
Marin,31214,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,88,538,626
Marin,31215,Registered Voters,,,,,,1260
Marin,31215,Ballots Cast,,,,73,1045,1118
Marin,31215,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,3,3
Marin,31215,President,,Howie Hawkins,GRN,1,3,4
Marin,31215,President,,Jo Jorgensen,LIB,2,13,15
Marin,31215,President,,Joseph R. Biden,DEM,41,885,926
Marin,31215,President,,Donald J. Trump,REP,29,124,153
Marin,31215,President,,Gloria La Riva,PF,0,0,0
Marin,31215,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31215,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31215,President,,Joseph Kishore Qualified Write In,,0,0,0
