county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,mail
Imperial,384131MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,384131MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,384131MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,384131MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,384131MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,384132MB,President,,,Times Cast,0,0,0,0,0
Imperial,384132MB,President,,,Total Votes,0,0,0,0,0
Imperial,384132MB,President,,,Write-in,0,0,0,0,0
Imperial,384132MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,384132MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,384132MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,384132MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,384132MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,384132MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,384133MB,President,,,Times Cast,0,0,0,0,0
Imperial,384133MB,President,,,Total Votes,0,0,0,0,0
Imperial,384133MB,President,,,Write-in,0,0,0,0,0
Imperial,384133MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,384133MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,384133MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,384133MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,384133MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,384133MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,384134MB,President,,,Times Cast,0,0,0,0,0
Imperial,384134MB,President,,,Total Votes,0,0,0,0,0
Imperial,384134MB,President,,,Write-in,0,0,0,0,0
Imperial,384134MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,384134MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,384134MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,384134MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,384134MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,384134MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,384135MB,President,,,Times Cast,0,0,0,0,0
Imperial,384135MB,President,,,Total Votes,0,0,0,0,0
Imperial,384135MB,President,,,Write-in,0,0,0,0,0
Imperial,384135MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,384135MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,384135MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,384135MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,384135MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,384135MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,384137MB,President,,,Times Cast,0,0,0,0,0
Imperial,384137MB,President,,,Total Votes,0,0,0,0,0
Imperial,384137MB,President,,,Write-in,0,0,0,0,0
Imperial,384137MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,384137MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,384137MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,384137MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,384137MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,384137MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,384138MB,President,,,Times Cast,0,0,0,0,0
Imperial,384138MB,President,,,Total Votes,0,0,0,0,0
Imperial,384138MB,President,,,Write-in,0,0,0,0,0
Imperial,384138MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,384138MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,384138MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,384138MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,384138MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,384138MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,384226MB,President,,,Times Cast,0,0,0,0,0
Imperial,384226MB,President,,,Total Votes,0,0,0,0,0
Imperial,384226MB,President,,,Write-in,0,0,0,0,0
Imperial,384226MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,384226MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,384226MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,384226MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,384226MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,384226MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,385005MB,President,,,Times Cast,0,0,0,0,0
Imperial,385005MB,President,,,Total Votes,0,0,0,0,0
Imperial,385005MB,President,,,Write-in,0,0,0,0,0
Imperial,385005MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,385005MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,385005MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,385005MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,385005MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,385005MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,385009MB,President,,,Times Cast,0,0,0,0,0
Imperial,385009MB,President,,,Total Votes,0,0,0,0,0
Imperial,385009MB,President,,,Write-in,0,0,0,0,0
Imperial,385009MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,385009MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,385009MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,385009MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,385009MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,385009MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,385011MB,President,,,Times Cast,3,0,0,1,2
Imperial,385011MB,President,,,Total Votes,3,0,0,1,2
Imperial,385011MB,President,,,Write-in,0,0,0,0,0
Imperial,385011MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,385011MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,385011MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,385011MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,385011MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,385011MB,President,,REP,DONALD J. TRUMP,3,0,0,1,2
Imperial,385015MB,President,,,Times Cast,28,1,0,0,27
Imperial,385015MB,President,,,Total Votes,28,1,0,0,27
Imperial,385015MB,President,,,Write-in,0,0,0,0,0
Imperial,385015MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,385015MB,President,,DEM,JOSEPH R. BIDEN,13,0,0,0,13
Imperial,385015MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,385015MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,385015MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,385015MB,President,,REP,DONALD J. TRUMP,15,1,0,0,14
Imperial,385017MB,President,,,Times Cast,8,0,0,0,8
Imperial,385017MB,President,,,Total Votes,8,0,0,0,8
Imperial,385017MB,President,,,Write-in,0,0,0,0,0
Imperial,385017MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,385017MB,President,,DEM,JOSEPH R. BIDEN,2,0,0,0,2
Imperial,385017MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,385017MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,385017MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,385017MB,President,,REP,DONALD J. TRUMP,6,0,0,0,6
Imperial,385024MB,President,,,Times Cast,37,1,1,5,30
Imperial,385024MB,President,,,Total Votes,37,1,1,5,30
Imperial,385024MB,President,,,Write-in,0,0,0,0,0
Imperial,385024MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,385024MB,President,,DEM,JOSEPH R. BIDEN,22,0,0,3,19
Imperial,385024MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,385024MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,385024MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,385024MB,President,,REP,DONALD J. TRUMP,15,1,1,2,11
Imperial,385036MB,President,,,Times Cast,3,0,0,0,3
Imperial,385036MB,President,,,Total Votes,3,0,0,0,3
Imperial,385036MB,President,,,Write-in,0,0,0,0,0
Imperial,385036MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,385036MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,385036MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,385036MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,385036MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,385036MB,President,,REP,DONALD J. TRUMP,3,0,0,0,3
Imperial,385046MB,President,,,Times Cast,28,0,1,1,26
Imperial,385046MB,President,,,Total Votes,28,0,1,1,26
Imperial,385046MB,President,,,Write-in,0,0,0,0,0
Imperial,385046MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,385046MB,President,,DEM,JOSEPH R. BIDEN,14,0,0,0,14
Imperial,385046MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,385046MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,385046MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,385046MB,President,,REP,DONALD J. TRUMP,14,0,1,1,12
Imperial,385047MB,President,,,Times Cast,0,0,0,0,0
Imperial,385047MB,President,,,Total Votes,0,0,0,0,0
Imperial,385047MB,President,,,Write-in,0,0,0,0,0
Imperial,385047MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,385047MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,385047MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,385047MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,385047MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,385047MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,385048MB,President,,,Times Cast,0,0,0,0,0
Imperial,385048MB,President,,,Total Votes,0,0,0,0,0
Imperial,385048MB,President,,,Write-in,0,0,0,0,0
Imperial,385048MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,385048MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,385048MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,385048MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,385048MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,385048MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,385049MB,President,,,Times Cast,0,0,0,0,0
Imperial,385049MB,President,,,Total Votes,0,0,0,0,0
Imperial,385049MB,President,,,Write-in,0,0,0,0,0
Imperial,385049MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,385049MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,385049MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,385049MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,385049MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,385049MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,385050MB,President,,,Times Cast,38,0,0,0,38
Imperial,385050MB,President,,,Total Votes,38,0,0,0,38
Imperial,385050MB,President,,,Write-in,0,0,0,0,0
Imperial,385050MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,385050MB,President,,DEM,JOSEPH R. BIDEN,22,0,0,0,22
Imperial,385050MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,385050MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,385050MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,385050MB,President,,REP,DONALD J. TRUMP,16,0,0,0,16
Imperial,387206MB,President,,,Times Cast,146,3,6,3,134
Imperial,387206MB,President,,,Total Votes,145,3,6,3,133
Imperial,387206MB,President,,,Write-in,0,0,0,0,0
Imperial,387206MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,387206MB,President,,DEM,JOSEPH R. BIDEN,42,3,1,1,37
Imperial,387206MB,President,,GRN,HOWIE HAWKINS,1,0,0,0,1
Imperial,387206MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,387206MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,387206MB,President,,REP,DONALD J. TRUMP,102,0,5,2,95
Imperial,387210MB,President,,,Times Cast,69,0,1,0,68
Imperial,387210MB,President,,,Total Votes,69,0,1,0,68
Imperial,387210MB,President,,,Write-in,0,0,0,0,0
Imperial,387210MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",2,0,0,0,2
Imperial,387210MB,President,,DEM,JOSEPH R. BIDEN,24,0,0,0,24
Imperial,387210MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,387210MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,387210MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,387210MB,President,,REP,DONALD J. TRUMP,43,0,1,0,42
Imperial,387213MB,President,,,Times Cast,0,0,0,0,0
Imperial,387213MB,President,,,Total Votes,0,0,0,0,0
Imperial,387213MB,President,,,Write-in,0,0,0,0,0
Imperial,387213MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,387213MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,387213MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,387213MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,387213MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,387213MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,387245MB,President,,,Times Cast,50,0,0,1,49
Imperial,387245MB,President,,,Total Votes,50,0,0,1,49
Imperial,387245MB,President,,,Write-in,0,0,0,0,0
Imperial,387245MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,387245MB,President,,DEM,JOSEPH R. BIDEN,21,0,0,0,21
Imperial,387245MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,387245MB,President,,LIB,JO JORGENSEN,1,0,0,0,1
Imperial,387245MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,387245MB,President,,REP,DONALD J. TRUMP,28,0,0,1,27
Imperial,389207MB,President,,,Times Cast,161,3,4,9,145
Imperial,389207MB,President,,,Total Votes,160,3,4,8,145
Imperial,389207MB,President,,,Write-in,0,0,0,0,0
Imperial,389207MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,389207MB,President,,DEM,JOSEPH R. BIDEN,74,2,2,4,66
Imperial,389207MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,389207MB,President,,LIB,JO JORGENSEN,6,0,0,0,6
Imperial,389207MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,389207MB,President,,REP,DONALD J. TRUMP,80,1,2,4,73
Imperial,389225MB,President,,,Times Cast,58,1,0,4,53
Imperial,389225MB,President,,,Total Votes,57,1,0,4,52
Imperial,389225MB,President,,,Write-in,0,0,0,0,0
Imperial,389225MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,0,0,0,1
Imperial,389225MB,President,,DEM,JOSEPH R. BIDEN,22,1,0,3,18
Imperial,389225MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,389225MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,389225MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,389225MB,President,,REP,DONALD J. TRUMP,34,0,0,1,33
Imperial,481101MB,President,,,Times Cast,13,1,0,2,10
Imperial,481101MB,President,,,Total Votes,13,1,0,2,10
Imperial,481101MB,President,,,Write-in,0,0,0,0,0
Imperial,481101MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,481101MB,President,,DEM,JOSEPH R. BIDEN,2,0,0,0,2
Imperial,481101MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,481101MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,481101MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,481101MB,President,,REP,DONALD J. TRUMP,11,1,0,2,8
Imperial,481115MB,President,,,Times Cast,9,0,0,2,7
Imperial,481115MB,President,,,Total Votes,9,0,0,2,7
Imperial,481115MB,President,,,Write-in,0,0,0,0,0
Imperial,481115MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,481115MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,481115MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,481115MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,481115MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,481115MB,President,,REP,DONALD J. TRUMP,9,0,0,2,7
Imperial,481116MB,President,,,Times Cast,88,0,0,2,86
Imperial,481116MB,President,,,Total Votes,88,0,0,2,86
Imperial,481116MB,President,,,Write-in,0,0,0,0,0
Imperial,481116MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,481116MB,President,,DEM,JOSEPH R. BIDEN,45,0,0,1,44
Imperial,481116MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,481116MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,481116MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,481116MB,President,,REP,DONALD J. TRUMP,43,0,0,1,42
Imperial,481137MB,President,,,Times Cast,0,0,0,0,0
Imperial,481137MB,President,,,Total Votes,0,0,0,0,0
Imperial,481137MB,President,,,Write-in,0,0,0,0,0
Imperial,481137MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,481137MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,481137MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,481137MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,481137MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,481137MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,481141MB,President,,,Times Cast,0,0,0,0,0
Imperial,481141MB,President,,,Total Votes,0,0,0,0,0
Imperial,481141MB,President,,,Write-in,0,0,0,0,0
Imperial,481141MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,481141MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,481141MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,481141MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,481141MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,481141MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,481162MB,President,,,Times Cast,0,0,0,0,0
Imperial,481162MB,President,,,Total Votes,0,0,0,0,0
Imperial,481162MB,President,,,Write-in,0,0,0,0,0
Imperial,481162MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,481162MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,481162MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,481162MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,481162MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,481162MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,482018MB,President,,,Times Cast,91,2,1,4,84
Imperial,482018MB,President,,,Total Votes,89,2,1,3,83
Imperial,482018MB,President,,,Write-in,0,0,0,0,0
Imperial,482018MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,482018MB,President,,DEM,JOSEPH R. BIDEN,38,0,1,1,36
Imperial,482018MB,President,,GRN,HOWIE HAWKINS,1,0,0,0,1
Imperial,482018MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,482018MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,482018MB,President,,REP,DONALD J. TRUMP,50,2,0,2,46
Imperial,482024MB,President,,,Times Cast,71,1,1,3,66
Imperial,482024MB,President,,,Total Votes,71,1,1,3,66
Imperial,482024MB,President,,,Write-in,0,0,0,0,0
Imperial,482024MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,482024MB,President,,DEM,JOSEPH R. BIDEN,39,0,1,2,36
Imperial,482024MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,482024MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,482024MB,President,,PF,GLORIA LA RIVA,1,0,0,0,1
Imperial,482024MB,President,,REP,DONALD J. TRUMP,31,1,0,1,29
Imperial,482025MB,President,,,Times Cast,26,2,0,0,24
Imperial,482025MB,President,,,Total Votes,25,2,0,0,23
Imperial,482025MB,President,,,Write-in,0,0,0,0,0
Imperial,482025MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,482025MB,President,,DEM,JOSEPH R. BIDEN,10,2,0,0,8
Imperial,482025MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,482025MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,482025MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,482025MB,President,,REP,DONALD J. TRUMP,15,0,0,0,15
Imperial,482026MB,President,,,Times Cast,88,2,2,0,84
Imperial,482026MB,President,,,Total Votes,87,2,2,0,83
Imperial,482026MB,President,,,Write-in,0,0,0,0,0
Imperial,482026MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,482026MB,President,,DEM,JOSEPH R. BIDEN,43,1,0,0,42
Imperial,482026MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,482026MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,482026MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,482026MB,President,,REP,DONALD J. TRUMP,44,1,2,0,41
Imperial,482027MB,President,,,Times Cast,1,1,0,0,0
Imperial,482027MB,President,,,Total Votes,1,1,0,0,0
Imperial,482027MB,President,,,Write-in,0,0,0,0,0
Imperial,482027MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,482027MB,President,,DEM,JOSEPH R. BIDEN,1,1,0,0,0
Imperial,482027MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,482027MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,482027MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,482027MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,482029MB,President,,,Times Cast,113,1,0,4,108
Imperial,482029MB,President,,,Total Votes,111,1,0,4,106
Imperial,482029MB,President,,,Write-in,0,0,0,0,0
Imperial,482029MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,0,0,0,1
Imperial,482029MB,President,,DEM,JOSEPH R. BIDEN,71,1,0,3,67
Imperial,482029MB,President,,GRN,HOWIE HAWKINS,1,0,0,0,1
Imperial,482029MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,482029MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,482029MB,President,,REP,DONALD J. TRUMP,38,0,0,1,37
Imperial,482030MB,President,,,Times Cast,0,0,0,0,0
Imperial,482030MB,President,,,Total Votes,0,0,0,0,0
Imperial,482030MB,President,,,Write-in,0,0,0,0,0
Imperial,482030MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,482030MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,482030MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,482030MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,482030MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,482030MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,482031MB,President,,,Times Cast,0,0,0,0,0
Imperial,482031MB,President,,,Total Votes,0,0,0,0,0
Imperial,482031MB,President,,,Write-in,0,0,0,0,0
Imperial,482031MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,482031MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,482031MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,482031MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,482031MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,482031MB,President,,REP,DONALD J. TRUMP,0,0,0,0,0
Imperial,482040MB,President,,,Times Cast,1,0,0,0,1
Imperial,482040MB,President,,,Total Votes,1,0,0,0,1
Imperial,482040MB,President,,,Write-in,0,0,0,0,0
Imperial,482040MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,482040MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,482040MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Imperial,482040MB,President,,LIB,JO JORGENSEN,0,0,0,0,0
Imperial,482040MB,President,,PF,GLORIA LA RIVA,0,0,0,0,0
Imperial,482040MB,President,,REP,DONALD J. TRUMP,1,0,0,0,1
Imperial,482043MB,President,,,Times Cast,0,0,0,0,0
Imperial,482043MB,President,,,Total Votes,0,0,0,0,0
Imperial,482043MB,President,,,Write-in,0,0,0,0,0
Imperial,482043MB,President,,AI,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Imperial,482043MB,President,,DEM,JOSEPH R. BIDEN,0,0,0,0,0
Imperial,482043MB,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
