county,precinct,office,district,party,candidate,mail,election_day,votes
Trinity,BURNT RANCH - 421.01,President,,,Jesse Ventura (W),0,0,0
Trinity,BURNT RANCH - 421.01,President,,,Undervotes,0,0,0
Trinity,BURNT RANCH - 421.01,President,,,Overvotes,0,0,0
Trinity,BURNT RANCH - 421.01,President,,,Non Qualified write-ins,4,0,4
Trinity,BURNT RANCH - 421.01,U.S. House,2,DEM,Jared Huffman,70,11,81
Trinity,BURNT RANCH - 421.01,U.S. House,2,REP,Dale K Mensing,45,7,52
Trinity,BURNT RANCH - 421.01,U.S. House,2,,Undervotes,5,2,7
Trinity,BURNT RANCH - 421.01,U.S. House,2,,Overvotes,0,0,0
Trinity,BURNT RANCH - 421.01,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,BURNT RANCH - 421.01,State Assembly,2,REP,Charlotte Svolos,44,10,54
Trinity,BURNT RANCH - 421.01,State Assembly,2,DEM,Jim Wood,73,7,80
Trinity,BURNT RANCH - 421.01,State Assembly,2,,Undervotes,3,3,6
Trinity,BURNT RANCH - 421.01,State Assembly,2,,Overvotes,0,0,0
Trinity,BURNT RANCH - 421.01,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,BURNT RANCH - 421.02,Registered Voters,,,,,,4
Trinity,BURNT RANCH - 421.02,Ballots Cast,,,,,,1
Trinity,BURNT RANCH - 421.02,President,,,Donald J Trump,0,1,1
Trinity,BURNT RANCH - 421.02,President,,,Gloria La Riva,0,0,0
Trinity,BURNT RANCH - 421.02,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,BURNT RANCH - 421.02,President,,,Howie Hawkins,0,0,0
Trinity,BURNT RANCH - 421.02,President,,,Jo Jorgensen,0,0,0
Trinity,BURNT RANCH - 421.02,President,,,Joseph R Biden,0,0,0
Trinity,BURNT RANCH - 421.02,President,,,Jesse Ventura (W),0,0,0
Trinity,BURNT RANCH - 421.02,President,,,Undervotes,0,0,0
Trinity,BURNT RANCH - 421.02,President,,,Overvotes,0,0,0
Trinity,BURNT RANCH - 421.02,President,,,Non Qualified write-ins,0,0,0
Trinity,BURNT RANCH - 421.02,U.S. House,2,DEM,Jared Huffman,0,0,0
Trinity,BURNT RANCH - 421.02,U.S. House,2,REP,Dale K Mensing,0,1,1
Trinity,BURNT RANCH - 421.02,U.S. House,2,,Undervotes,0,0,0
Trinity,BURNT RANCH - 421.02,U.S. House,2,,Overvotes,0,0,0
Trinity,BURNT RANCH - 421.02,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,BURNT RANCH - 421.02,State Assembly,2,REP,Charlotte Svolos,0,1,1
Trinity,BURNT RANCH - 421.02,State Assembly,2,DEM,Jim Wood,0,0,0
Trinity,BURNT RANCH - 421.02,State Assembly,2,,Undervotes,0,0,0
Trinity,BURNT RANCH - 421.02,State Assembly,2,,Overvotes,0,0,0
Trinity,BURNT RANCH - 421.02,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,DENNY - 431,Registered Voters,,,,,,213
Trinity,DENNY - 431,Ballots Cast,,,,,,174
Trinity,DENNY - 431,President,,,Donald J Trump,73,9,82
Trinity,DENNY - 431,President,,,Gloria La Riva,0,0,0
Trinity,DENNY - 431,President,,,"Roque ""Rocky"" De La Fuente Guerra",1,0,1
Trinity,DENNY - 431,President,,,Howie Hawkins,0,0,0
Trinity,DENNY - 431,President,,,Jo Jorgensen,1,0,1
Trinity,DENNY - 431,President,,,Joseph R Biden,76,10,86
Trinity,DENNY - 431,President,,,Jesse Ventura (W),0,0,0
Trinity,DENNY - 431,President,,,Undervotes,0,0,0
Trinity,DENNY - 431,President,,,Overvotes,0,0,0
Trinity,DENNY - 431,President,,,Non Qualified write-ins,4,0,4
Trinity,DENNY - 431,U.S. House,2,DEM,Jared Huffman,76,11,87
Trinity,DENNY - 431,U.S. House,2,REP,Dale K Mensing,76,6,82
Trinity,DENNY - 431,U.S. House,2,,Undervotes,3,2,5
Trinity,DENNY - 431,U.S. House,2,,Overvotes,0,0,0
Trinity,DENNY - 431,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,DENNY - 431,State Assembly,2,REP,Charlotte Svolos,76,6,82
Trinity,DENNY - 431,State Assembly,2,DEM,Jim Wood,77,11,88
Trinity,DENNY - 431,State Assembly,2,,Undervotes,2,2,4
Trinity,DENNY - 431,State Assembly,2,,Overvotes,0,0,0
Trinity,DENNY - 431,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,NORTH WEAVER - 442,Registered Voters,,,,,,381
Trinity,NORTH WEAVER - 442,Ballots Cast,,,,,,327
Trinity,NORTH WEAVER - 442,President,,,Donald J Trump,133,43,176
Trinity,NORTH WEAVER - 442,President,,,Gloria La Riva,0,0,0
Trinity,NORTH WEAVER - 442,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,NORTH WEAVER - 442,President,,,Howie Hawkins,2,1,3
Trinity,NORTH WEAVER - 442,President,,,Jo Jorgensen,2,2,4
Trinity,NORTH WEAVER - 442,President,,,Joseph R Biden,118,23,141
Trinity,NORTH WEAVER - 442,President,,,Jesse Ventura (W),0,0,0
Trinity,NORTH WEAVER - 442,President,,,Undervotes,2,0,2
Trinity,NORTH WEAVER - 442,President,,,Overvotes,0,0,0
Trinity,NORTH WEAVER - 442,President,,,Non Qualified write-ins,0,1,1
Trinity,NORTH WEAVER - 442,U.S. House,2,DEM,Jared Huffman,119,21,140
Trinity,NORTH WEAVER - 442,U.S. House,2,REP,Dale K Mensing,128,45,173
Trinity,NORTH WEAVER - 442,U.S. House,2,,Undervotes,10,4,14
Trinity,NORTH WEAVER - 442,U.S. House,2,,Overvotes,0,0,0
Trinity,NORTH WEAVER - 442,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,NORTH WEAVER - 442,State Assembly,2,REP,Charlotte Svolos,126,45,171
Trinity,NORTH WEAVER - 442,State Assembly,2,DEM,Jim Wood,122,23,145
Trinity,NORTH WEAVER - 442,State Assembly,2,,Undervotes,9,2,11
Trinity,NORTH WEAVER - 442,State Assembly,2,,Overvotes,0,0,0
Trinity,NORTH WEAVER - 442,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,SALYER - 451,Registered Voters,,,,,,9
Trinity,SALYER - 451,Ballots Cast,,,,,,10
Trinity,SALYER - 451,President,,,Donald J Trump,3,0,3
Trinity,SALYER - 451,President,,,Gloria La Riva,0,0,0
Trinity,SALYER - 451,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,SALYER - 451,President,,,Howie Hawkins,0,1,1
Trinity,SALYER - 451,President,,,Jo Jorgensen,0,0,0
Trinity,SALYER - 451,President,,,Joseph R Biden,5,1,6
Trinity,SALYER - 451,President,,,Jesse Ventura (W),0,0,0
Trinity,SALYER - 451,President,,,Undervotes,0,0,0
Trinity,SALYER - 451,President,,,Overvotes,0,0,0
Trinity,SALYER - 451,President,,,Non Qualified write-ins,0,0,0
Trinity,SALYER - 451,U.S. House,2,DEM,Jared Huffman,5,1,6
Trinity,SALYER - 451,U.S. House,2,REP,Dale K Mensing,3,1,4
Trinity,SALYER - 451,U.S. House,2,,Undervotes,0,0,0
Trinity,SALYER - 451,U.S. House,2,,Overvotes,0,0,0
Trinity,SALYER - 451,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,SALYER - 451,State Assembly,2,REP,Charlotte Svolos,3,0,3
Trinity,SALYER - 451,State Assembly,2,DEM,Jim Wood,5,2,7
Trinity,SALYER - 451,State Assembly,2,,Undervotes,0,0,0
Trinity,SALYER - 451,State Assembly,2,,Overvotes,0,0,0
Trinity,SALYER - 451,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,SALYER - 451.01,Registered Voters,,,,,,237
Trinity,SALYER - 451.01,Ballots Cast,,,,,,189
Trinity,SALYER - 451.01,President,,,Donald J Trump,85,9,94
Trinity,SALYER - 451.01,President,,,Gloria La Riva,0,0,0
Trinity,SALYER - 451.01,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,SALYER - 451.01,President,,,Howie Hawkins,2,0,2
Trinity,SALYER - 451.01,President,,,Jo Jorgensen,3,1,4
Trinity,SALYER - 451.01,President,,,Joseph R Biden,74,14,88
Trinity,SALYER - 451.01,President,,,Jesse Ventura (W),0,0,0
Trinity,SALYER - 451.01,President,,,Undervotes,0,0,0
Trinity,SALYER - 451.01,President,,,Overvotes,1,0,1
Trinity,SALYER - 451.01,President,,,Non Qualified write-ins,0,0,0
Trinity,SALYER - 451.01,U.S. House,2,DEM,Jared Huffman,76,13,89
Trinity,SALYER - 451.01,U.S. House,2,REP,Dale K Mensing,86,8,94
Trinity,SALYER - 451.01,U.S. House,2,,Undervotes,3,3,6
Trinity,SALYER - 451.01,U.S. House,2,,Overvotes,0,0,0
Trinity,SALYER - 451.01,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,SALYER - 451.01,State Assembly,2,REP,Charlotte Svolos,88,9,97
Trinity,SALYER - 451.01,State Assembly,2,DEM,Jim Wood,72,12,84
Trinity,SALYER - 451.01,State Assembly,2,,Undervotes,5,3,8
Trinity,SALYER - 451.01,State Assembly,2,,Overvotes,0,0,0
Trinity,SALYER - 451.01,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,SOUTH HAYFORK - 501,Registered Voters,,,,,,703
Trinity,SOUTH HAYFORK - 501,Ballots Cast,,,,,,469
Trinity,SOUTH HAYFORK - 501,President,,,Donald J Trump,191,53,244
Trinity,SOUTH HAYFORK - 501,President,,,Gloria La Riva,1,0,1
Trinity,SOUTH HAYFORK - 501,President,,,"Roque ""Rocky"" De La Fuente Guerra",4,1,5
Trinity,SOUTH HAYFORK - 501,President,,,Howie Hawkins,4,2,6
Trinity,SOUTH HAYFORK - 501,President,,,Jo Jorgensen,10,1,11
Trinity,SOUTH HAYFORK - 501,President,,,Joseph R Biden,166,25,191
Trinity,SOUTH HAYFORK - 501,President,,,Jesse Ventura (W),0,0,0
Trinity,SOUTH HAYFORK - 501,President,,,Undervotes,4,1,5
Trinity,SOUTH HAYFORK - 501,President,,,Overvotes,0,0,0
Trinity,SOUTH HAYFORK - 501,President,,,Non Qualified write-ins,2,4,6
Trinity,SOUTH HAYFORK - 501,U.S. House,2,DEM,Jared Huffman,167,33,200
Trinity,SOUTH HAYFORK - 501,U.S. House,2,REP,Dale K Mensing,199,46,245
Trinity,SOUTH HAYFORK - 501,U.S. House,2,,Undervotes,16,8,24
Trinity,SOUTH HAYFORK - 501,U.S. House,2,,Overvotes,0,0,0
Trinity,SOUTH HAYFORK - 501,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,SOUTH HAYFORK - 501,State Assembly,2,REP,Charlotte Svolos,192,48,240
Trinity,SOUTH HAYFORK - 501,State Assembly,2,DEM,Jim Wood,177,29,206
Trinity,SOUTH HAYFORK - 501,State Assembly,2,,Undervotes,13,10,23
Trinity,SOUTH HAYFORK - 501,State Assembly,2,,Overvotes,0,0,0
Trinity,SOUTH HAYFORK - 501,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,FOREST GLEN - 511,Registered Voters,,,,,,5
Trinity,FOREST GLEN - 511,Ballots Cast,,,,,,4
Trinity,FOREST GLEN - 511,President,,,Donald J Trump,1,0,1
Trinity,FOREST GLEN - 511,President,,,Gloria La Riva,0,0,0
Trinity,FOREST GLEN - 511,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,FOREST GLEN - 511,President,,,Howie Hawkins,1,0,1
Trinity,FOREST GLEN - 511,President,,,Jo Jorgensen,0,0,0
Trinity,FOREST GLEN - 511,President,,,Joseph R Biden,1,0,1
Trinity,FOREST GLEN - 511,President,,,Jesse Ventura (W),0,0,0
Trinity,FOREST GLEN - 511,President,,,Undervotes,1,0,1
Trinity,FOREST GLEN - 511,President,,,Overvotes,0,0,0
Trinity,FOREST GLEN - 511,President,,,Non Qualified write-ins,0,0,0
Trinity,FOREST GLEN - 511,U.S. House,2,DEM,Jared Huffman,1,0,1
Trinity,FOREST GLEN - 511,U.S. House,2,REP,Dale K Mensing,3,0,3
Trinity,FOREST GLEN - 511,U.S. House,2,,Undervotes,0,0,0
Trinity,FOREST GLEN - 511,U.S. House,2,,Overvotes,0,0,0
Trinity,FOREST GLEN - 511,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,FOREST GLEN - 511,State Assembly,2,REP,Charlotte Svolos,2,0,2
Trinity,FOREST GLEN - 511,State Assembly,2,DEM,Jim Wood,1,0,1
Trinity,FOREST GLEN - 511,State Assembly,2,,Undervotes,1,0,1
Trinity,FOREST GLEN - 511,State Assembly,2,,Overvotes,0,0,0
Trinity,FOREST GLEN - 511,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,POST MOUNTAIN - 521,Registered Voters,,,,,,151
Trinity,POST MOUNTAIN - 521,Ballots Cast,,,,,,72
Trinity,POST MOUNTAIN - 521,President,,,Donald J Trump,25,10,35
Trinity,POST MOUNTAIN - 521,President,,,Gloria La Riva,0,0,0
Trinity,POST MOUNTAIN - 521,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,POST MOUNTAIN - 521,President,,,Howie Hawkins,0,1,1
Trinity,POST MOUNTAIN - 521,President,,,Jo Jorgensen,1,0,1
Trinity,POST MOUNTAIN - 521,President,,,Joseph R Biden,19,13,32
Trinity,POST MOUNTAIN - 521,President,,,Jesse Ventura (W),0,0,0
Trinity,POST MOUNTAIN - 521,President,,,Undervotes,0,0,0
Trinity,POST MOUNTAIN - 521,President,,,Overvotes,0,0,0
Trinity,POST MOUNTAIN - 521,President,,,Non Qualified write-ins,2,1,3
Trinity,POST MOUNTAIN - 521,U.S. House,2,DEM,Jared Huffman,26,14,40
Trinity,POST MOUNTAIN - 521,U.S. House,2,REP,Dale K Mensing,19,10,29
Trinity,POST MOUNTAIN - 521,U.S. House,2,,Undervotes,2,1,3
Trinity,POST MOUNTAIN - 521,U.S. House,2,,Overvotes,0,0,0
Trinity,POST MOUNTAIN - 521,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,POST MOUNTAIN - 521,State Assembly,2,REP,Charlotte Svolos,18,10,28
Trinity,POST MOUNTAIN - 521,State Assembly,2,DEM,Jim Wood,27,15,42
Trinity,POST MOUNTAIN - 521,State Assembly,2,,Undervotes,2,0,2
Trinity,POST MOUNTAIN - 521,State Assembly,2,,Overvotes,0,0,0
Trinity,POST MOUNTAIN - 521,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,MAD RIVER - 531,Registered Voters,,,,,,167
Trinity,MAD RIVER - 531,Ballots Cast,,,,,,133
Trinity,MAD RIVER - 531,President,,,Donald J Trump,71,13,84
Trinity,MAD RIVER - 531,President,,,Gloria La Riva,0,0,0
Trinity,MAD RIVER - 531,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,MAD RIVER - 531,President,,,Howie Hawkins,1,1,2
Trinity,MAD RIVER - 531,President,,,Jo Jorgensen,3,0,3
Trinity,MAD RIVER - 531,President,,,Joseph R Biden,36,4,40
Trinity,MAD RIVER - 531,President,,,Jesse Ventura (W),0,0,0
Trinity,MAD RIVER - 531,President,,,Undervotes,4,0,4
Trinity,MAD RIVER - 531,President,,,Overvotes,0,0,0
Trinity,MAD RIVER - 531,President,,,Non Qualified write-ins,0,0,0
Trinity,MAD RIVER - 531,U.S. House,2,DEM,Jared Huffman,38,4,42
Trinity,MAD RIVER - 531,U.S. House,2,REP,Dale K Mensing,76,12,88
Trinity,MAD RIVER - 531,U.S. House,2,,Undervotes,1,2,3
Trinity,MAD RIVER - 531,U.S. House,2,,Overvotes,0,0,0
Trinity,MAD RIVER - 531,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,MAD RIVER - 531,State Assembly,2,REP,Charlotte Svolos,74,12,86
Trinity,MAD RIVER - 531,State Assembly,2,DEM,Jim Wood,41,5,46
Trinity,MAD RIVER - 531,State Assembly,2,,Undervotes,0,1,1
Trinity,MAD RIVER - 531,State Assembly,2,,Overvotes,0,0,0
Trinity,MAD RIVER - 531,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,RUTH - 541.00,Registered Voters,,,,,,148
Trinity,RUTH - 541.00,Ballots Cast,,,,,,121
Trinity,RUTH - 541.00,President,,,Donald J Trump,79,13,92
Trinity,RUTH - 541.00,President,,,Gloria La Riva,0,0,0
Trinity,RUTH - 541.00,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,RUTH - 541.00,President,,,Howie Hawkins,1,0,1
Trinity,RUTH - 541.00,President,,,Jo Jorgensen,0,1,1
Trinity,RUTH - 541.00,President,,,Joseph R Biden,21,3,24
Trinity,RUTH - 541.00,President,,,Jesse Ventura (W),0,0,0
Trinity,RUTH - 541.00,President,,,Undervotes,0,0,0
Trinity,RUTH - 541.00,President,,,Overvotes,0,0,0
Trinity,RUTH - 541.00,President,,,Non Qualified write-ins,1,2,3
Trinity,RUTH - 541.00,U.S. House,2,DEM,Jared Huffman,24,4,28
Trinity,RUTH - 541.00,U.S. House,2,REP,Dale K Mensing,75,13,88
Trinity,RUTH - 541.00,U.S. House,2,,Undervotes,3,2,5
Trinity,RUTH - 541.00,U.S. House,2,,Overvotes,0,0,0
Trinity,RUTH - 541.00,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,RUTH - 541.00,State Assembly,2,REP,Charlotte Svolos,71,10,81
Trinity,RUTH - 541.00,State Assembly,2,DEM,Jim Wood,27,4,31
Trinity,RUTH - 541.00,State Assembly,2,,Undervotes,4,5,9
Trinity,RUTH - 541.00,State Assembly,2,,Overvotes,0,0,0
Trinity,RUTH - 541.00,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,RUTH - 541.01,Registered Voters,,,,,,3
Trinity,RUTH - 541.01,Ballots Cast,,,,,,3
Trinity,RUTH - 541.01,President,,,Donald J Trump,0,0,0
Trinity,RUTH - 541.01,President,,,Gloria La Riva,0,0,0
Trinity,RUTH - 541.01,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,RUTH - 541.01,President,,,Howie Hawkins,0,0,0
Trinity,RUTH - 541.01,President,,,Jo Jorgensen,0,0,0
Trinity,RUTH - 541.01,President,,,Joseph R Biden,3,0,3
Trinity,RUTH - 541.01,President,,,Jesse Ventura (W),0,0,0
Trinity,RUTH - 541.01,President,,,Undervotes,0,0,0
Trinity,RUTH - 541.01,President,,,Overvotes,0,0,0
Trinity,RUTH - 541.01,President,,,Non Qualified write-ins,0,0,0
Trinity,RUTH - 541.01,U.S. House,2,DEM,Jared Huffman,3,0,3
Trinity,RUTH - 541.01,U.S. House,2,REP,Dale K Mensing,0,0,0
Trinity,RUTH - 541.01,U.S. House,2,,Undervotes,0,0,0
Trinity,RUTH - 541.01,U.S. House,2,,Overvotes,0,0,0
Trinity,RUTH - 541.01,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,RUTH - 541.01,State Assembly,2,REP,Charlotte Svolos,0,0,0
Trinity,RUTH - 541.01,State Assembly,2,DEM,Jim Wood,3,0,3
Trinity,RUTH - 541.01,State Assembly,2,,Undervotes,0,0,0
Trinity,RUTH - 541.01,State Assembly,2,,Overvotes,0,0,0
Trinity,RUTH - 541.01,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,ZENIA - 551,Registered Voters,,,,,,114
Trinity,ZENIA - 551,Ballots Cast,,,,,,88
Trinity,ZENIA - 551,President,,,Donald J Trump,37,8,45
Trinity,ZENIA - 551,President,,,Gloria La Riva,0,0,0
Trinity,ZENIA - 551,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,ZENIA - 551,President,,,Howie Hawkins,1,0,1
Trinity,ZENIA - 551,President,,,Jo Jorgensen,1,0,1
Trinity,ZENIA - 551,President,,,Joseph R Biden,38,1,39
Trinity,ZENIA - 551,President,,,Jesse Ventura (W),0,0,0
Trinity,ZENIA - 551,President,,,Undervotes,2,0,2
Trinity,ZENIA - 551,President,,,Overvotes,0,0,0
Trinity,ZENIA - 551,President,,,Non Qualified write-ins,0,0,0
Trinity,ZENIA - 551,U.S. House,2,DEM,Jared Huffman,41,1,42
Trinity,ZENIA - 551,U.S. House,2,REP,Dale K Mensing,38,7,45
Trinity,ZENIA - 551,U.S. House,2,,Undervotes,0,1,1
Trinity,ZENIA - 551,U.S. House,2,,Overvotes,0,0,0
Trinity,ZENIA - 551,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,ZENIA - 551,State Assembly,2,REP,Charlotte Svolos,40,7,47
Trinity,ZENIA - 551,State Assembly,2,DEM,Jim Wood,38,1,39
Trinity,ZENIA - 551,State Assembly,2,,Undervotes,1,1,2
Trinity,ZENIA - 551,State Assembly,2,,Overvotes,0,0,0
Trinity,ZENIA - 551,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,HYAMPOM - 581.00,Registered Voters,,,,,,175
Trinity,HYAMPOM - 581.00,Ballots Cast,,,,,,136
Trinity,HYAMPOM - 581.00,President,,,Donald J Trump,40,5,45
Trinity,HYAMPOM - 581.00,President,,,Gloria La Riva,0,0,0
Trinity,HYAMPOM - 581.00,President,,,"Roque ""Rocky"" De La Fuente Guerra",2,1,3
Trinity,HYAMPOM - 581.00,President,,,Howie Hawkins,0,0,0
Trinity,HYAMPOM - 581.00,President,,,Jo Jorgensen,4,0,4
Trinity,HYAMPOM - 581.00,President,,,Joseph R Biden,73,7,80
Trinity,HYAMPOM - 581.00,President,,,Jesse Ventura (W),0,0,0
Trinity,HYAMPOM - 581.00,President,,,Undervotes,0,0,0
Trinity,HYAMPOM - 581.00,President,,,Overvotes,0,0,0
Trinity,HYAMPOM - 581.00,President,,,Non Qualified write-ins,3,1,4
Trinity,HYAMPOM - 581.00,U.S. House,2,DEM,Jared Huffman,82,9,91
Trinity,HYAMPOM - 581.00,U.S. House,2,REP,Dale K Mensing,36,5,41
Trinity,HYAMPOM - 581.00,U.S. House,2,,Undervotes,4,0,4
Trinity,HYAMPOM - 581.00,U.S. House,2,,Overvotes,0,0,0
Trinity,HYAMPOM - 581.00,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,HYAMPOM - 581.00,State Assembly,2,REP,Charlotte Svolos,35,7,42
Trinity,HYAMPOM - 581.00,State Assembly,2,DEM,Jim Wood,83,7,90
Trinity,HYAMPOM - 581.00,State Assembly,2,,Undervotes,4,0,4
Trinity,HYAMPOM - 581.00,State Assembly,2,,Overvotes,0,0,0
Trinity,HYAMPOM - 581.00,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,HYAMPOM - 581.01,Registered Voters,,,,,,4
Trinity,HYAMPOM - 581.01,Ballots Cast,,,,,,3
Trinity,HYAMPOM - 581.01,President,,,Donald J Trump,2,0,2
Trinity,HYAMPOM - 581.01,President,,,Gloria La Riva,0,0,0
Trinity,HYAMPOM - 581.01,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,HYAMPOM - 581.01,President,,,Howie Hawkins,0,0,0
Trinity,HYAMPOM - 581.01,President,,,Jo Jorgensen,0,0,0
Trinity,HYAMPOM - 581.01,President,,,Joseph R Biden,1,0,1
Trinity,HYAMPOM - 581.01,President,,,Jesse Ventura (W),0,0,0
Trinity,HYAMPOM - 581.01,President,,,Undervotes,0,0,0
Trinity,HYAMPOM - 581.01,President,,,Overvotes,0,0,0
Trinity,HYAMPOM - 581.01,President,,,Non Qualified write-ins,0,0,0
Trinity,HYAMPOM - 581.01,U.S. House,2,DEM,Jared Huffman,1,0,1
Trinity,HYAMPOM - 581.01,U.S. House,2,REP,Dale K Mensing,2,0,2
Trinity,HYAMPOM - 581.01,U.S. House,2,,Undervotes,0,0,0
Trinity,HYAMPOM - 581.01,U.S. House,2,,Overvotes,0,0,0
Trinity,HYAMPOM - 581.01,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,HYAMPOM - 581.01,State Assembly,2,REP,Charlotte Svolos,2,0,2
Trinity,HYAMPOM - 581.01,State Assembly,2,DEM,Jim Wood,1,0,1
Trinity,HYAMPOM - 581.01,State Assembly,2,,Undervotes,0,0,0
Trinity,HYAMPOM - 581.01,State Assembly,2,,Overvotes,0,0,0
Trinity,HYAMPOM - 581.01,State Assembly,2,,Non Qualified write-ins,0,0,0
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
